sl,year,statename,lcname,candidate,sex,age,category,party,general,postal,total,overpolled,electors,rank,win,alliance
1119,2008,NCT of Delhi,Krishna Nagar,DEEPIKA KHULLAR,F,38,GEN,INC,44637,11,44648,42.45,120171,2,0,INC
1120,2008,NCT of Delhi,Krishna Nagar,KAMRUDDIN,M,44,GEN,BSP,10015,3,10018,9.53,120171,3,0,OTHERS
1121,2008,NCT of Delhi,Krishna Nagar,CHANDAN LAL PREMI,M,68,SC,CPI,703,0,703,0.67,120171,4,0,OTHERS
1131,2008,NCT of Delhi,Krishna Nagar,"RADHA YADAV, ADVOCATE",F,42,GEN,BJSH,359,0,359,0.34,120171,5,0,OTHERS
1132,2008,NCT of Delhi,Krishna Nagar,MONIKA MAHAJAN,F,27,GEN,IND,337,0,337,0.32,138913,6,0,OTHERS
1133,2008,NCT of Delhi,Krishna Nagar,SANJAY KUMAR GUPTA,M,33,GEN,IND,294,0,294,0.28,138913,7,0,OTHERS
1134,2008,NCT of Delhi,Krishna Nagar,SURAJ PRAKASH,M,55,GEN,IND,215,0,215,0.2,138913,8,0,OTHERS
1135,2008,NCT of Delhi,Krishna Nagar,VED PRAKASH GUPTA,M,42,GEN,RWS,121,0,121,0.12,138913,9,0,OTHERS
1136,2008,NCT of Delhi,Krishna Nagar,BALWANT SINGH PARWANA,M,65,SC,IND,103,0,103,0.1,138913,10,0,OTHERS
1137,2008,NCT of Delhi,Krishna Nagar,PRAFULLA CHANDER MOHAN,M,47,GEN,IND,101,0,101,0.1,138913,11,0,OTHERS
1138,2008,NCT of Delhi,Krishna Nagar,MAHENDER KUMAR JAIN,M,49,GEN,IND,89,0,89,0.08,138913,12,0,OTHERS
1139,2008,NCT of Delhi,Krishna Nagar,PRITHVI PAL SINGH,M,40,GEN,IND,81,0,81,0.08,138913,13,0,OTHERS
1140,2008,NCT of Delhi,Krishna Nagar,SHIV PRAKASH TIWARI,M,50,GEN,RSSHP,80,0,80,0.08,138913,14,0,OTHERS
1141,2008,NCT of Delhi,Krishna Nagar,KUNJESH PASSI,M,52,GEN,IND,52,0,52,0.05,138913,15,0,OTHERS
1142,2008,NCT of Delhi,Krishna Nagar,IRSHAD,M,33,GEN,IND,48,0,48,0.05,138913,16,0,OTHERS
1143,2008,NCT of Delhi,Krishna Nagar,GOVIND SAHNI,M,47,GEN,IND,40,0,40,0.04,138913,17,0,OTHERS
1144,2008,NCT of Delhi,Krishna Nagar,MOHD ISLAM,M,33,GEN,IND,34,0,34,0.03,138913,18,0,OTHERS
1148,2008,NCT of Delhi,Gandhi Nagar,ARVINDER SINGH LOVELY,M,39,GEN,INC,59791,4,59795,64.25,192851,1,1,INC
1149,2008,NCT of Delhi,Gandhi Nagar,KAMAL KUMAR JAIN,M,42,GEN,BJP,27868,2,27870,29.94,192851,2,0,BJP
1150,2008,NCT of Delhi,Gandhi Nagar,SANJAY GAUR,M,45,GEN,BSP,4024,0,4024,4.32,192851,3,0,OTHERS
1151,2008,NCT of Delhi,Gandhi Nagar,SUNIL KUMAR,M,32,GEN,IND,555,0,555,0.6,192851,4,0,OTHERS
1152,2008,NCT of Delhi,Gandhi Nagar,LEKH RAJ,M,34,SC,BJSH,205,0,205,0.22,192851,5,0,OTHERS
1153,2008,NCT of Delhi,Gandhi Nagar,SAPAN KUMAR ARORA,M,44,GEN,LJP,188,0,188,0.2,192851,6,0,OTHERS
1154,2008,NCT of Delhi,Gandhi Nagar,AJAY TOMAR,M,39,GEN,IND,166,0,166,0.18,192851,7,0,OTHERS
1155,2008,NCT of Delhi,Gandhi Nagar,ANJUM BHARTI,M,34,GEN,BSP(K),135,0,135,0.15,192851,8,0,OTHERS
1156,2008,NCT of Delhi,Gandhi Nagar,ABDUL QADIR,M,64,GEN,LPI(V),135,0,135,0.15,192851,8,0,OTHERS
1160,2008,NCT of Delhi,Shahdara,DR. NARENDER NATH,M,63,GEN,INC,39188,6,39194,44.89,209643,1,1,INC
1161,2008,NCT of Delhi,Shahdara,JITENDER SINGH SHUNTY,M,47,GEN,BJP,37652,6,37658,43.13,209643,2,0,BJP
1162,2008,NCT of Delhi,Shahdara,VIJAY PAL,M,41,GEN,BSP,8100,4,8104,9.28,209643,3,0,OTHERS
1163,2008,NCT of Delhi,Shahdara,NEELAM KUMARI,F,49,GEN,RJD,669,0,669,0.77,209643,4,0,OTHERS
1164,2008,NCT of Delhi,Shahdara,SURESH KUMAR,M,48,GEN,IND,427,0,427,0.49,209643,5,0,OTHERS
1165,2008,NCT of Delhi,Shahdara,TAHIRA MIRZA,F,48,GEN,IND,207,0,207,0.24,209643,6,0,OTHERS
1166,2008,NCT of Delhi,Shahdara,MAHANDRA MANCHANDA,M,34,GEN,SHS,192,0,192,0.22,222997,7,0,OTHERS
1167,2008,NCT of Delhi,Shahdara,SUBHASH GAHLOT,M,36,SC,VAJP,176,0,176,0.2,222997,8,0,OTHERS
1168,2008,NCT of Delhi,Shahdara,SANJAY LOHIA,M,26,SC,IND,153,0,153,0.18,222997,9,0,OTHERS
1169,2008,NCT of Delhi,Shahdara,SUBHASH MISHRA,M,46,GEN,SP,141,0,141,0.16,222997,10,0,OTHERS
1170,2008,NCT of Delhi,Shahdara,NAVEEN PARKASH GOYAL,M,47,GEN,IND,125,0,125,0.14,222997,11,0,OTHERS
1180,2008,NCT of Delhi,Shahdara,RANGI LAL YADAV,M,33,GEN,IND,117,0,117,0.13,222997,12,0,OTHERS
1181,2008,NCT of Delhi,Shahdara,MANISH GUPTA,M,35,GEN,IND,90,0,90,0.1,222997,13,0,OTHERS
1182,2008,NCT of Delhi,Shahdara,ASGAR MALIK,M,46,GEN,IND,64,0,64,0.07,222997,14,0,OTHERS
1186,2008,NCT of Delhi,Seemapuri (SC),VEER SINGH DHINGAN,M,55,SC,INC,43855,9,43864,49.13,138181,1,1,INC
1187,2008,NCT of Delhi,Seemapuri (SC),CHANDRA PAL SINGH,M,41,SC,BJP,24587,17,24604,27.56,138181,2,0,BJP
1188,2008,NCT of Delhi,Seemapuri (SC),LALLAN PRASAD,M,45,SC,BSP,14819,4,14823,16.6,138181,3,0,OTHERS
1189,2008,NCT of Delhi,Seemapuri (SC),RAJ DULARI,F,41,SC,NLHP,1714,0,1714,1.92,147779,4,0,OTHERS
1190,2008,NCT of Delhi,Seemapuri (SC),MANGE RAM,M,46,SC,IND,979,0,979,1.1,147779,5,0,OTHERS
1191,2008,NCT of Delhi,Seemapuri (SC),SANTOSH KUMAR,M,34,SC,LJP,940,0,940,1.05,147779,6,0,OTHERS
1192,2008,NCT of Delhi,Seemapuri (SC),DEVENDER KUMAR,M,38,SC,IDP,686,0,686,0.77,147779,7,0,OTHERS
1193,2008,NCT of Delhi,Seemapuri (SC),SUKKAN LAL,M,34,SC,RWS,675,0,675,0.76,147779,8,0,OTHERS
1194,2008,NCT of Delhi,Seemapuri (SC),DHANI RAM,M,45,SC,UNLP,436,0,436,0.49,147779,9,0,OTHERS
1195,2008,NCT of Delhi,Seemapuri (SC),AMARDEEP,M,25,SC,IND,217,0,217,0.24,147779,10,0,OTHERS
1196,2008,NCT of Delhi,Seemapuri (SC),BHAGWAN SAHAI,M,65,SC,IJP,202,0,202,0.23,147779,11,0,OTHERS
1197,2008,NCT of Delhi,Seemapuri (SC),VIJAY KUMAR,M,32,SC,VAJP,141,0,141,0.16,147779,12,0,OTHERS
1201,2008,NCT of Delhi,Rohtas Nagar,RAM BABU SHARMA,M,53,GEN,INC,45791,11,45802,46.42,142862,1,1,INC
1202,2008,NCT of Delhi,Rohtas Nagar,ALOK KUMAR,M,56,GEN,BJP,32517,42,32559,32.99,142862,2,0,BJP
1203,2008,NCT of Delhi,Rohtas Nagar,LOKESH DIXIT,M,43,GEN,BSP,16810,13,16823,17.05,142862,3,0,OTHERS
1204,2008,NCT of Delhi,Rohtas Nagar,LAXMAN DASS,M,49,GEN,IND,1651,0,1651,1.67,142862,4,0,OTHERS
1205,2008,NCT of Delhi,Rohtas Nagar,JITENDRA PANCHAL,M,35,GEN,SP,482,0,482,0.49,142862,5,0,OTHERS
1206,2008,NCT of Delhi,Rohtas Nagar,RAJU SONI,M,40,GEN,IND,365,0,365,0.37,142862,6,0,OTHERS
1207,2008,NCT of Delhi,Rohtas Nagar,GULSHAN KUMAR RATRA,M,66,GEN,RWS,266,0,266,0.27,142862,7,0,OTHERS
1208,2008,NCT of Delhi,Rohtas Nagar,R. L. VERMA,M,62,GEN,RKAP,209,0,209,0.21,162590,8,0,OTHERS
1209,2008,NCT of Delhi,Rohtas Nagar,RAJEEV KUMAR,M,37,GEN,SHS,151,0,151,0.15,162590,9,0,OTHERS
1210,2008,NCT of Delhi,Rohtas Nagar,DHAYAN PAL SINGH,M,40,GEN,AGRJP,137,0,137,0.14,162590,10,0,OTHERS
1211,2008,NCT of Delhi,Rohtas Nagar,PARVEEN KUMAR,M,25,GEN,RLD,118,0,118,0.12,162590,11,0,OTHERS
1212,2008,NCT of Delhi,Rohtas Nagar,PARDEEP JAIN,M,44,GEN,LJP,116,0,116,0.12,162590,12,0,OTHERS
1216,2008,NCT of Delhi,Seelam Pur,CHAUDHARY MATEEN AHMAD,M,50,GEN,INC,47810,10,47820,54.65,142098,1,1,INC
1217,2008,NCT of Delhi,Seelam Pur,SITA RAM GUPTA,M,50,GEN,BJP,21533,13,21546,24.62,122869,2,0,BJP
1218,2008,NCT of Delhi,Seelam Pur,HAZI AFZZAL,M,38,GEN,BSP,13443,2,13445,15.37,122869,3,0,OTHERS
1219,2008,NCT of Delhi,Seelam Pur,MASOOD ALI KHAN,M,52,GEN,SP,1062,0,1062,1.21,122869,4,0,OTHERS
1229,2008,NCT of Delhi,Seelam Pur,MOHD. BADRUL HAQ,M,38,GEN,RJD,904,0,904,1.03,122869,5,0,OTHERS
1230,2008,NCT of Delhi,Seelam Pur,MOHD. YUSUF,M,40,GEN,JD(S),777,0,777,0.89,122869,6,0,OTHERS
1231,2008,NCT of Delhi,Seelam Pur,HAFIZ AHMED,M,54,GEN,IND,467,0,467,0.53,122869,7,0,OTHERS
1232,2008,NCT of Delhi,Seelam Pur,AYYUB ALI,M,33,GEN,IND,314,0,314,0.36,154314,8,0,OTHERS
1233,2008,NCT of Delhi,Seelam Pur,SALEEM KHAN,M,40,GEN,RPI(A),226,0,226,0.26,154314,9,0,OTHERS
1234,2008,NCT of Delhi,Seelam Pur,MD. SABIR SIDDIQI,M,38,GEN,IND,209,0,209,0.24,154314,10,0,OTHERS
1235,2008,NCT of Delhi,Seelam Pur,AFTAB AHMAD,M,41,GEN,IND,198,0,198,0.23,154314,11,0,OTHERS
1236,2008,NCT of Delhi,Seelam Pur,NASIM AHMAD HASHMI,M,52,GEN,BSP(K),192,0,192,0.22,154314,12,0,OTHERS
1237,2008,NCT of Delhi,Seelam Pur,SHAKIR HUSAIN,M,48,GEN,LJP,169,0,169,0.19,154314,13,0,OTHERS
1238,2008,NCT of Delhi,Seelam Pur,VIQAR AHMAD KHAN,M,41,GEN,IND,87,0,87,0.1,154314,14,0,OTHERS
1239,2008,NCT of Delhi,Seelam Pur,SHAKILA BEGUM,F,37,GEN,IND,83,0,83,0.09,154314,15,0,OTHERS
1243,2008,NCT of Delhi,Ghonda,SAHAB SINGH CHAUHAN,M,58,GEN,BJP,35177,49,35226,38.46,155484,1,1,BJP
1244,2008,NCT of Delhi,Ghonda,BHEESHMA SHARMA,M,45,GEN,INC,34631,15,34646,37.82,155484,2,0,INC
1245,2008,NCT of Delhi,Ghonda,ROHTASH KUMAR,M,53,GEN,BSP,21711,13,21724,23.72,155484,3,0,OTHERS
1249,2008,NCT of Delhi,Babarpur,NARESH GAUR,M,56,GEN,BJP,31935,19,31954,35.1,138182,1,1,BJP
1250,2008,NCT of Delhi,Babarpur,HAZI DILSHAD ALI,M,35,GEN,BSP,28125,3,28128,30.9,138182,2,0,OTHERS
1251,2008,NCT of Delhi,Babarpur,ANIL KUAMR VASHISHTH,M,47,GEN,INC,21628,4,21632,23.76,138182,3,0,INC
1252,2008,NCT of Delhi,Babarpur,KAILASH CHAND JAIN,M,51,GEN,IND,7247,0,7247,7.96,138182,4,0,OTHERS
1253,2008,NCT of Delhi,Babarpur,MOHD. SHER NABI CHAMAN,M,49,GEN,IND,534,0,534,0.59,138182,5,0,OTHERS
1254,2008,NCT of Delhi,Babarpur,MOHD AHMED,M,52,GEN,SP,324,0,324,0.36,138182,6,0,OTHERS
1255,2008,NCT of Delhi,Babarpur,A K AGGARWAL,M,41,GEN,AGRJP,274,0,274,0.3,138182,7,0,OTHERS
1256,2008,NCT of Delhi,Babarpur,RAJ KUMAR BHATI,M,50,GEN,LJP,272,0,272,0.3,138182,8,0,OTHERS
1257,2008,NCT of Delhi,Babarpur,S. A. BETAB,M,38,GEN,IND,244,0,244,0.27,138182,9,0,OTHERS
1258,2008,NCT of Delhi,Babarpur,MOHD IRFAN,M,40,GEN,IND,161,0,161,0.18,143204,10,0,OTHERS
1259,2008,NCT of Delhi,Babarpur,ABID KHAN,M,40,GEN,IND,98,0,98,0.11,143204,11,0,OTHERS
1260,2008,NCT of Delhi,Babarpur,INAMUDDIN,M,37,GEN,IND,88,0,88,0.1,143204,12,0,OTHERS
1261,2008,NCT of Delhi,Babarpur,VIQAR HASHMI,M,51,GEN,UNLP,76,0,76,0.08,143204,13,0,OTHERS
1265,2008,NCT of Delhi,Gokalpur (SC),SURENDRA KUMAR,M,40,SC,BSP,27476,23,27499,28.89,143184,1,1,OTHERS
1266,2008,NCT of Delhi,Gokalpur (SC),BALZOR SINGH,M,70,SC,INC,24437,5,24442,25.68,143184,2,0,INC
1267,2008,NCT of Delhi,Gokalpur (SC),RANJEET SINGH,M,37,SC,BJP,23348,16,23364,24.55,143184,3,0,BJP
1268,2008,NCT of Delhi,Gokalpur (SC),CH. FATEH SINGH,M,44,SC,IND,10256,6,10262,10.78,143184,4,0,OTHERS
1278,2008,NCT of Delhi,Gokalpur (SC),CHOUDHARY BALRAJ,M,38,SC,IND,4920,0,4920,5.17,143184,5,0,OTHERS
1279,2008,NCT of Delhi,Gokalpur (SC),ROOP CHAND,M,64,SC,RLD,2095,0,2095,2.2,143184,6,0,OTHERS
1280,2008,NCT of Delhi,Gokalpur (SC),RUP KISHOR,M,40,SC,IND,972,0,972,1.02,143184,7,0,OTHERS
1281,2008,NCT of Delhi,Gokalpur (SC),HARI BABU,M,38,SC,IJP,589,0,589,0.62,137655,8,0,OTHERS
1282,2008,NCT of Delhi,Gokalpur (SC),SURANDER SINGH,M,38,SC,BSKP,548,0,548,0.58,137655,9,0,OTHERS
1283,2008,NCT of Delhi,Gokalpur (SC),JAI PAL SINGH,M,61,SC,SP,482,0,482,0.51,137655,10,0,OTHERS
1287,2008,NCT of Delhi,Mustafabad,HASAN AHMED,M,54,GEN,INC,39836,2,39838,40.7,172304,1,1,INC
1288,2008,NCT of Delhi,Mustafabad,YOGENDER KUMAR SHARMA,M,68,GEN,BJP,38853,6,38859,39.69,173022,2,0,BJP
1289,2008,NCT of Delhi,Mustafabad,SHER KHAN MALIK,M,41,GEN,BSP,14107,1,14108,14.41,173022,3,0,OTHERS
1290,2008,NCT of Delhi,Mustafabad,MD. RAHIS,M,37,GEN,IND,989,0,989,1.01,173022,4,0,OTHERS
1291,2008,NCT of Delhi,Mustafabad,SUNIL DHYANI,M,34,GEN,IND,778,0,778,0.79,173022,5,0,OTHERS
1292,2008,NCT of Delhi,Mustafabad,SAGEER AHMED,M,41,GEN,IND,616,0,616,0.63,173022,6,0,OTHERS
1293,2008,NCT of Delhi,Mustafabad,LAKSHMAN SINGH,M,39,SC,IJP,581,0,581,0.59,173022,7,0,OTHERS
1294,2008,NCT of Delhi,Mustafabad,RAJESH KUMAR SHARMA,M,32,GEN,IND,470,0,470,0.48,173022,8,0,OTHERS
1295,2008,NCT of Delhi,Mustafabad,AHMAD SAEED,M,39,GEN,UNLP,454,0,454,0.46,173022,9,0,OTHERS
1296,2008,NCT of Delhi,Mustafabad,KRISHAN PAL,M,33,GEN,BSKP,347,0,347,0.35,173022,10,0,OTHERS
1297,2008,NCT of Delhi,Mustafabad,SHARAFAT ALI,M,37,GEN,SP,161,0,161,0.16,173022,11,0,OTHERS
1298,2008,NCT of Delhi,Mustafabad,MEENA BEGUM,F,39,GEN,IND,158,0,158,0.16,173022,12,0,OTHERS
1299,2008,NCT of Delhi,Mustafabad,KRISHAN PAL,M,40,GEN,BJSSP,132,0,132,0.13,173022,13,0,OTHERS
1300,2008,NCT of Delhi,Mustafabad,SALIMUDDIN,M,47,GEN,JD(S),114,0,114,0.12,173022,14,0,OTHERS
1301,2008,NCT of Delhi,Mustafabad,UMESH KAPOOR,M,51,GEN,IND,113,0,113,0.12,173022,15,0,OTHERS
1302,2008,NCT of Delhi,Mustafabad,PREM PAL,M,34,GEN,JKNPP,97,0,97,0.1,182944,16,0,OTHERS
1303,2008,NCT of Delhi,Mustafabad,MEHMOOD HASAN,M,48,GEN,NLHP,79,0,79,0.08,182944,17,0,OTHERS
1307,2008,NCT of Delhi,Karawal Nagar,MOHAN SINGH BISHT,M,47,GEN,BJP,43968,12,43980,42.8,170590,1,1,BJP
1308,2008,NCT of Delhi,Karawal Nagar,SATAN PAL DAYMA,M,44,GEN,IND,22850,2,22852,22.24,170590,2,0,OTHERS
1309,2008,NCT of Delhi,Karawal Nagar,DIWAN SINGH NAYAL,M,52,GEN,INC,15179,3,15182,14.78,170590,3,0,INC
1310,2008,NCT of Delhi,Karawal Nagar,HARENDER KUMAR SHARMA,M,48,GEN,BSP,9232,1,9233,8.99,170590,4,0,OTHERS
1311,2008,NCT of Delhi,Karawal Nagar,ANMOL CHOUDHARI,M,39,GEN,CPM,2198,0,2198,2.14,170590,5,0,OTHERS
1312,2008,NCT of Delhi,Karawal Nagar,HASEEB,M,39,GEN,SP,1318,0,1318,1.28,170590,6,0,OTHERS
1313,2008,NCT of Delhi,Karawal Nagar,JUGAL KISHOR,M,38,GEN,IJP,1022,0,1022,0.99,170590,7,0,OTHERS
1314,2008,NCT of Delhi,Karawal Nagar,SANJAY SHARMA,M,35,GEN,SAP,977,0,977,0.95,170590,8,0,OTHERS
1315,2008,NCT of Delhi,Karawal Nagar,DESH RAJ,M,37,GEN,IND,808,0,808,0.79,170590,9,0,OTHERS
1316,2008,NCT of Delhi,Karawal Nagar,MOHD NAFIS,M,45,GEN,NBNP,687,0,687,0.67,170590,10,0,OTHERS
1317,2008,NCT of Delhi,Karawal Nagar,SHIV KUMAR SAHU,M,41,GEN,PSJP,555,0,555,0.54,170590,11,0,OTHERS
1327,2008,NCT of Delhi,Karawal Nagar,HARISH TYAGI,M,42,GEN,IND,514,0,514,0.5,170590,12,0,OTHERS
1328,2008,NCT of Delhi,Karawal Nagar,PARVEZ,M,30,GEN,JD(S),456,0,456,0.44,170590,13,0,OTHERS
1329,2008,NCT of Delhi,Karawal Nagar,AFZAL AHMED,M,26,GEN,RJD,440,0,440,0.43,170590,14,0,OTHERS
1330,2008,NCT of Delhi,Karawal Nagar,LATA SHARMA,F,42,GEN,IND,429,0,429,0.42,170590,15,0,OTHERS
1331,2008,NCT of Delhi,Karawal Nagar,KAVITA TYAGI,F,25,GEN,IND,422,0,422,0.41,170590,16,0,OTHERS
1332,2008,NCT of Delhi,Karawal Nagar,SABIR KHAN,M,40,GEN,IND,339,0,339,0.33,170590,17,0,OTHERS
1333,2008,NCT of Delhi,Karawal Nagar,MOHD. ABRAR,M,28,GEN,LJP,334,0,334,0.33,161136,18,0,OTHERS
1334,2008,NCT of Delhi,Karawal Nagar,R. C. RAGAV,M,54,GEN,IND,315,0,315,0.31,161136,19,0,OTHERS
1335,2008,NCT of Delhi,Karawal Nagar,VIPIN SANDILYA,M,33,GEN,LSWP,208,0,208,0.2,161136,20,0,OTHERS
1336,2008,NCT of Delhi,Karawal Nagar,SANDHYA AGARWAL,F,29,GEN,UNLP,175,0,175,0.17,161136,21,0,OTHERS
1337,2008,NCT of Delhi,Karawal Nagar,KAMLA DEVI,F,42,GEN,IND,171,0,171,0.17,161136,22,0,OTHERS
1338,2008,NCT of Delhi,Karawal Nagar,NEELAM SAIFI,F,32,GEN,IND,133,0,133,0.13,161136,23,0,OTHERS
