id,year,statename,pcname,candidate,sex,party,total,polled,validv,electors,polled,pollperc,Rank,win,alliance
11728,1996,UTTAR PRADESH,PHULPUR,ARUN KUMAR,M,IND,262,0.05%,553784,1177561,564050,47.90%,42,0,OTHERS
11729,1996,UTTAR PRADESH,PHULPUR,SUSHILA,F,IND,200,0.04%,553784,1177561,564050,47.90%,43,0,OTHERS
11730,1996,UTTAR PRADESH,PHULPUR,CHHOTELAL,M,IND,190,0.03%,553784,1177561,564050,47.90%,44,0,OTHERS
11731,1996,UTTAR PRADESH,PHULPUR,SURESH CHANDRA,M,IND,153,0.03%,553784,1177561,564050,47.90%,45,0,OTHERS
11732,1996,UTTAR PRADESH,ALLAHABAD,MURLI MANOHAR JOSHI,M,BJP,216844,42.71%,507695,1391585,516276,37.10%,1,1,BJP
11733,1996,UTTAR PRADESH,ALLAHABAD,SAROJ DUBEY,F,JD,113321,22.32%,507695,1391585,516276,37.10%,2,0,NATIONAL FRONT
11734,1996,UTTAR PRADESH,ALLAHABAD,RAM SEVAK SINGH,M,BSP,102352,20.16%,507695,1391585,516276,37.10%,3,0,BSP
11735,1996,UTTAR PRADESH,ALLAHABAD,JAGDISH NARAYAN MISHRA,M,INC,30007,5.91%,507695,1391585,516276,37.10%,4,0,OTHERS
11736,1996,UTTAR PRADESH,ALLAHABAD,VIJAY SHANKAR,M,IND,7827,1.54%,507695,1391585,516276,37.10%,5,0,OTHERS
11737,1996,UTTAR PRADESH,ALLAHABAD,DASAI RAM,M,IND,2782,0.55%,507695,1391585,516276,37.10%,6,0,OTHERS
11738,1996,UTTAR PRADESH,ALLAHABAD,BACHCHA MAHARA,M,IND,2348,0.46%,507695,1391585,516276,37.10%,7,0,OTHERS
11739,1996,UTTAR PRADESH,ALLAHABAD,TEJ KUMAR BHARGAVA,M,IND,2095,0.41%,507695,1391585,516276,37.10%,8,0,OTHERS
11740,1996,UTTAR PRADESH,ALLAHABAD,KAILASH NATH,M,IND,1936,0.38%,507695,1391585,516276,37.10%,9,0,OTHERS
11741,1996,UTTAR PRADESH,ALLAHABAD,RAJBALI SINGH,M,IND,1555,0.31%,507695,1391585,516276,37.10%,10,0,OTHERS
11742,1996,UTTAR PRADESH,ALLAHABAD,CHANDRIKA PRASAD,M,IND,1512,0.30%,507695,1391585,516276,37.10%,11,0,OTHERS
11743,1996,UTTAR PRADESH,ALLAHABAD,RAJESH KUMAR KESARVANI,M,IND,1324,0.26%,507695,1391585,516276,37.10%,12,0,OTHERS
11744,1996,UTTAR PRADESH,ALLAHABAD,ANAND MOHAN,M,IND,1291,0.25%,507695,1391585,516276,37.10%,13,0,OTHERS
11745,1996,UTTAR PRADESH,ALLAHABAD,RAMA SHANKAR TIWARI,M,IND,1115,0.22%,507695,1391585,516276,37.10%,14,0,OTHERS
11746,1996,UTTAR PRADESH,ALLAHABAD,GENDA LAL SINGH PATEL,M,IND,1034,0.20%,507695,1391585,516276,37.10%,15,0,OTHERS
11747,1996,UTTAR PRADESH,ALLAHABAD,KAILASH NATH SINGH PATEL,M,AD,957,0.19%,507695,1391585,516276,37.10%,16,0,OTHERS
11748,1996,UTTAR PRADESH,ALLAHABAD,LAKSHMIKANT MISHRA,M,IND,931,0.18%,507695,1391585,516276,37.10%,17,0,OTHERS
11749,1996,UTTAR PRADESH,ALLAHABAD,MANOJ DUBEY,M,IND,907,0.18%,507695,1391585,516276,37.10%,18,0,OTHERS
11750,1996,UTTAR PRADESH,ALLAHABAD,ANIL KUMAR,M,IND,888,0.17%,507695,1391585,516276,37.10%,19,0,OTHERS
11751,1996,UTTAR PRADESH,ALLAHABAD,JAIRAM,M,IND,811,0.16%,507695,1391585,516276,37.10%,20,0,OTHERS
11752,1996,UTTAR PRADESH,ALLAHABAD,DHARAM RAJ SINGH,M,IND,761,0.15%,507695,1391585,516276,37.10%,21,0,OTHERS
11753,1996,UTTAR PRADESH,ALLAHABAD,RAKESH NARAYAN HAJELA,M,AIIC(T),700,0.14%,507695,1391585,516276,37.10%,22,0,OTHERS
11754,1996,UTTAR PRADESH,ALLAHABAD,DILIP KUMAR GAUR,M,IND,700,0.14%,507695,1391585,516276,37.10%,22,0,OTHERS
11755,1996,UTTAR PRADESH,ALLAHABAD,SHYAM BIHARI JAISWAL,M,IND,697,0.14%,507695,1391585,516276,37.10%,24,0,OTHERS
11756,1996,UTTAR PRADESH,ALLAHABAD,DILIP DHURIYA,M,IND,620,0.12%,507695,1391585,516276,37.10%,25,0,OTHERS
11757,1996,UTTAR PRADESH,ALLAHABAD,RAM BAHADUR KOLE,M,IND,552,0.11%,507695,1391585,516276,37.10%,26,0,OTHERS
11758,1996,UTTAR PRADESH,ALLAHABAD,RAMESH,M,IND,436,0.09%,507695,1391585,516276,37.10%,27,0,OTHERS
11759,1996,UTTAR PRADESH,ALLAHABAD,FAGU RAM,M,IND,411,0.08%,507695,1391585,516276,37.10%,28,0,OTHERS
11760,1996,UTTAR PRADESH,ALLAHABAD,BAL KRISHAN DWIVEDI,M,IND,407,0.08%,507695,1391585,516276,37.10%,29,0,OTHERS
11761,1996,UTTAR PRADESH,ALLAHABAD,SAKAL DEV YADAV,M,IND,400,0.08%,507695,1391585,516276,37.10%,30,0,OTHERS
11762,1996,UTTAR PRADESH,ALLAHABAD,MUMTAZ HUSAIN,F,IND,392,0.08%,507695,1391585,516276,37.10%,31,0,OTHERS
11763,1996,UTTAR PRADESH,ALLAHABAD,AKSHAYWAR NATH,M,IND,390,0.08%,507695,1391585,516276,37.10%,32,0,OTHERS
11764,1996,UTTAR PRADESH,ALLAHABAD,AHMED HUSSAIN GUDVIN,M,IND,369,0.07%,507695,1391585,516276,37.10%,33,0,OTHERS
11765,1996,UTTAR PRADESH,ALLAHABAD,RAMAYAN,M,IND,360,0.07%,507695,1391585,516276,37.10%,34,0,OTHERS
11766,1996,UTTAR PRADESH,ALLAHABAD,BRIJENDER BAHADUR SINGH,M,IND,357,0.07%,507695,1391585,516276,37.10%,35,0,OTHERS
11767,1996,UTTAR PRADESH,ALLAHABAD,RAMA SHANKAR VAISHYA,M,IND,355,0.07%,507695,1391585,516276,37.10%,36,0,OTHERS
11768,1996,UTTAR PRADESH,ALLAHABAD,KAILASH CHANDER BHARTI,M,IND,348,0.07%,507695,1391585,516276,37.10%,37,0,OTHERS
11769,1996,UTTAR PRADESH,ALLAHABAD,MANTRI PRASAD SHUKLA,M,IND,334,0.07%,507695,1391585,516276,37.10%,38,0,OTHERS
11770,1996,UTTAR PRADESH,ALLAHABAD,KRISHAN KUMAR SHARMA,M,IND,329,0.06%,507695,1391585,516276,37.10%,39,0,OTHERS
11771,1996,UTTAR PRADESH,ALLAHABAD,BADSHAH KHAN,M,IND,325,0.06%,507695,1391585,516276,37.10%,40,0,OTHERS
11772,1996,UTTAR PRADESH,ALLAHABAD,CHUNNI LAL,M,AKD,319,0.06%,507695,1391585,516276,37.10%,41,0,OTHERS
11773,1996,UTTAR PRADESH,ALLAHABAD,MOHD SARVAR,M,IND,317,0.06%,507695,1391585,516276,37.10%,42,0,OTHERS
11774,1996,UTTAR PRADESH,ALLAHABAD,DINESH SAINIK CHAMAR,M,IND,303,0.06%,507695,1391585,516276,37.10%,43,0,OTHERS
11775,1996,UTTAR PRADESH,ALLAHABAD,BHUP SINGH URF GYAN SINGH,M,IND,279,0.05%,507695,1391585,516276,37.10%,44,0,OTHERS
11776,1996,UTTAR PRADESH,ALLAHABAD,SHIV NARAYAN KUSHWAHA,M,IND,277,0.05%,507695,1391585,516276,37.10%,45,0,OTHERS
11777,1996,UTTAR PRADESH,ALLAHABAD,GULAM SARWAR,M,IND,270,0.05%,507695,1391585,516276,37.10%,46,0,OTHERS
11778,1996,UTTAR PRADESH,ALLAHABAD,GOMA LAL,M,IND,268,0.05%,507695,1391585,516276,37.10%,47,0,OTHERS
11779,1996,UTTAR PRADESH,ALLAHABAD,SANGAM LAL,M,IND,258,0.05%,507695,1391585,516276,37.10%,48,0,OTHERS
11780,1996,UTTAR PRADESH,ALLAHABAD,PRAMOD SRIVASTAVA,M,IND,250,0.05%,507695,1391585,516276,37.10%,49,0,OTHERS
11781,1996,UTTAR PRADESH,ALLAHABAD,ASHOK KUMAR,M,IND,235,0.05%,507695,1391585,516276,37.10%,50,0,OTHERS
11782,1996,UTTAR PRADESH,ALLAHABAD,SUBEDAR SINGH,M,IND,230,0.05%,507695,1391585,516276,37.10%,51,0,OTHERS
11783,1996,UTTAR PRADESH,ALLAHABAD,SURESH KUMAR TIWARI,M,ABBP,223,0.04%,507695,1391585,516276,37.10%,52,0,OTHERS
11784,1996,UTTAR PRADESH,ALLAHABAD,BADRUJJMA,M,IND,221,0.04%,507695,1391585,516276,37.10%,53,0,OTHERS
11785,1996,UTTAR PRADESH,ALLAHABAD,KRISHAN KUMAR DUBEY,M,IND,214,0.04%,507695,1391585,516276,37.10%,54,0,OTHERS
11786,1996,UTTAR PRADESH,ALLAHABAD,AMAR NATH,M,IND,213,0.04%,507695,1391585,516276,37.10%,55,0,OTHERS
11787,1996,UTTAR PRADESH,ALLAHABAD,KAMACHCHA PRASAD,M,IND,201,0.04%,507695,1391585,516276,37.10%,56,0,OTHERS
11788,1996,UTTAR PRADESH,ALLAHABAD,JAWAHAR LAL NISHAD,M,IND,199,0.04%,507695,1391585,516276,37.10%,57,0,OTHERS
11789,1996,UTTAR PRADESH,ALLAHABAD,JAWAHAR LAL SRIVASTAVA,M,IND,193,0.04%,507695,1391585,516276,37.10%,58,0,OTHERS
11790,1996,UTTAR PRADESH,ALLAHABAD,BALRAM NISHAD,M,IND,189,0.04%,507695,1391585,516276,37.10%,59,0,OTHERS
11791,1996,UTTAR PRADESH,ALLAHABAD,SHRIKANT SINGH SINGRAUR,M,PSSS,183,0.04%,507695,1391585,516276,37.10%,60,0,OTHERS
11792,1996,UTTAR PRADESH,ALLAHABAD,VINOD KUMAR,M,IND,176,0.03%,507695,1391585,516276,37.10%,61,0,OTHERS
11793,1996,UTTAR PRADESH,ALLAHABAD,OM PRAKASH NIRALA,M,IND,166,0.03%,507695,1391585,516276,37.10%,62,0,OTHERS
11794,1996,UTTAR PRADESH,ALLAHABAD,KRISHNKANT,M,IND,162,0.03%,507695,1391585,516276,37.10%,63,0,OTHERS
11795,1996,UTTAR PRADESH,ALLAHABAD,LAL JI SHARMA,M,IND,152,0.03%,507695,1391585,516276,37.10%,64,0,OTHERS
11796,1996,UTTAR PRADESH,ALLAHABAD,RAJESH KOTHARI,M,IND,152,0.03%,507695,1391585,516276,37.10%,64,0,OTHERS
11797,1996,UTTAR PRADESH,ALLAHABAD,PRABHA SAHAY,M,BJKP,149,0.03%,507695,1391585,516276,37.10%,66,0,OTHERS
11798,1996,UTTAR PRADESH,ALLAHABAD,MAHANT GOPAL DAS,M,IND,145,0.03%,507695,1391585,516276,37.10%,67,0,OTHERS
11799,1996,UTTAR PRADESH,ALLAHABAD,KAMLESH KUMARI RAHUL,F,BKD,140,0.03%,507695,1391585,516276,37.10%,68,0,OTHERS
11800,1996,UTTAR PRADESH,ALLAHABAD,ALOK,M,IND,124,0.02%,507695,1391585,516276,37.10%,69,0,OTHERS
11801,1996,UTTAR PRADESH,ALLAHABAD,VIRENDER SINGH,M,IND,119,0.02%,507695,1391585,516276,37.10%,70,0,OTHERS
11802,1996,UTTAR PRADESH,ALLAHABAD,UMESH CHANDER GUPTA,M,IND,117,0.02%,507695,1391585,516276,37.10%,71,0,OTHERS
11803,1996,UTTAR PRADESH,ALLAHABAD,SHIV GOPAL,M,IND,101,0.02%,507695,1391585,516276,37.10%,72,0,OTHERS
11804,1996,UTTAR PRADESH,ALLAHABAD,LALLOO SINGH,M,IND,70,0.01%,507695,1391585,516276,37.10%,73,0,OTHERS
11805,1996,UTTAR PRADESH,CHAIL (SC),AMRIT LAL BHARTI,M,BJP,131839,35.51%,371265,1300833,380785,29.27%,1,1,BJP
11806,1996,UTTAR PRADESH,CHAIL (SC),SURESH PASI,M,SP,100260,27.00%,371265,1300833,380785,29.27%,2,0,NATIONAL FRONT
11807,1996,UTTAR PRADESH,CHAIL (SC),SHASHI PRAKASH,M,BSP,99847,26.89%,371265,1300833,380785,29.27%,3,0,BSP
11808,1996,UTTAR PRADESH,CHAIL (SC),PURUSHOTAM LAL,M,INC,9864,2.66%,371265,1300833,380785,29.27%,4,0,OTHERS
11809,1996,UTTAR PRADESH,CHAIL (SC),LAKHAN SINGH PASSI,M,AD,6340,1.71%,371265,1300833,380785,29.27%,5,0,OTHERS
11810,1996,UTTAR PRADESH,CHAIL (SC),MANNI LAL,M,IND,4249,1.14%,371265,1300833,380785,29.27%,6,0,OTHERS
11811,1996,UTTAR PRADESH,CHAIL (SC),LAKHAN LAL,M,INL,2940,0.79%,371265,1300833,380785,29.27%,7,0,OTHERS
11812,1996,UTTAR PRADESH,CHAIL (SC),NARAYAN DEV,M,IND,1880,0.51%,371265,1300833,380785,29.27%,8,0,OTHERS
11813,1996,UTTAR PRADESH,CHAIL (SC),VINDESHWARI PRASAD ARYA,M,IND,1748,0.47%,371265,1300833,380785,29.27%,9,0,OTHERS
11814,1996,UTTAR PRADESH,CHAIL (SC),PRAMOD KUMAR,M,IND,1562,0.42%,371265,1300833,380785,29.27%,10,0,OTHERS
11815,1996,UTTAR PRADESH,CHAIL (SC),CHAUDHRI MAHENDER SINGH,M,IND,1427,0.38%,371265,1300833,380785,29.27%,11,0,OTHERS
11816,1996,UTTAR PRADESH,CHAIL (SC),TULSI DAS,M,IND,1395,0.38%,371265,1300833,380785,29.27%,12,0,OTHERS
11817,1996,UTTAR PRADESH,CHAIL (SC),MUNNI LAL,M,IND,1270,0.34%,371265,1300833,380785,29.27%,13,0,OTHERS
11818,1996,UTTAR PRADESH,CHAIL (SC),RAM PRATAP,M,PMSP,1080,0.29%,371265,1300833,380785,29.27%,14,0,OTHERS
11819,1996,UTTAR PRADESH,CHAIL (SC),MAHESH CHANDER SONKAR,M,IND,957,0.26%,371265,1300833,380785,29.27%,15,0,OTHERS
11820,1996,UTTAR PRADESH,CHAIL (SC),KAMTA PRASAD,M,IND,759,0.20%,371265,1300833,380785,29.27%,16,0,OTHERS
11821,1996,UTTAR PRADESH,CHAIL (SC),CHANDER PRAKASH URF CHUNNU PASSI,M,IND,687,0.19%,371265,1300833,380785,29.27%,17,0,OTHERS
11822,1996,UTTAR PRADESH,CHAIL (SC),VIJAY KUMAR,M,IND,571,0.15%,371265,1300833,380785,29.27%,18,0,OTHERS
11823,1996,UTTAR PRADESH,CHAIL (SC),LOVKUSH,M,IND,550,0.15%,371265,1300833,380785,29.27%,19,0,OTHERS
11824,1996,UTTAR PRADESH,CHAIL (SC),DASHRATH LAL,M,IND,531,0.14%,371265,1300833,380785,29.27%,20,0,OTHERS
11825,1996,UTTAR PRADESH,CHAIL (SC),RAM KUMAR,M,BJKP,484,0.13%,371265,1300833,380785,29.27%,21,0,OTHERS
11826,1996,UTTAR PRADESH,CHAIL (SC),CHANDER BALI,M,IND,471,0.13%,371265,1300833,380785,29.27%,22,0,OTHERS
11827,1996,UTTAR PRADESH,CHAIL (SC),RAM SHIROMANI,M,IND,331,0.09%,371265,1300833,380785,29.27%,23,0,OTHERS
11828,1996,UTTAR PRADESH,CHAIL (SC),MOTI LAL BHARTIYA,M,IND,223,0.06%,371265,1300833,380785,29.27%,24,0,OTHERS
11829,1996,UTTAR PRADESH,FATEHPUR,VISHAMBHAR PRATAP NISHAD,M,BSP,135043,33.36%,404758,1141848,414013,36.26%,1,1,BSP
11830,1996,UTTAR PRADESH,FATEHPUR,MAHENDER PRATAP NARAYAN SINGH,M,BJP,111569,27.56%,404758,1141848,414013,36.26%,2,0,BJP
11831,1996,UTTAR PRADESH,FATEHPUR,KRISHAN KUMAR SINGH URF KAKOO SINGH,M,JD,73501,18.16%,404758,1141848,414013,36.26%,3,0,NATIONAL FRONT
11832,1996,UTTAR PRADESH,FATEHPUR,PARVEJ ALI,M,IND,14974,3.70%,404758,1141848,414013,36.26%,4,0,OTHERS
11833,1996,UTTAR PRADESH,FATEHPUR,BABBU SINGH PATEL,M,AD,13270,3.28%,404758,1141848,414013,36.26%,5,0,OTHERS
11834,1996,UTTAR PRADESH,FATEHPUR,NARSINGH PATEL,M,IND,12637,3.12%,404758,1141848,414013,36.26%,6,0,OTHERS
11835,1996,UTTAR PRADESH,FATEHPUR,RAMPYARE PANDEY,M,INC,7870,1.94%,404758,1141848,414013,36.26%,7,0,OTHERS
11836,1996,UTTAR PRADESH,FATEHPUR,SHRIKANT,M,IND,3192,0.79%,404758,1141848,414013,36.26%,8,0,OTHERS
11837,1996,UTTAR PRADESH,FATEHPUR,RAJENDER KUMAR SHUKLA,M,IND,3173,0.78%,404758,1141848,414013,36.26%,9,0,OTHERS
11838,1996,UTTAR PRADESH,FATEHPUR,DASHRATH PRAJAPATI,M,IND,2630,0.65%,404758,1141848,414013,36.26%,10,0,OTHERS
11839,1996,UTTAR PRADESH,FATEHPUR,RAMDUTTA SONKAR VAIDYA,M,IND,2594,0.64%,404758,1141848,414013,36.26%,11,0,OTHERS
11840,1996,UTTAR PRADESH,FATEHPUR,BRAHMDUTTA,M,IND,2528,0.62%,404758,1141848,414013,36.26%,12,0,OTHERS
11841,1996,UTTAR PRADESH,FATEHPUR,SANTOSH KUMAR NISHAD,M,IND,1960,0.48%,404758,1141848,414013,36.26%,13,0,OTHERS
11842,1996,UTTAR PRADESH,FATEHPUR,SALLAUDIN ALIAS NABBAN,M,AIIC(T),1798,0.44%,404758,1141848,414013,36.26%,14,0,OTHERS
11843,1996,UTTAR PRADESH,FATEHPUR,JAGPAL SINGH SOLANKI,M,ABLTP,1538,0.38%,404758,1141848,414013,36.26%,15,0,OTHERS
11844,1996,UTTAR PRADESH,FATEHPUR,HARNAM SINGH,M,IND,1375,0.34%,404758,1141848,414013,36.26%,16,0,OTHERS
11845,1996,UTTAR PRADESH,FATEHPUR,MAQBOOL AKHTAR,M,IND,1347,0.33%,404758,1141848,414013,36.26%,17,0,OTHERS
11846,1996,UTTAR PRADESH,FATEHPUR,JAGDISH NARAYAN SHARMA,M,JP,1044,0.26%,404758,1141848,414013,36.26%,18,0,OTHERS
11847,1996,UTTAR PRADESH,FATEHPUR,JAGLAL,M,IND,959,0.24%,404758,1141848,414013,36.26%,19,0,OTHERS
11848,1996,UTTAR PRADESH,FATEHPUR,RAM ASARE,M,IND,910,0.22%,404758,1141848,414013,36.26%,20,0,OTHERS
11849,1996,UTTAR PRADESH,FATEHPUR,SHIV KUMAR,M,IND,832,0.21%,404758,1141848,414013,36.26%,21,0,OTHERS
11850,1996,UTTAR PRADESH,FATEHPUR,DAYARAM,M,IND,607,0.15%,404758,1141848,414013,36.26%,22,0,OTHERS
11851,1996,UTTAR PRADESH,FATEHPUR,RAMDUTTA,M,IND,558,0.14%,404758,1141848,414013,36.26%,23,0,OTHERS
11852,1996,UTTAR PRADESH,FATEHPUR,JUGRAJ,M,IND,550,0.14%,404758,1141848,414013,36.26%,24,0,OTHERS
11853,1996,UTTAR PRADESH,FATEHPUR,RAM PRASAD SAINI,M,ALD,522,0.13%,404758,1141848,414013,36.26%,25,0,OTHERS
11854,1996,UTTAR PRADESH,FATEHPUR,MOHD ATIQUE KHAN ALIAS KALOO,M,IND,493,0.12%,404758,1141848,414013,36.26%,26,0,OTHERS
11855,1996,UTTAR PRADESH,FATEHPUR,RAM SANEHI,M,IND,463,0.11%,404758,1141848,414013,36.26%,27,0,OTHERS
11856,1996,UTTAR PRADESH,FATEHPUR,VISHNU SWAROOP,M,IND,447,0.11%,404758,1141848,414013,36.26%,28,0,OTHERS
11857,1996,UTTAR PRADESH,FATEHPUR,PRATAP BHAN SINGH,M,IND,441,0.11%,404758,1141848,414013,36.26%,29,0,OTHERS
11858,1996,UTTAR PRADESH,FATEHPUR,PREM NATH VISHVAKARMA,M,IND,424,0.10%,404758,1141848,414013,36.26%,30,0,OTHERS
11859,1996,UTTAR PRADESH,FATEHPUR,RAM NARAYAN,M,IND,401,0.10%,404758,1141848,414013,36.26%,31,0,OTHERS
11860,1996,UTTAR PRADESH,FATEHPUR,VAIJNATH,M,IND,380,0.09%,404758,1141848,414013,36.26%,32,0,OTHERS
11861,1996,UTTAR PRADESH,FATEHPUR,PANCHAM SINGH LODHI,M,IND,334,0.08%,404758,1141848,414013,36.26%,33,0,OTHERS
11862,1996,UTTAR PRADESH,FATEHPUR,RAM SWAROOP SHARMA,M,BKD,321,0.08%,404758,1141848,414013,36.26%,34,0,OTHERS
11863,1996,UTTAR PRADESH,FATEHPUR,KRISHNPAL SINGH LODHI,M,IND,320,0.08%,404758,1141848,414013,36.26%,35,0,OTHERS
11864,1996,UTTAR PRADESH,FATEHPUR,SHABIR,M,IND,313,0.08%,404758,1141848,414013,36.26%,36,0,OTHERS
11865,1996,UTTAR PRADESH,FATEHPUR,RAJU,M,IND,268,0.07%,404758,1141848,414013,36.26%,37,0,OTHERS
11866,1996,UTTAR PRADESH,FATEHPUR,RAM SAJEEVAN,M,IND,259,0.06%,404758,1141848,414013,36.26%,38,0,OTHERS
11867,1996,UTTAR PRADESH,FATEHPUR,RAM BHAWAN,M,IND,252,0.06%,404758,1141848,414013,36.26%,39,0,OTHERS
11868,1996,UTTAR PRADESH,FATEHPUR,MANNI SINGH,M,IND,221,0.05%,404758,1141848,414013,36.26%,40,0,OTHERS
11869,1996,UTTAR PRADESH,FATEHPUR,TRIBHUVAN SINGH,M,IND,220,0.05%,404758,1141848,414013,36.26%,41,0,OTHERS
11870,1996,UTTAR PRADESH,FATEHPUR,RADHAKANT,M,IND,216,0.05%,404758,1141848,414013,36.26%,42,0,OTHERS
11871,1996,UTTAR PRADESH,FATEHPUR,SHIVDUTT PRASAD JOSHI,M,IND,212,0.05%,404758,1141848,414013,36.26%,43,0,OTHERS
11872,1996,UTTAR PRADESH,FATEHPUR,RAM SHARAN SINGH YADAV,M,IND,179,0.04%,404758,1141848,414013,36.26%,44,0,OTHERS
11873,1996,UTTAR PRADESH,FATEHPUR,MUNNA LAL,M,IND,172,0.04%,404758,1141848,414013,36.26%,45,0,OTHERS
11874,1996,UTTAR PRADESH,FATEHPUR,RAJESH KUMAR PANDEY,M,ABBP,168,0.04%,404758,1141848,414013,36.26%,46,0,OTHERS
11875,1996,UTTAR PRADESH,FATEHPUR,AWADESH KUMAR DIKSHIT,M,IND,167,0.04%,404758,1141848,414013,36.26%,47,0,OTHERS
11876,1996,UTTAR PRADESH,FATEHPUR,VED NARAYAN TRIPATHI,M,IND,163,0.04%,404758,1141848,414013,36.26%,48,0,OTHERS
11877,1996,UTTAR PRADESH,FATEHPUR,MUNNA KHAN,M,IND,163,0.04%,404758,1141848,414013,36.26%,48,0,OTHERS
11878,1996,UTTAR PRADESH,FATEHPUR,NANKOO SINGH,M,IND,158,0.04%,404758,1141848,414013,36.26%,50,0,OTHERS
11879,1996,UTTAR PRADESH,FATEHPUR,KAMTA PRASAD SINGH,M,IND,151,0.04%,404758,1141848,414013,36.26%,51,0,OTHERS
11880,1996,UTTAR PRADESH,FATEHPUR,PRAMOD KUMAR SINGH,M,IND,144,0.04%,404758,1141848,414013,36.26%,52,0,OTHERS
11881,1996,UTTAR PRADESH,FATEHPUR,SARJOO PRASAD,M,IND,134,0.03%,404758,1141848,414013,36.26%,53,0,OTHERS
11882,1996,UTTAR PRADESH,FATEHPUR,KALLOO,M,IND,109,0.03%,404758,1141848,414013,36.26%,54,0,OTHERS
11883,1996,UTTAR PRADESH,FATEHPUR,JAWAHARLAL NISHAD,M,IND,84,0.02%,404758,1141848,414013,36.26%,55,0,OTHERS
11884,1996,UTTAR PRADESH,BANDA,RAM SAJEEVAN SINGH,M,BSP,125778,35.07%,358642,1112281,367953,33.08%,1,1,BSP
11885,1996,UTTAR PRADESH,BANDA,PRAKASH NARAYAN,M,BJP,116607,32.51%,358642,1112281,367953,33.08%,2,0,BJP
11886,1996,UTTAR PRADESH,BANDA,RAM PRASAD SINGH,M,CPI,41031,11.44%,358642,1112281,367953,33.08%,3,0,LEFT FRONT
11887,1996,UTTAR PRADESH,BANDA,RAMESHWAR PRASAD,M,INC,19223,5.36%,358642,1112281,367953,33.08%,4,0,OTHERS
11888,1996,UTTAR PRADESH,BANDA,VINEET KUMAR SINGH,M,IND,13303,3.71%,358642,1112281,367953,33.08%,5,0,OTHERS
11889,1996,UTTAR PRADESH,BANDA,DEV KUMAR,M,AIIC(T),10277,2.87%,358642,1112281,367953,33.08%,6,0,OTHERS
11890,1996,UTTAR PRADESH,BANDA,DESHRAJ,M,IND,4685,1.31%,358642,1112281,367953,33.08%,7,0,OTHERS
11891,1996,UTTAR PRADESH,BANDA,MOOLCHANDRA,M,RPI,2170,0.61%,358642,1112281,367953,33.08%,8,0,OTHERS
11892,1996,UTTAR PRADESH,BANDA,PRADEEP KUMAR,M,IND,2106,0.59%,358642,1112281,367953,33.08%,9,0,OTHERS
11893,1996,UTTAR PRADESH,BANDA,RAM KRIPAL,M,IND,1829,0.51%,358642,1112281,367953,33.08%,10,0,OTHERS
11894,1996,UTTAR PRADESH,BANDA,LALA,M,IND,1650,0.46%,358642,1112281,367953,33.08%,11,0,OTHERS
11895,1996,UTTAR PRADESH,BANDA,RAMASREY,M,IND,1594,0.44%,358642,1112281,367953,33.08%,12,0,OTHERS
11896,1996,UTTAR PRADESH,BANDA,MAHENDER SINGH,M,IND,1349,0.38%,358642,1112281,367953,33.08%,13,0,OTHERS
11897,1996,UTTAR PRADESH,BANDA,RAMESH CHANDER,M,IND,1279,0.36%,358642,1112281,367953,33.08%,14,0,OTHERS
11898,1996,UTTAR PRADESH,BANDA,TRIBHUWAN,M,AD,1192,0.33%,358642,1112281,367953,33.08%,15,0,OTHERS
11899,1996,UTTAR PRADESH,BANDA,MOHD HUSSAIN,M,IND,1035,0.29%,358642,1112281,367953,33.08%,16,0,OTHERS
11900,1996,UTTAR PRADESH,BANDA,SHRIKRISHANA AZAD,M,IND,958,0.27%,358642,1112281,367953,33.08%,17,0,OTHERS
11901,1996,UTTAR PRADESH,BANDA,NARAYAN SINGH,M,IND,903,0.25%,358642,1112281,367953,33.08%,18,0,OTHERS
11902,1996,UTTAR PRADESH,BANDA,BABU LAL,M,IND,858,0.24%,358642,1112281,367953,33.08%,19,0,OTHERS
11903,1996,UTTAR PRADESH,BANDA,MAIYA DEEN,M,IND,841,0.23%,358642,1112281,367953,33.08%,20,0,OTHERS
11904,1996,UTTAR PRADESH,BANDA,ASHOK SINGH CHAUHAN,M,IND,715,0.20%,358642,1112281,367953,33.08%,21,0,OTHERS
11905,1996,UTTAR PRADESH,BANDA,RAJA,M,IND,703,0.20%,358642,1112281,367953,33.08%,22,0,OTHERS
11906,1996,UTTAR PRADESH,BANDA,RAM PRATAP DWIVEDI,M,IND,603,0.17%,358642,1112281,367953,33.08%,23,0,OTHERS
11907,1996,UTTAR PRADESH,BANDA,BHAGWAN SAHAYA,M,IND,601,0.17%,358642,1112281,367953,33.08%,24,0,OTHERS
11908,1996,UTTAR PRADESH,BANDA,BHOORI DEVI,F,IND,541,0.15%,358642,1112281,367953,33.08%,25,0,OTHERS
11909,1996,UTTAR PRADESH,BANDA,LAKHAN LAL TRIPATHI,M,IND,533,0.15%,358642,1112281,367953,33.08%,26,0,OTHERS
11910,1996,UTTAR PRADESH,BANDA,SAFAR ALI,M,IND,503,0.14%,358642,1112281,367953,33.08%,27,0,OTHERS
11911,1996,UTTAR PRADESH,BANDA,PYARE,M,IND,463,0.13%,358642,1112281,367953,33.08%,28,0,OTHERS
11912,1996,UTTAR PRADESH,BANDA,RAM BALI,M,IND,419,0.12%,358642,1112281,367953,33.08%,29,0,OTHERS
