id,year,statename,pcname,candidate,sex,party,total,polled,validv,electors,polled,pollperc,Rank,win,alliance
11913,1996,UTTAR PRADESH,BANDA,ABHILASH SINGH,M,IND,409,0.11%,358642,1112281,367953,33.08%,30,0,OTHERS
11914,1996,UTTAR PRADESH,BANDA,SHRI VISHAL,M,IND,407,0.11%,358642,1112281,367953,33.08%,31,0,OTHERS
11915,1996,UTTAR PRADESH,BANDA,BRIJBIHARI,M,IND,406,0.11%,358642,1112281,367953,33.08%,32,0,OTHERS
11916,1996,UTTAR PRADESH,BANDA,SWAMI DEEN,M,IND,406,0.11%,358642,1112281,367953,33.08%,32,0,OTHERS
11917,1996,UTTAR PRADESH,BANDA,RAM AVTAR,M,IND,393,0.11%,358642,1112281,367953,33.08%,34,0,OTHERS
11918,1996,UTTAR PRADESH,BANDA,RATAN SINGH,M,IND,388,0.11%,358642,1112281,367953,33.08%,35,0,OTHERS
11919,1996,UTTAR PRADESH,BANDA,BINDAPRASAD,M,IND,372,0.10%,358642,1112281,367953,33.08%,36,0,OTHERS
11920,1996,UTTAR PRADESH,BANDA,RAM KISHORE SINGH,M,IND,348,0.10%,358642,1112281,367953,33.08%,37,0,OTHERS
11921,1996,UTTAR PRADESH,BANDA,BRIJBILAS,M,BKD(J),316,0.09%,358642,1112281,367953,33.08%,38,0,OTHERS
11922,1996,UTTAR PRADESH,BANDA,PHOOL CHANDER,M,IND,296,0.08%,358642,1112281,367953,33.08%,39,0,OTHERS
11923,1996,UTTAR PRADESH,BANDA,SOBHASH CHANDRA SRIVASTAVA @ ANAND RAJA,M,IND,282,0.08%,358642,1112281,367953,33.08%,40,0,OTHERS
11924,1996,UTTAR PRADESH,BANDA,OM PRAKASH,M,IND,239,0.07%,358642,1112281,367953,33.08%,41,0,OTHERS
11925,1996,UTTAR PRADESH,BANDA,ADITYA PRATAP,M,IND,209,0.06%,358642,1112281,367953,33.08%,42,0,OTHERS
11926,1996,UTTAR PRADESH,BANDA,ACHCHAN KHAN,M,INL,180,0.05%,358642,1112281,367953,33.08%,43,0,OTHERS
11927,1996,UTTAR PRADESH,BANDA,HIRA LAL,M,IND,149,0.04%,358642,1112281,367953,33.08%,44,0,OTHERS
11928,1996,UTTAR PRADESH,BANDA,HIRA SINGH,M,IND,93,0.03%,358642,1112281,367953,33.08%,45,0,OTHERS
11929,1996,UTTAR PRADESH,HAMIRPUR,GANGA CHARAN RAJPUT,M,BJP,173238,39.72%,436137,1016288,445639,43.85%,1,1,BJP
11930,1996,UTTAR PRADESH,HAMIRPUR,RAJ NARAYAN,M,SP,105258,24.13%,436137,1016288,445639,43.85%,2,0,NATIONAL FRONT
11931,1996,UTTAR PRADESH,HAMIRPUR,SWAMI PRASAD,M,BSP,95725,21.95%,436137,1016288,445639,43.85%,3,0,BSP
11932,1996,UTTAR PRADESH,HAMIRPUR,SUNIL SHASTRI,M,INC,31035,7.12%,436137,1016288,445639,43.85%,4,0,OTHERS
11933,1996,UTTAR PRADESH,HAMIRPUR,SHEIKH AHMAD,M,IND,2859,0.66%,436137,1016288,445639,43.85%,5,0,OTHERS
11934,1996,UTTAR PRADESH,HAMIRPUR,MAIKU LAL,M,IND,2158,0.49%,436137,1016288,445639,43.85%,6,0,OTHERS
11935,1996,UTTAR PRADESH,HAMIRPUR,MAHENDRA SINGH PARIHAR,M,AIIC(T),1983,0.45%,436137,1016288,445639,43.85%,7,0,OTHERS
11936,1996,UTTAR PRADESH,HAMIRPUR,BINDA PRASAD,M,IND,1509,0.35%,436137,1016288,445639,43.85%,8,0,OTHERS
11937,1996,UTTAR PRADESH,HAMIRPUR,MAHENDRA SINGH,M,IND,1491,0.34%,436137,1016288,445639,43.85%,9,0,OTHERS
11938,1996,UTTAR PRADESH,HAMIRPUR,BALMIKI,M,IND,1463,0.34%,436137,1016288,445639,43.85%,10,0,OTHERS
11939,1996,UTTAR PRADESH,HAMIRPUR,KESH PAL,M,IND,1461,0.33%,436137,1016288,445639,43.85%,11,0,OTHERS
11940,1996,UTTAR PRADESH,HAMIRPUR,MOOL CHAND SACHAN,M,IND,1429,0.33%,436137,1016288,445639,43.85%,12,0,OTHERS
11941,1996,UTTAR PRADESH,HAMIRPUR,AADITYA,M,IND,1410,0.32%,436137,1016288,445639,43.85%,13,0,OTHERS
11942,1996,UTTAR PRADESH,HAMIRPUR,HANUMAN SINGH,M,IND,1395,0.32%,436137,1016288,445639,43.85%,14,0,OTHERS
11943,1996,UTTAR PRADESH,HAMIRPUR,JEEVAN SINGH RATHORE,M,JP,1030,0.24%,436137,1016288,445639,43.85%,15,0,OTHERS
11944,1996,UTTAR PRADESH,HAMIRPUR,KAMLESH KUMAR,M,IND,1025,0.24%,436137,1016288,445639,43.85%,16,0,OTHERS
11945,1996,UTTAR PRADESH,HAMIRPUR,SURESH CHANDRA,M,IND,869,0.20%,436137,1016288,445639,43.85%,17,0,OTHERS
11946,1996,UTTAR PRADESH,HAMIRPUR,GIRVAR,M,IND,833,0.19%,436137,1016288,445639,43.85%,18,0,OTHERS
11947,1996,UTTAR PRADESH,HAMIRPUR,MATADIN,M,IND,744,0.17%,436137,1016288,445639,43.85%,19,0,OTHERS
11948,1996,UTTAR PRADESH,HAMIRPUR,MANTEE LAL,M,IND,737,0.17%,436137,1016288,445639,43.85%,20,0,OTHERS
11949,1996,UTTAR PRADESH,HAMIRPUR,RADHACHARAN YADAV,M,IND,702,0.16%,436137,1016288,445639,43.85%,21,0,OTHERS
11950,1996,UTTAR PRADESH,HAMIRPUR,ANIL KUMAR,M,IND,667,0.15%,436137,1016288,445639,43.85%,22,0,OTHERS
11951,1996,UTTAR PRADESH,HAMIRPUR,GIRIJA SARAN GUPTA,M,IND,647,0.15%,436137,1016288,445639,43.85%,23,0,OTHERS
11952,1996,UTTAR PRADESH,HAMIRPUR,AJHAR HASAN,M,IND,597,0.14%,436137,1016288,445639,43.85%,24,0,OTHERS
11953,1996,UTTAR PRADESH,HAMIRPUR,GIRIJA CHARAN,M,IND,582,0.13%,436137,1016288,445639,43.85%,25,0,OTHERS
11954,1996,UTTAR PRADESH,HAMIRPUR,OM PRAKASH S/O RAM SWAROOP,M,IND,577,0.13%,436137,1016288,445639,43.85%,26,0,OTHERS
11955,1996,UTTAR PRADESH,HAMIRPUR,JAG RAM,M,IND,569,0.13%,436137,1016288,445639,43.85%,27,0,OTHERS
11956,1996,UTTAR PRADESH,HAMIRPUR,SUDHANSHU BHUSHAN,M,IND,490,0.11%,436137,1016288,445639,43.85%,28,0,OTHERS
11957,1996,UTTAR PRADESH,HAMIRPUR,MANGAL SINGH,M,IND,455,0.10%,436137,1016288,445639,43.85%,29,0,OTHERS
11958,1996,UTTAR PRADESH,HAMIRPUR,BADRI VISHAL,M,IND,451,0.10%,436137,1016288,445639,43.85%,30,0,OTHERS
11959,1996,UTTAR PRADESH,HAMIRPUR,DAAN SINGH,M,IND,448,0.10%,436137,1016288,445639,43.85%,31,0,OTHERS
11960,1996,UTTAR PRADESH,HAMIRPUR,KAMATA PRASAD,M,IND,428,0.10%,436137,1016288,445639,43.85%,32,0,OTHERS
11961,1996,UTTAR PRADESH,HAMIRPUR,MOHAMMAD SHAMI,M,IND,321,0.07%,436137,1016288,445639,43.85%,33,0,OTHERS
11962,1996,UTTAR PRADESH,HAMIRPUR,SARJU LAL,M,IND,282,0.06%,436137,1016288,445639,43.85%,34,0,OTHERS
11963,1996,UTTAR PRADESH,HAMIRPUR,SANTOSH,M,IND,243,0.06%,436137,1016288,445639,43.85%,35,0,OTHERS
11964,1996,UTTAR PRADESH,HAMIRPUR,OM PRAKASH S/O JASSI RAM,M,IND,238,0.05%,436137,1016288,445639,43.85%,36,0,OTHERS
11965,1996,UTTAR PRADESH,HAMIRPUR,KESH CHANDRA,M,IND,227,0.05%,436137,1016288,445639,43.85%,37,0,OTHERS
11966,1996,UTTAR PRADESH,HAMIRPUR,GANGA CHARAN,M,IND,165,0.04%,436137,1016288,445639,43.85%,38,0,OTHERS
11967,1996,UTTAR PRADESH,HAMIRPUR,RAM SINGH,M,IND,158,0.04%,436137,1016288,445639,43.85%,39,0,OTHERS
11968,1996,UTTAR PRADESH,HAMIRPUR,LAKHAN LAL SINGH,M,IND,126,0.03%,436137,1016288,445639,43.85%,40,0,OTHERS
11969,1996,UTTAR PRADESH,HAMIRPUR,GAYA PRASAD,M,IND,112,0.03%,436137,1016288,445639,43.85%,41,0,OTHERS
11970,1996,UTTAR PRADESH,JHANSI,RAJENDRA AGNIHOTRI,M,BJP,163836,24.45%,670131,1278326,687216,53.76%,1,1,BJP
11971,1996,UTTAR PRADESH,JHANSI,HARGOVIND KUSHWAHA,M,SP,134152,20.02%,670131,1278326,687216,53.76%,2,0,NATIONAL FRONT
11972,1996,UTTAR PRADESH,JHANSI,CHHANGA PRASAD SAHU,M,BSP,130281,19.44%,670131,1278326,687216,53.76%,3,0,BSP
11973,1996,UTTAR PRADESH,JHANSI,SUJAN SINGH BUNDELA,M,INC,114374,17.07%,670131,1278326,687216,53.76%,4,0,OTHERS
11974,1996,UTTAR PRADESH,JHANSI,NARAYAN DUTT TIWARI,M,AIIC(T),68064,10.16%,670131,1278326,687216,53.76%,5,0,OTHERS
11975,1996,UTTAR PRADESH,JHANSI,PRAKASH RAIKWAR,M,AD,9676,1.44%,670131,1278326,687216,53.76%,6,0,OTHERS
11976,1996,UTTAR PRADESH,JHANSI,VISWANATH SINGH,M,IND,3686,0.55%,670131,1278326,687216,53.76%,7,0,OTHERS
11977,1996,UTTAR PRADESH,JHANSI,SHANKR LAL,M,RSPP,3106,0.46%,670131,1278326,687216,53.76%,8,0,OTHERS
11978,1996,UTTAR PRADESH,JHANSI,CHAMANLAL BAVRA,M,IND,2957,0.44%,670131,1278326,687216,53.76%,9,0,OTHERS
11979,1996,UTTAR PRADESH,JHANSI,LUXMAN PARSAD SHARMA,M,IND,2474,0.37%,670131,1278326,687216,53.76%,10,0,OTHERS
11980,1996,UTTAR PRADESH,JHANSI,PANNALAL,M,IND,2374,0.35%,670131,1278326,687216,53.76%,11,0,OTHERS
11981,1996,UTTAR PRADESH,JHANSI,GHANSI RAM,M,IND,2213,0.33%,670131,1278326,687216,53.76%,12,0,OTHERS
11982,1996,UTTAR PRADESH,JHANSI,PAWAN JAIN SHIVAJI,M,SHS,2009,0.30%,670131,1278326,687216,53.76%,13,0,BJP AFFILIATED
11983,1996,UTTAR PRADESH,JHANSI,RAMCHANDRA DWEDI,M,BJTP,1867,0.28%,670131,1278326,687216,53.76%,14,0,OTHERS
11984,1996,UTTAR PRADESH,JHANSI,KAMATA PRASAD PRAJAPATI,M,BKD(J),1865,0.28%,670131,1278326,687216,53.76%,15,0,OTHERS
11985,1996,UTTAR PRADESH,JHANSI,PRABHA DEVI,F,IND,1728,0.26%,670131,1278326,687216,53.76%,16,0,OTHERS
11986,1996,UTTAR PRADESH,JHANSI,MANIRAM,M,IND,1694,0.25%,670131,1278326,687216,53.76%,17,0,OTHERS
11987,1996,UTTAR PRADESH,JHANSI,GANNU,M,IND,1684,0.25%,670131,1278326,687216,53.76%,18,0,OTHERS
11988,1996,UTTAR PRADESH,JHANSI,JAGDISH CHANDRA,M,IND,1639,0.24%,670131,1278326,687216,53.76%,19,0,OTHERS
11989,1996,UTTAR PRADESH,JHANSI,SHARADCHANDRA,M,BKD,1525,0.23%,670131,1278326,687216,53.76%,20,0,OTHERS
11990,1996,UTTAR PRADESH,JHANSI,PURAN LAL,M,IND,1508,0.23%,670131,1278326,687216,53.76%,21,0,OTHERS
11991,1996,UTTAR PRADESH,JHANSI,RAJIVA KUMAR,M,IND,1353,0.20%,670131,1278326,687216,53.76%,22,0,OTHERS
11992,1996,UTTAR PRADESH,JHANSI,GOPI LAL,M,IND,1267,0.19%,670131,1278326,687216,53.76%,23,0,OTHERS
11993,1996,UTTAR PRADESH,JHANSI,SIDH GOPAL,M,IND,1071,0.16%,670131,1278326,687216,53.76%,24,0,OTHERS
11994,1996,UTTAR PRADESH,JHANSI,ARJUN DAS GOYAL,M,IND,1044,0.16%,670131,1278326,687216,53.76%,25,0,OTHERS
11995,1996,UTTAR PRADESH,JHANSI,NAWAL SINGH,M,IND,994,0.15%,670131,1278326,687216,53.76%,26,0,OTHERS
11996,1996,UTTAR PRADESH,JHANSI,JAGDISH,M,IND,954,0.14%,670131,1278326,687216,53.76%,27,0,OTHERS
11997,1996,UTTAR PRADESH,JHANSI,SURESH,M,IND,896,0.13%,670131,1278326,687216,53.76%,28,0,OTHERS
11998,1996,UTTAR PRADESH,JHANSI,DHANIRAM RAJPUT,M,BHJS,856,0.13%,670131,1278326,687216,53.76%,29,0,OTHERS
11999,1996,UTTAR PRADESH,JHANSI,UMESH AGGARWAL,M,IND,854,0.13%,670131,1278326,687216,53.76%,30,0,OTHERS
12000,1996,UTTAR PRADESH,JHANSI,RADHACHARAN UPADHYAY,M,IND,840,0.13%,670131,1278326,687216,53.76%,31,0,OTHERS
12001,1996,UTTAR PRADESH,JHANSI,SURESH KUMAR,M,IND,804,0.12%,670131,1278326,687216,53.76%,32,0,OTHERS
12002,1996,UTTAR PRADESH,JHANSI,SWAMI SINGH CHAUHAN,M,IND,702,0.10%,670131,1278326,687216,53.76%,33,0,OTHERS
12003,1996,UTTAR PRADESH,JHANSI,GIRISH CHANDRA,M,IND,686,0.10%,670131,1278326,687216,53.76%,34,0,OTHERS
12004,1996,UTTAR PRADESH,JHANSI,RAJENDRA SINGH RAJPUT,M,IND,673,0.10%,670131,1278326,687216,53.76%,35,0,OTHERS
12005,1996,UTTAR PRADESH,JHANSI,GOBINDDAS ALIAS GOBINDRAM RAJPUT,M,IND,642,0.10%,670131,1278326,687216,53.76%,36,0,OTHERS
12006,1996,UTTAR PRADESH,JHANSI,PURAN SINGH JUDEO VAISH,M,IND,615,0.09%,670131,1278326,687216,53.76%,37,0,OTHERS
12007,1996,UTTAR PRADESH,JHANSI,CHINTAMAN,M,IND,601,0.09%,670131,1278326,687216,53.76%,38,0,OTHERS
12008,1996,UTTAR PRADESH,JHANSI,SANTOSH,M,IND,492,0.07%,670131,1278326,687216,53.76%,39,0,OTHERS
12009,1996,UTTAR PRADESH,JHANSI,HARGOVIND,M,IND,445,0.07%,670131,1278326,687216,53.76%,40,0,OTHERS
12010,1996,UTTAR PRADESH,JHANSI,SURENDRA PACHORI ALIAS NANNA,M,IND,441,0.07%,670131,1278326,687216,53.76%,41,0,OTHERS
12011,1996,UTTAR PRADESH,JHANSI,VEERANDRA,M,IND,395,0.06%,670131,1278326,687216,53.76%,42,0,OTHERS
12012,1996,UTTAR PRADESH,JHANSI,KAPOOR KHAN,M,ABKMM,345,0.05%,670131,1278326,687216,53.76%,43,0,OTHERS
12013,1996,UTTAR PRADESH,JHANSI,JUGAL KISHORE AGGARWAL,M,IND,228,0.03%,670131,1278326,687216,53.76%,44,0,OTHERS
12014,1996,UTTAR PRADESH,JHANSI,RAM MILAN,M,IND,221,0.03%,670131,1278326,687216,53.76%,45,0,OTHERS
12015,1996,UTTAR PRADESH,JALAUN (SC),BHANU PRATAP SINGH,M,BJP,190464,41.35%,460610,1134180,468654,41.32%,1,1,BJP
12016,1996,UTTAR PRADESH,JALAUN (SC),CHAIN SUKH BHARTI,M,BSP,144740,31.42%,460610,1134180,468654,41.32%,2,0,BSP
12017,1996,UTTAR PRADESH,JALAUN (SC),RAMADHIN,M,SP,93170,20.23%,460610,1134180,468654,41.32%,3,0,NATIONAL FRONT
12018,1996,UTTAR PRADESH,JALAUN (SC),RAM SHARAN,M,INC,12586,2.73%,460610,1134180,468654,41.32%,4,0,OTHERS
12019,1996,UTTAR PRADESH,JALAUN (SC),SURAJ PRAKASH,M,IND,3640,0.79%,460610,1134180,468654,41.32%,5,0,OTHERS
12020,1996,UTTAR PRADESH,JALAUN (SC),CHARAN SINGH,M,AIIC(T),2965,0.64%,460610,1134180,468654,41.32%,6,0,OTHERS
12021,1996,UTTAR PRADESH,JALAUN (SC),SURINDER,M,AD,2084,0.45%,460610,1134180,468654,41.32%,7,0,OTHERS
12022,1996,UTTAR PRADESH,JALAUN (SC),RAJA RAM,M,IND,2027,0.44%,460610,1134180,468654,41.32%,8,0,OTHERS
12023,1996,UTTAR PRADESH,JALAUN (SC),DAYA RAM GOOJAR,M,IND,1526,0.33%,460610,1134180,468654,41.32%,9,0,OTHERS
12024,1996,UTTAR PRADESH,JALAUN (SC),RAMKISHAN,M,IND,1358,0.29%,460610,1134180,468654,41.32%,10,0,OTHERS
12025,1996,UTTAR PRADESH,JALAUN (SC),PARSU RAM,M,RPI,1207,0.26%,460610,1134180,468654,41.32%,11,0,OTHERS
12026,1996,UTTAR PRADESH,JALAUN (SC),GARIBAY,M,IND,1197,0.26%,460610,1134180,468654,41.32%,12,0,OTHERS
12027,1996,UTTAR PRADESH,JALAUN (SC),PHOOL BEHARI,M,ABJS,871,0.19%,460610,1134180,468654,41.32%,13,0,OTHERS
12028,1996,UTTAR PRADESH,JALAUN (SC),BABU RAM,M,IND,864,0.19%,460610,1134180,468654,41.32%,14,0,OTHERS
12029,1996,UTTAR PRADESH,JALAUN (SC),NATHU RAM,M,SHS,603,0.13%,460610,1134180,468654,41.32%,15,0,BJP AFFILIATED
12030,1996,UTTAR PRADESH,JALAUN (SC),RAJESH,M,IND,443,0.10%,460610,1134180,468654,41.32%,16,0,OTHERS
12031,1996,UTTAR PRADESH,JALAUN (SC),RAMHET,M,IND,387,0.08%,460610,1134180,468654,41.32%,17,0,OTHERS
12032,1996,UTTAR PRADESH,JALAUN (SC),SHIV NARIAN,M,IND,261,0.06%,460610,1134180,468654,41.32%,18,0,OTHERS
12033,1996,UTTAR PRADESH,JALAUN (SC),MIJAJI LAL,M,IND,217,0.05%,460610,1134180,468654,41.32%,19,0,OTHERS
12034,1996,UTTAR PRADESH,GHATAMPUR (SC),KAMAL RANI,F,BJP,147215,33.23%,443075,1087112,449012,41.30%,1,1,BJP
12035,1996,UTTAR PRADESH,GHATAMPUR (SC),DHANI RAM SANKHWAR,M,BSP,136064,30.71%,443075,1087112,449012,41.30%,2,0,BSP
12036,1996,UTTAR PRADESH,GHATAMPUR (SC),KESHRI LAL,M,JD,92442,20.86%,443075,1087112,449012,41.30%,3,0,NATIONAL FRONT
12037,1996,UTTAR PRADESH,GHATAMPUR (SC),SAROJ PRASAD,F,INC,24718,5.58%,443075,1087112,449012,41.30%,4,0,OTHERS
12038,1996,UTTAR PRADESH,GHATAMPUR (SC),BABU LAL,M,AD,16141,3.64%,443075,1087112,449012,41.30%,5,0,OTHERS
12039,1996,UTTAR PRADESH,GHATAMPUR (SC),DESH RAJ,M,IND,6473,1.46%,443075,1087112,449012,41.30%,6,0,OTHERS
12040,1996,UTTAR PRADESH,GHATAMPUR (SC),INDRAJEET,M,AIIC(T),6150,1.39%,443075,1087112,449012,41.30%,7,0,OTHERS
12041,1996,UTTAR PRADESH,GHATAMPUR (SC),RAM PRAKASH,M,IND,2280,0.51%,443075,1087112,449012,41.30%,8,0,OTHERS
12042,1996,UTTAR PRADESH,GHATAMPUR (SC),PRABHU SARAN,M,IND,1281,0.29%,443075,1087112,449012,41.30%,9,0,OTHERS
12043,1996,UTTAR PRADESH,GHATAMPUR (SC),SHYAM SUNDER,M,IND,1238,0.28%,443075,1087112,449012,41.30%,10,0,OTHERS
12044,1996,UTTAR PRADESH,GHATAMPUR (SC),RAM DAS,M,IND,1192,0.27%,443075,1087112,449012,41.30%,11,0,OTHERS
12045,1996,UTTAR PRADESH,GHATAMPUR (SC),RAMAVTAR,M,IND,1092,0.25%,443075,1087112,449012,41.30%,12,0,OTHERS
12046,1996,UTTAR PRADESH,GHATAMPUR (SC),RAM DUTT SONEKAR VAIDDYA,M,IND,1012,0.23%,443075,1087112,449012,41.30%,13,0,OTHERS
12047,1996,UTTAR PRADESH,GHATAMPUR (SC),HANUMAN,M,IND,959,0.22%,443075,1087112,449012,41.30%,14,0,OTHERS
12048,1996,UTTAR PRADESH,GHATAMPUR (SC),SHANTI DEVI SANKHWAR,F,IND,937,0.21%,443075,1087112,449012,41.30%,15,0,OTHERS
12049,1996,UTTAR PRADESH,GHATAMPUR (SC),RAM KHELAWAN SONEKAR,M,IND,907,0.20%,443075,1087112,449012,41.30%,16,0,OTHERS
12050,1996,UTTAR PRADESH,GHATAMPUR (SC),MEERA SANKHWAR,F,IND,522,0.12%,443075,1087112,449012,41.30%,17,0,OTHERS
12051,1996,UTTAR PRADESH,GHATAMPUR (SC),SAIYADEEN PRADHAN,M,ALD,515,0.12%,443075,1087112,449012,41.30%,18,0,OTHERS
12052,1996,UTTAR PRADESH,GHATAMPUR (SC),MUNNILAL,M,IND,500,0.11%,443075,1087112,449012,41.30%,19,0,OTHERS
12053,1996,UTTAR PRADESH,GHATAMPUR (SC),LALIT KUMAR,M,IND,424,0.10%,443075,1087112,449012,41.30%,20,0,OTHERS
12054,1996,UTTAR PRADESH,GHATAMPUR (SC),GIRJA SHANKER,M,IND,382,0.09%,443075,1087112,449012,41.30%,21,0,OTHERS
12055,1996,UTTAR PRADESH,GHATAMPUR (SC),SHIV KUMAR,M,IND,282,0.06%,443075,1087112,449012,41.30%,22,0,OTHERS
12056,1996,UTTAR PRADESH,GHATAMPUR (SC),RAM KUMAR SANKHWAR,M,IND,256,0.06%,443075,1087112,449012,41.30%,23,0,OTHERS
12057,1996,UTTAR PRADESH,GHATAMPUR (SC),AMAR NATH,M,ABRS,93,0.02%,443075,1087112,449012,41.30%,24,0,OTHERS
12058,1996,UTTAR PRADESH,BILHAUR,SHYAM BEHARI S/O BAIJ NATH,M,BJP,215561,38.93%,553661,1237577,562195,45.43%,1,1,BJP
12059,1996,UTTAR PRADESH,BILHAUR,RAJARAM PAL,M,BSP,182022,32.88%,553661,1237577,562195,45.43%,2,0,BSP
12060,1996,UTTAR PRADESH,BILHAUR,SUKHRAM SINGH,M,SP,99637,18.00%,553661,1237577,562195,45.43%,3,0,NATIONAL FRONT
12061,1996,UTTAR PRADESH,BILHAUR,KUNWAR SHIVNATH SINGH KUSHWAH,M,INC,25237,4.56%,553661,1237577,562195,45.43%,4,0,OTHERS
12062,1996,UTTAR PRADESH,BILHAUR,SANJAY PATEL,M,IND,3629,0.66%,553661,1237577,562195,45.43%,5,0,OTHERS
12063,1996,UTTAR PRADESH,BILHAUR,RAVINDRA SINGH S/O RAGHURAJ SINGH,M,IND,3318,0.60%,553661,1237577,562195,45.43%,6,0,OTHERS
12064,1996,UTTAR PRADESH,BILHAUR,SURESH CHANDRA,M,IND,2501,0.45%,553661,1237577,562195,45.43%,7,0,OTHERS
12065,1996,UTTAR PRADESH,BILHAUR,RAMENDRA SINGH KATIYAR,M,IND,2137,0.39%,553661,1237577,562195,45.43%,8,0,OTHERS
12066,1996,UTTAR PRADESH,BILHAUR,GINNI LAL,M,IND,1851,0.33%,553661,1237577,562195,45.43%,9,0,OTHERS
12067,1996,UTTAR PRADESH,BILHAUR,SHARAD SHAH,M,SMP,1460,0.26%,553661,1237577,562195,45.43%,10,0,OTHERS
12068,1996,UTTAR PRADESH,BILHAUR,SANTOSH KUMAR SINGH CHANDEL,M,AIIC(T),1250,0.23%,553661,1237577,562195,45.43%,11,0,OTHERS
12069,1996,UTTAR PRADESH,BILHAUR,SHUSHIL,M,IND,1220,0.22%,553661,1237577,562195,45.43%,12,0,OTHERS
12070,1996,UTTAR PRADESH,BILHAUR,RAM NARESH KUSHWAHA,M,IND,1044,0.19%,553661,1237577,562195,45.43%,13,0,OTHERS
12071,1996,UTTAR PRADESH,BILHAUR,RAM KISHORE KAMAL,M,SSD,882,0.16%,553661,1237577,562195,45.43%,14,0,OTHERS
12072,1996,UTTAR PRADESH,BILHAUR,RAJENDRA KUMAR BALMIKI,M,IND,879,0.16%,553661,1237577,562195,45.43%,15,0,OTHERS
12073,1996,UTTAR PRADESH,BILHAUR,RAM BABU,M,IND,803,0.15%,553661,1237577,562195,45.43%,16,0,OTHERS
12074,1996,UTTAR PRADESH,BILHAUR,SHAMIM UTTAM,M,IND,784,0.14%,553661,1237577,562195,45.43%,17,0,OTHERS
12075,1996,UTTAR PRADESH,BILHAUR,DEVENDRA KUMAR,M,IND,698,0.13%,553661,1237577,562195,45.43%,18,0,OTHERS
12076,1996,UTTAR PRADESH,BILHAUR,DINESH CHANDRA SHUKLA,M,IND,656,0.12%,553661,1237577,562195,45.43%,19,0,OTHERS
12077,1996,UTTAR PRADESH,BILHAUR,SHYAM KISHORE,M,IND,619,0.11%,553661,1237577,562195,45.43%,20,0,OTHERS
12078,1996,UTTAR PRADESH,BILHAUR,SHYAM BEHARI S\O MAIKOO,M,IND,574,0.10%,553661,1237577,562195,45.43%,21,0,OTHERS
12079,1996,UTTAR PRADESH,BILHAUR,SRI RAM KAMAL,M,IND,556,0.10%,553661,1237577,562195,45.43%,22,0,OTHERS
12080,1996,UTTAR PRADESH,BILHAUR,VINOD KUMAR,M,IND,545,0.10%,553661,1237577,562195,45.43%,23,0,OTHERS
12081,1996,UTTAR PRADESH,BILHAUR,VINOD BHARDWAJ,M,JP,508,0.09%,553661,1237577,562195,45.43%,24,0,OTHERS
12082,1996,UTTAR PRADESH,BILHAUR,SITA RAM S/O RAM NATH PAL,M,IND,488,0.09%,553661,1237577,562195,45.43%,25,0,OTHERS
12083,1996,UTTAR PRADESH,BILHAUR,RAMENDRA TIWARI,M,IND,487,0.09%,553661,1237577,562195,45.43%,26,0,OTHERS
12084,1996,UTTAR PRADESH,BILHAUR,SHEKHAR,M,IND,477,0.09%,553661,1237577,562195,45.43%,27,0,OTHERS
12085,1996,UTTAR PRADESH,BILHAUR,RAVINDRA SINGH S\O SUMER SINGH,M,IND,460,0.08%,553661,1237577,562195,45.43%,28,0,OTHERS
12086,1996,UTTAR PRADESH,BILHAUR,VIRENDRA SINGH,M,IND,381,0.07%,553661,1237577,562195,45.43%,29,0,OTHERS
12087,1996,UTTAR PRADESH,BILHAUR,MAHANT RAM AUTAR SAINI,M,IND,371,0.07%,553661,1237577,562195,45.43%,30,0,OTHERS
12088,1996,UTTAR PRADESH,BILHAUR,SITA RAM SON OF RAM NATH,M,IND,362,0.07%,553661,1237577,562195,45.43%,31,0,OTHERS
12089,1996,UTTAR PRADESH,BILHAUR,RAMAKANT,M,IND,359,0.06%,553661,1237577,562195,45.43%,32,0,OTHERS
12090,1996,UTTAR PRADESH,BILHAUR,SM TARIK,M,IND,329,0.06%,553661,1237577,562195,45.43%,33,0,OTHERS
12091,1996,UTTAR PRADESH,BILHAUR,VISWANATH,M,RPI,303,0.05%,553661,1237577,562195,45.43%,34,0,OTHERS
12092,1996,UTTAR PRADESH,BILHAUR,ANIL KUMAR,M,IND,301,0.05%,553661,1237577,562195,45.43%,35,0,OTHERS
12093,1996,UTTAR PRADESH,BILHAUR,PRADEEP,M,IND,219,0.04%,553661,1237577,562195,45.43%,36,0,OTHERS
12094,1996,UTTAR PRADESH,BILHAUR,AWADH BEHARI S/O BALESHWAR,M,IND,213,0.04%,553661,1237577,562195,45.43%,37,0,OTHERS
12095,1996,UTTAR PRADESH,BILHAUR,RAJAN BAJPAI,M,IND,167,0.03%,553661,1237577,562195,45.43%,38,0,OTHERS
12096,1996,UTTAR PRADESH,BILHAUR,KRISHNA MURARI,M,IND,135,0.02%,553661,1237577,562195,45.43%,39,0,OTHERS
12097,1996,UTTAR PRADESH,BILHAUR,AWADH BEHARI S\O HARISH CHANDRA,M,IND,123,0.02%,553661,1237577,562195,45.43%,40,0,OTHERS
12098,1996,UTTAR PRADESH,BILHAUR,SHAILENDRA KUMAR,M,ABRS,115,0.02%,553661,1237577,562195,45.43%,41,0,OTHERS
