year,statename,lcname,candidate,sex,party,total,electors,polled,rank,overpolled,win,alliance
2001,Tamil Nadu,SENDAMANGALAM,CHINUMATHI CHANDRASEKARAN,M,DMK,43497,,110186,2,39.48%,0,DMK
2001,Tamil Nadu,SENDAMANGALAM,K.MANI,M,IND,2128,,110186,3,1.93%,0,OTHERS
2001,Tamil Nadu,SENDAMANGALAM,SAIYAKALI . K ,M,MDMK,1467,,110186,4,1.33%,0,OTHERS
2001,Tamil Nadu,SENDAMANGALAM,V.KUPPUSAMY,M,IND,812,,110186,5,0.74%,0,OTHERS
2001,Tamil Nadu,SENDAMANGALAM,ANNADURAI . M ,M,IND,337,,110186,6,0.31%,0,OTHERS
2001,Tamil Nadu,SENDAMANGALAM,ALAGAPPAN . K. ,M,IND,334,,110186,7,0.30%,0,OTHERS
2001,Tamil Nadu,SENDAMANGALAM,ALLIMUTHU. P,M,IND,299,,110186,8,0.27%,0,OTHERS
2001,Tamil Nadu,SHOLAVANDAN,RAJANGAM .V.R.,M,ADMK,54392,,105430,1,51.59%,1,ADMK
2001,Tamil Nadu,SHOLAVANDAN,MOORTHY .P.,M,DMK,34551,,105430,2,32.77%,0,DMK
2001,Tamil Nadu,SHOLAVANDAN,DURAISAMY .K,M,JD(S),5110,,105430,3,4.85%,0,OTHERS
2001,Tamil Nadu,SHOLAVANDAN,MANOHARAN .S.,M,JP,3967,,105430,4,3.76%,0,OTHERS
2001,Tamil Nadu,SHOLAVANDAN,BITCHAL R,M,MDMK,3075,,105430,5,2.92%,0,OTHERS
2001,Tamil Nadu,SHOLAVANDAN,CHANDRASEKARAN A,M,IND,2146,,105430,6,2.04%,0,OTHERS
2001,Tamil Nadu,SHOLAVANDAN,NATARAJAN .I.C.,M,ATMK,737,,105430,7,0.70%,0,OTHERS
2001,Tamil Nadu,SHOLAVANDAN,PALANIVEL RAJAN S ,M,IND,509,,105430,8,0.48%,0,OTHERS
2001,Tamil Nadu,SHOLAVANDAN,RAJAPANDI.K,M,IND,487,,105430,9,0.46%,0,OTHERS
2001,Tamil Nadu,SHOLAVANDAN,RAVICHANDRAN .A,M,IND,299,,105430,10,0.28%,0,OTHERS
2001,Tamil Nadu,SHOLAVANDAN,KANNAN. M,M,IND,157,,105430,11,0.15%,0,OTHERS
2001,Tamil Nadu,SHOLINGHUR,VILVANATHAN. R,M,ADMK,62576,,124842,1,50.12%,1,ADMK
2001,Tamil Nadu,SHOLINGHUR,PONNURANGAM. A.M.,M,PNK,52781,,124842,2,42.28%,0,DMK
2001,Tamil Nadu,SHOLINGHUR,RAVI. N,M,MDMK,3033,,124842,3,2.43%,0,OTHERS
2001,Tamil Nadu,SHOLINGHUR,LAKSMIPATHI S.K.,M,IND,2539,,124842,4,2.03%,0,OTHERS
2001,Tamil Nadu,SHOLINGHUR,ARUMUGAM. M,M,PB,2409,,124842,5,1.93%,0,OTHERS
2001,Tamil Nadu,SHOLINGHUR,BABU. K.C.,M,IND,1504,,124842,6,1.20%,0,OTHERS
2001,Tamil Nadu,SINGANALLUR,KARUNAKARAN. K.C.,M,CPM,82773,,166992,1,49.57%,1,ADMK
2001,Tamil Nadu,SINGANALLUR,PALANISAMY. N.,M,DMK,62772,,166992,2,37.59%,0,DMK
2001,Tamil Nadu,SINGANALLUR,MUTHUKRISHNAN. G.,M,MDMK,14825,,166992,3,8.88%,0,OTHERS
2001,Tamil Nadu,SINGANALLUR,PONNUSAMY.K.M.,M,JD(S),2723,,166992,4,1.63%,0,OTHERS
2001,Tamil Nadu,SINGANALLUR,VELUSAMY. V.,M,IND,2008,,166992,5,1.20%,0,OTHERS
2001,Tamil Nadu,SINGANALLUR,SELVARAJ. K.R.,M,IND,847,,166992,6,0.51%,0,OTHERS
2001,Tamil Nadu,SINGANALLUR,RAMAMURTHY.M.,M,IND,565,,166992,7,0.34%,0,OTHERS
2001,Tamil Nadu,SINGANALLUR,SOUNDARARAJAN.R.,M,IND,479,,166992,8,0.29%,0,OTHERS
2001,Tamil Nadu,SIRKALI,CHANDRAMOHAN.N,M,ADMK,52759,,106988,1,49.31%,1,ADMK
2001,Tamil Nadu,SIRKALI,IRAI EZHIL.J.TMT.,F,DMK,48329,,106988,2,45.17%,0,DMK
2001,Tamil Nadu,SIRKALI,SENTHILSELVAN.R,M,MDMK,3220,,106988,3,3.01%,0,OTHERS
2001,Tamil Nadu,SIRKALI,GUNASEKARAN.N,M,CPI(ML)(L),2680,,106988,4,2.50%,0,OTHERS
2001,Tamil Nadu,SIVAGANGA,CHANDRAN.V,M,ADMK,51708,,106230,1,48.68%,1,ADMK
2001,Tamil Nadu,SIVAGANGA,KIRUTTINAN PASUMPON THA ,M,DMK,47435,,106230,2,44.65%,0,DMK
2001,Tamil Nadu,SIVAGANGA,JEYARAMAN.N.,M,MDMK,3149,,106230,3,2.96%,0,OTHERS
2001,Tamil Nadu,SIVAGANGA,JOSEPH.J.K.,M,IND,2430,,106230,4,2.29%,0,OTHERS
2001,Tamil Nadu,SIVAGANGA,NAINA MOHAMMED.M,M,IND,670,,106230,5,0.63%,0,OTHERS
2001,Tamil Nadu,SIVAGANGA,IRUDAYARAJ.M,M,JD(S),489,,106230,6,0.46%,0,OTHERS
2001,Tamil Nadu,SIVAGANGA,NAGARAJAN.S,M,IND,349,,106230,7,0.33%,0,OTHERS
2001,Tamil Nadu,SIVAKASI,RAJAGOPAL A,M,TMC(M),65954,,155367,1,42.45%,1,ADMK
2001,Tamil Nadu,SIVAKASI,THANGARAJ V,M,DMK,60233,,155367,2,38.77%,0,DMK
2001,Tamil Nadu,SIVAKASI,RAVICHANDRAN A,M,MDMK,24447,,155367,3,15.74%,0,OTHERS
2001,Tamil Nadu,SIVAKASI,JEEVANANDHAM G,M,IND,1593,,155367,4,1.03%,0,OTHERS
2001,Tamil Nadu,SIVAKASI,LOURDURAJ G,M,PB,1152,,155367,5,0.74%,0,OTHERS
2001,Tamil Nadu,SIVAKASI,NALLAMUTHU S,M,IND,716,,155367,6,0.46%,0,OTHERS
2001,Tamil Nadu,SIVAKASI,VELMURUGAN A,M,IND,583,,155367,7,0.38%,0,OTHERS
2001,Tamil Nadu,SIVAKASI,THIYAGARAJAN ALIAS YOGA NADAR P.I.D ,M,IND,426,,155367,8,0.27%,0,OTHERS
2001,Tamil Nadu,SIVAKASI,KRISHNASAMY G,M,IND,263,,155367,9,0.17%,0,OTHERS
2001,Tamil Nadu,SRIPERUMBUDUR (SC),YASODHA D,F,INC,70663,,141515,1,49.93%,1,ADMK
2001,Tamil Nadu,SRIPERUMBUDUR (SC),RAGHAVAN M,M,DMK,53470,,141515,2,37.78%,0,DMK
2001,Tamil Nadu,SRIPERUMBUDUR (SC),MOORTHY M,M,PB,9322,,141515,3,6.59%,0,OTHERS
2001,Tamil Nadu,SRIPERUMBUDUR (SC),SAMPATH V,M,MDMK,4864,,141515,4,3.44%,0,OTHERS
2001,Tamil Nadu,SRIPERUMBUDUR (SC),NITHI ALIAS KARUNANITHI N,M,IND,1834,,141515,5,1.30%,0,OTHERS
2001,Tamil Nadu,SRIPERUMBUDUR (SC),SELVAM N,M,SPSP,1362,,141515,6,0.96%,0,OTHERS
2001,Tamil Nadu,SRIRANGAM,BALASUBRAMANIAN.K.K,M,ADMK,72993,,137531,1,53.07%,1,ADMK
2001,Tamil Nadu,SRIRANGAM,SOUNDARAPANDIAN.M,M,BJP,60317,,137531,2,43.86%,0,DMK
2001,Tamil Nadu,SRIRANGAM,PRASANNA VENKATESAN.S,M,IND,1694,,137531,3,1.23%,0,OTHERS
2001,Tamil Nadu,SRIRANGAM,PAUL FELOMINRAJ EASU.J ,M,IND,1042,,137531,4,0.76%,0,OTHERS
2001,Tamil Nadu,SRIRANGAM,ANBUSELVAN.M,M,IND,941,,137531,5,0.68%,0,OTHERS
2001,Tamil Nadu,SRIRANGAM,RAMAR.M,M,IND,544,,137531,6,0.40%,0,OTHERS
2001,Tamil Nadu,SRIVAIKUNTAM,SHUNMUGANATHAN.S.P,M,ADMK,39739,,85321,1,46.58%,1,ADMK
2001,Tamil Nadu,SRIVAIKUNTAM,DAVID SELWYN.S,M,DMK,36853,,85321,2,43.19%,0,DMK
2001,Tamil Nadu,SRIVAIKUNTAM,SELVAM .P,M,MDMK,6184,,85321,3,7.25%,0,OTHERS
2001,Tamil Nadu,SRIVAIKUNTAM,JAYAPAL.R,M,IND,987,,85321,4,1.16%,0,OTHERS
2001,Tamil Nadu,SRIVAIKUNTAM,RAJAN .J,M,SP,831,,85321,5,0.97%,0,OTHERS
2001,Tamil Nadu,SRIVAIKUNTAM,RAJAENDRAN .B,M,IND,727,,85321,6,0.85%,0,OTHERS
2001,Tamil Nadu,SRIVILLIPUTHUR,ENBATHAMILAN. R.T.,M,ADMK,53095,,120994,1,43.88%,1,ADMK
2001,Tamil Nadu,SRIVILLIPUTHUR,MOHANRAJULU S,M,BJP,43921,,120994,2,36.30%,0,DMK
2001,Tamil Nadu,SRIVILLIPUTHUR,THAMARAIKANI R.,M,IND,15928,,120994,3,13.16%,0,OTHERS
2001,Tamil Nadu,SRIVILLIPUTHUR,PARAMESWARAN G,M,IND,2385,,120994,4,1.97%,0,OTHERS
2001,Tamil Nadu,SRIVILLIPUTHUR,MANOKARAN .K.,M,IND,2031,,120994,5,1.68%,0,OTHERS
2001,Tamil Nadu,SRIVILLIPUTHUR,JEYARAJ P.,M,IND,1784,,120994,6,1.47%,0,OTHERS
2001,Tamil Nadu,SRIVILLIPUTHUR,GURUSAMY E.M.,M,IND,595,,120994,7,0.49%,0,OTHERS
2001,Tamil Nadu,SRIVILLIPUTHUR,PERUMALSAMY G,M,IND,525,,120994,8,0.43%,0,OTHERS
2001,Tamil Nadu,SRIVILLIPUTHUR,THANGIAH M.,M,IND,287,,120994,9,0.24%,0,OTHERS
2001,Tamil Nadu,SRIVILLIPUTHUR,THAVASIANANTHAM K.,M,IND,253,,120994,10,0.21%,0,OTHERS
2001,Tamil Nadu,SRIVILLIPUTHUR,CHELLAPPA. K.,M,IND,190,,120994,11,0.16%,0,OTHERS
2001,Tamil Nadu,TALAVASAL,ALAGAMMAL.V.,F,ADMK,67682,,116206,1,58.24%,1,ADMK
2001,Tamil Nadu,TALAVASAL,PANDIYARAJAN.M.,M,DMK,39825,,116206,2,34.27%,0,DMK
2001,Tamil Nadu,TALAVASAL,SINGARAVEL.M,M,MDMK,3176,,116206,3,2.73%,0,OTHERS
2001,Tamil Nadu,TALAVASAL,PANDIAN P,M,IND,2805,,116206,4,2.41%,0,OTHERS
2001,Tamil Nadu,TALAVASAL,SUJATHA.P.,F,IND,1076,,116206,5,0.93%,0,OTHERS
2001,Tamil Nadu,TALAVASAL,KANDASAMY.M.,M,IND,915,,116206,6,0.79%,0,OTHERS
2001,Tamil Nadu,TALAVASAL,PALANIAPPAN. A.P.N.,M,IND,727,,116206,7,0.63%,0,OTHERS
2001,Tamil Nadu,TAMBARAM,VAIDIALINGAM M.A.,M,DMK,150961,,322120,1,46.86%,1,DMK
2001,Tamil Nadu,TAMBARAM,CHAKKARAIPANI REDDIAR THIRU .K.,M,TMC(M),145530,,322120,2,45.18%,0,ADMK
2001,Tamil Nadu,TAMBARAM,SOMU.K,M,MDMK,17552,,322120,3,5.45%,0,OTHERS
2001,Tamil Nadu,TAMBARAM,VENUGOPAL P.,M,IND,1477,,322120,4,0.46%,0,OTHERS
2001,Tamil Nadu,TAMBARAM,EKAMBARAM T.V.,M,IND,1107,,322120,5,0.34%,0,OTHERS
2001,Tamil Nadu,TAMBARAM,SEGAR .A.,M,NCP,1106,,322120,6,0.34%,0,OTHERS
2001,Tamil Nadu,TAMBARAM,MEENAKSHISUNDARAM V.,M,IND,1069,,322120,7,0.33%,0,OTHERS
2001,Tamil Nadu,TAMBARAM,KRISHNAN V.,M,IND,526,,322120,8,0.16%,0,OTHERS
2001,Tamil Nadu,TAMBARAM,SUBASH A.,M,IND,490,,322120,9,0.15%,0,OTHERS
2001,Tamil Nadu,TAMBARAM,VENKATARATHINAM G,M,IND,428,,322120,10,0.13%,0,OTHERS
2001,Tamil Nadu,TAMBARAM,SEKAR M.,M,IND,377,,322120,11,0.12%,0,OTHERS
2001,Tamil Nadu,TAMBARAM,SRINIVASAN. M.,M,IND,347,,322120,12,0.11%,0,OTHERS
2001,Tamil Nadu,TAMBARAM,RANJAN S.,M,IND,329,,322120,13,0.10%,0,OTHERS
2001,Tamil Nadu,TAMBARAM,MINNALSRINIVASAN N.,M,IND,307,,322120,14,0.10%,0,OTHERS
2001,Tamil Nadu,TAMBARAM,DHANASEKARAN V.,M,IND,259,,322120,15,0.08%,0,OTHERS
2001,Tamil Nadu,TAMBARAM,NAVANEEDAM (TMT) K. ,F,IND,255,,322120,16,0.08%,0,OTHERS
2001,Tamil Nadu,TARAMANGALAM,KAMARAJ M.P.,M,PMK,67012,,119468,1,56.09%,1,ADMK
2001,Tamil Nadu,TARAMANGALAM,AMMASI.S,M,DMK,41554,,119468,2,34.78%,0,DMK
2001,Tamil Nadu,TARAMANGALAM,VAITHINATHAN.V,M,MDMK,2983,,119468,3,2.50%,0,OTHERS
2001,Tamil Nadu,TARAMANGALAM,MURUGAN R,M,IND,2509,,119468,4,2.10%,0,OTHERS
2001,Tamil Nadu,TARAMANGALAM,GOVINDARAJ .K.,M,IND,2032,,119468,5,1.70%,0,OTHERS
2001,Tamil Nadu,TARAMANGALAM,LAKSHIMANNAN.C.,M,IND,1928,,119468,6,1.61%,0,OTHERS
2001,Tamil Nadu,TARAMANGALAM,SRINIVASAN.P,M,LJNSP,421,,119468,7,0.35%,0,OTHERS
2001,Tamil Nadu,TARAMANGALAM,GOVINDAN.A.M,M,IND,410,,119468,8,0.34%,0,OTHERS
2001,Tamil Nadu,TARAMANGALAM,GOVINDAN.M,M,IND,317,,119468,9,0.27%,0,OTHERS
2001,Tamil Nadu,TARAMANGALAM,ANNADURAI.M,M,IND,302,,119468,10,0.25%,0,OTHERS
2001,Tamil Nadu,TENKASI,ANNAMALAI.K.,M,ADMK,62454,,121473,1,51.41%,1,ADMK
2001,Tamil Nadu,TENKASI,KARUPPASAMI PANDIAN.V.,M,DMK,53662,,121473,2,44.18%,0,DMK
2001,Tamil Nadu,TENKASI,SANKARASUBRAMANIAN M. ALIAS LALA M. MANI,M,IND,2064,,121473,3,1.70%,0,OTHERS
2001,Tamil Nadu,TENKASI,BALASUBRAMANIAN K,M,IND,1712,,121473,4,1.41%,0,OTHERS
2001,Tamil Nadu,TENKASI,IYAPPAN.S.,M,IND,861,,121473,5,0.71%,0,OTHERS
2001,Tamil Nadu,TENKASI,SUBRAMANIAN K.,M,IND,720,,121473,6,0.59%,0,OTHERS
2001,Tamil Nadu,THALLI,MURALI DHARAN.K.V.,M,BJP,36738,,95853,1,38.33%,1,DMK
2001,Tamil Nadu,THALLI,RAJA REDDY .S.,M,CPI,30521,,95853,2,31.84%,0,ADMK
2001,Tamil Nadu,THALLI,MUNIREDDY .N,M,IND,15226,,95853,3,15.88%,0,OTHERS
2001,Tamil Nadu,THALLI,MUNI RAJ. S. ,M,BSP,3583,,95853,4,3.74%,0,OTHERS
2001,Tamil Nadu,THALLI,GOWDA N.S.M.,M,JD(S),3549,,95853,5,3.70%,0,OTHERS
2001,Tamil Nadu,THALLI,SRINIVASAREDDY .R,M,IND,3403,,95853,6,3.55%,0,OTHERS
2001,Tamil Nadu,THALLI,NALLAPPA .T,M,IND,1490,,95853,7,1.55%,0,OTHERS
2001,Tamil Nadu,THALLI,KRISHNAPPA.P,M,IND,1343,,95853,8,1.40%,0,OTHERS
2001,Tamil Nadu,THANDARAMBATTU,VELU,M,DMK,63599,,130179,1,48.86%,1,DMK
2001,Tamil Nadu,THANDARAMBATTU,MANIVARMA.K.,M,TMC(M),58762,,130179,2,45.14%,0,ADMK
2001,Tamil Nadu,THANDARAMBATTU,KULANTHAIVEL.K.,M,MDMK,2487,,130179,3,1.91%,0,OTHERS
2001,Tamil Nadu,THANDARAMBATTU,VELUSAMY.M.,M,IND,1475,,130179,4,1.13%,0,OTHERS
2001,Tamil Nadu,THANDARAMBATTU,ANBAZHAGAN.M.,M,IND,1398,,130179,5,1.07%,0,OTHERS
2001,Tamil Nadu,THANDARAMBATTU,RANGANATHAN.A.,M,IND,911,,130179,6,0.70%,0,OTHERS
2001,Tamil Nadu,THANDARAMBATTU,VADIVEL.G.,M,IND,841,,130179,7,0.65%,0,OTHERS
2001,Tamil Nadu,THANDARAMBATTU,THEERTHAGIRI.P.,M,IND,706,,130179,8,0.54%,0,OTHERS
2001,Tamil Nadu,THANJAVUR,UBAYADULLAH. S.N.M,M,DMK,55782,,109460,1,50.96%,1,DMK
2001,Tamil Nadu,THANJAVUR,RAJMOHAN. R,M,INC,46192,,109460,2,42.20%,0,ADMK
2001,Tamil Nadu,THANJAVUR,ANNA. G,M,MDMK,4289,,109460,3,3.92%,0,OTHERS
2001,Tamil Nadu,THANJAVUR,PANDIYAN. V,M,IND,738,,109460,4,0.67%,0,OTHERS
2001,Tamil Nadu,THANJAVUR,PARAMANANDAM. S,M,JD(U),734,,109460,5,0.67%,0,OTHERS
2001,Tamil Nadu,THANJAVUR,KAMARAJ. K,M,IND,551,,109460,6,0.50%,0,OTHERS
2001,Tamil Nadu,THANJAVUR,SOZHAMANNAR KANAKARAJA. K ,M,IND,532,,109460,7,0.49%,0,OTHERS
2001,Tamil Nadu,THANJAVUR,THIRUNAVUKKARASU. P,M,IND,410,,109460,8,0.37%,0,OTHERS
2001,Tamil Nadu,THANJAVUR,KARIKALAN. M,M,IND,232,,109460,9,0.21%,0,OTHERS
2001,Tamil Nadu,THEAGARAYA NAGAR,ANBAZHAGAN.J,M,DMK,57875,,119216,1,48.55%,1,DMK
2001,Tamil Nadu,THEAGARAYA NAGAR,SULOCHANA SAMPATH.E.V.K,F,ADMK,55376,,119216,2,46.45%,0,ADMK
2001,Tamil Nadu,THEAGARAYA NAGAR,THYAGARAJAN.K,M,MDMK,3697,,119216,3,3.10%,0,OTHERS
2001,Tamil Nadu,THEAGARAYA NAGAR,NARAYANAN.V.S.S,M,IND,602,,119216,4,0.50%,0,OTHERS
2001,Tamil Nadu,THEAGARAYA NAGAR,RAMASWAMY.P,M,IND,471,,119216,5,0.40%,0,OTHERS
2001,Tamil Nadu,THEAGARAYA NAGAR,MADURAI.A,M,IND,447,,119216,6,0.37%,0,OTHERS
2001,Tamil Nadu,THEAGARAYA NAGAR,CHANDRA BALARAMAN.B,F,IND,274,,119216,7,0.23%,0,OTHERS
2001,Tamil Nadu,THEAGARAYA NAGAR,KALAIARASAN.M,M,IND,125,,119216,8,0.10%,0,OTHERS
2001,Tamil Nadu,THEAGARAYA NAGAR,KUTHARASAN.P,M,IND,125,,119216,8,0.10%,0,OTHERS
2001,Tamil Nadu,THEAGARAYA NAGAR,GOVINDARAJ.E,M,IND,118,,119216,10,0.10%,0,OTHERS
2001,Tamil Nadu,THEAGARAYA NAGAR,PAULLRAJ.D.D,M,IND,106,,119216,11,0.09%,0,OTHERS
2001,Tamil Nadu,THENI,GANESAN D,M,ADMK,60115,,122973,1,48.88%,1,ADMK
2001,Tamil Nadu,THENI,MOOKAIAH L,M,DMK,46254,,122973,2,37.61%,0,DMK
2001,Tamil Nadu,THENI,RAMAKRISHNAN CUMBUM N ,M,MDMK,12188,,122973,3,9.91%,0,OTHERS
2001,Tamil Nadu,THENI,VEERANAN A,M,IND,1181,,122973,4,0.96%,0,OTHERS
2001,Tamil Nadu,THENI,KANNAPPAN DOCTOR O ,M,SAP,1010,,122973,5,0.82%,0,OTHERS
2001,Tamil Nadu,THENI,PITCHAI THEVAR S ,M,IND,794,,122973,6,0.65%,0,OTHERS
2001,Tamil Nadu,THENI,SADAIYANDI V,M,IND,515,,122973,7,0.42%,0,OTHERS
2001,Tamil Nadu,THENI,MANOHARAN A,M,IND,471,,122973,8,0.38%,0,OTHERS
2001,Tamil Nadu,THENI,UMARKATHA S P M,M,IND,157,,122973,9,0.13%,0,OTHERS
2001,Tamil Nadu,THENI,DURAIRAJ R,M,IND,148,,122973,10,0.12%,0,OTHERS
2001,Tamil Nadu,THENI,PARAMASIVAM A,M,IND,140,,122973,11,0.11%,0,OTHERS
2001,Tamil Nadu,THIRUMANGALAM,KALIMUTHU K,M,ADMK,58080,,110268,1,52.67%,1,ADMK
2001,Tamil Nadu,THIRUMANGALAM,OCHA THEVAR T ,M,DMK,39918,,110268,2,36.20%,0,DMK
2001,Tamil Nadu,THIRUMANGALAM,SWAMINATHAN K.R.,M,MDMK,9591,,110268,3,8.70%,0,OTHERS
2001,Tamil Nadu,THIRUMANGALAM,MATHIYALAGAN M.R.,M,IND,1177,,110268,4,1.07%,0,OTHERS
2001,Tamil Nadu,THIRUMANGALAM,RAJASEKARAN M,M,JD(U),809,,110268,5,0.73%,0,OTHERS
2001,Tamil Nadu,THIRUMANGALAM,KARMEGAM R,M,IND,693,,110268,6,0.63%,0,OTHERS
2001,Tamil Nadu,THIRUMAYAM,RADAKRISHNAN. M.,M,ADMK,58394,,113248,1,51.56%,1,ADMK
2001,Tamil Nadu,THIRUMAYAM,REGUPATHY .S.,M,DMK,46367,,113248,2,40.94%,0,DMK
2001,Tamil Nadu,THIRUMAYAM,GANESAN.A.,M,MDMK,3131,,113248,3,2.76%,0,OTHERS
2001,Tamil Nadu,THIRUMAYAM,ADAIKKAMMAI.M.TMT,F,IND,1606,,113248,4,1.42%,0,OTHERS
2001,Tamil Nadu,THIRUMAYAM,RAMAYEE ACHI. N.TMT. ,F,IND,1555,,113248,5,1.37%,0,OTHERS
2001,Tamil Nadu,THIRUMAYAM,CHINNAMMAL. P.TMT.,F,IND,1235,,113248,6,1.09%,0,OTHERS
2001,Tamil Nadu,THIRUMAYAM,MANIMOLI.P.,M,IND,960,,113248,7,0.85%,0,OTHERS
2001,Tamil Nadu,THIRUNAVALUR,GNANAMOORTHY.K.G.P.,M,ADMK,59115,,112579,1,52.51%,1,ADMK
2001,Tamil Nadu,THIRUNAVALUR,MANIKKANNAN.A.J.,M,DMK,44342,,112579,2,39.39%,0,DMK
2001,Tamil Nadu,THIRUNAVALUR,POORANI.A.,F,MDMK,4549,,112579,3,4.04%,0,OTHERS
2001,Tamil Nadu,THIRUNAVALUR,RANGANATHAN V.,M,IND,2787,,112579,4,2.48%,0,OTHERS
2001,Tamil Nadu,THIRUNAVALUR,ETHIRAJAN.M.,M,RSP,1786,,112579,5,1.59%,0,OTHERS
2001,Tamil Nadu,THIRUVATTAR,HEMACHANDRAN.J.,M,CPM,47807,,95507,1,50.06%,1,ADMK
2001,Tamil Nadu,THIRUVATTAR,RAJAMONY.P.,M,BJP,28310,,95507,2,29.64%,0,DMK
2001,Tamil Nadu,THIRUVATTAR,APPU NADESAN.R.,M,IND,14948,,95507,3,15.65%,0,OTHERS
2001,Tamil Nadu,THIRUVATTAR,ISSAC.K.,M,NCP,2142,,95507,4,2.24%,0,OTHERS
2001,Tamil Nadu,THIRUVATTAR,HAARRIS.V.,M,IND,900,,95507,5,0.94%,0,OTHERS
2001,Tamil Nadu,THIRUVATTAR,THOMAS.D.,M,IND,897,,95507,6,0.94%,0,OTHERS
2001,Tamil Nadu,THIRUVATTAR,SASIKUMAR.S.,M,IND,503,,95507,7,0.53%,0,OTHERS
2001,Tamil Nadu,THIRUVERAMBUR,SEKARAN K.N.,M,DMK,61254,,129508,1,47.30%,1,DMK
2001,Tamil Nadu,THIRUVERAMBUR,RANGARAJAN T.K.,M,CPM,50881,,129508,2,39.29%,0,ADMK
2001,Tamil Nadu,THIRUVERAMBUR,THANGARAJ N,M,MDMK,11562,,129508,3,8.93%,0,OTHERS
2001,Tamil Nadu,THIRUVERAMBUR,DURAI K.,M,IND,2074,,129508,4,1.60%,0,OTHERS
2001,Tamil Nadu,THIRUVERAMBUR,VARATHARAJAN S,M,IND,901,,129508,5,0.70%,0,OTHERS
2001,Tamil Nadu,THIRUVERAMBUR,SEKAR C.,M,IND,773,,129508,6,0.60%,0,OTHERS
2001,Tamil Nadu,THIRUVERAMBUR,THIRUMANI E.,M,IND,588,,129508,7,0.45%,0,OTHERS
2001,Tamil Nadu,THIRUVERAMBUR,APPADURAI T,M,IND,409,,129508,8,0.32%,0,OTHERS
2001,Tamil Nadu,THIRUVERAMBUR,ANABALAGAN N,M,IND,300,,129508,9,0.23%,0,OTHERS
2001,Tamil Nadu,THIRUVERAMBUR,MAHALINGAM K.,M,IND,286,,129508,10,0.22%,0,OTHERS
2001,Tamil Nadu,THIRUVERAMBUR,RAWTHERSHA S.,M,IND,283,,129508,11,0.22%,0,OTHERS
2001,Tamil Nadu,THIRUVERAMBUR,RATHINAM R,M,IND,197,,129508,12,0.15%,0,OTHERS
2001,Tamil Nadu,THIRUVIDAMARUDUR, . THAVAMANI G.,M,ADMK,61235,,121942,1,50.22%,1,ADMK
2001,Tamil Nadu,THIRUVIDAMARUDUR, . S.RAMALINGAM,M,DMK,53863,,121942,2,44.17%,0,DMK
2001,Tamil Nadu,THIRUVIDAMARUDUR, . R.MURUGAN,M,MDMK,4172,,121942,3,3.42%,0,OTHERS
2001,Tamil Nadu,THIRUVIDAMARUDUR, . P.G.RAMALINGAM,M,IND,1519,,121942,4,1.25%,0,OTHERS
2001,Tamil Nadu,THIRUVIDAMARUDUR, . T.K.S. JANARDHANAN,M,CPI(ML)(L),1153,,121942,5,0.95%,0,OTHERS
2001,Tamil Nadu,THIRUVONAM,RAJENDRAN. C,M,ADMK,67094,,128509,1,52.21%,1,ADMK
2001,Tamil Nadu,THIRUVONAM,RAMACHANDRAN. M,M,DMK,55871,,128509,2,43.48%,0,DMK
2001,Tamil Nadu,THIRUVONAM,RAMACHANDRAN SINGH.,M,MDMK,5544,,128509,3,4.31%,0,OTHERS
2001,Tamil Nadu,THIRUVOTTIYUR,ARUMUGAM.T,M,ADMK,113808,,207167,1,54.94%,1,ADMK
2001,Tamil Nadu,THIRUVOTTIYUR,KUMARI ANANDAN,M,IND,79767,,207167,2,38.50%,0,OTHERS
2001,Tamil Nadu,THIRUVOTTIYUR,SEKAR.S.G.,M,MDMK,8483,,207167,3,4.09%,0,OTHERS
2001,Tamil Nadu,THIRUVOTTIYUR,BULLET. J. SELVARAJ ,M,IND,2221,,207167,4,1.07%,0,OTHERS
2001,Tamil Nadu,THIRUVOTTIYUR,GUNASEKARAN.S,M,JD(S),1446,,207167,5,0.70%,0,OTHERS
2001,Tamil Nadu,THIRUVOTTIYUR,VIJAYAKUMAR.N.D.,M,SP,833,,207167,6,0.40%,0,OTHERS
2001,Tamil Nadu,THIRUVOTTIYUR,RAJENDRAN.S,M,PB,609,,207167,7,0.29%,0,OTHERS
2001,Tamil Nadu,THONDAMUTHUR,BALASUBRAMONIYAN.S.R.,M,TMC(M),96959,,191745,1,50.57%,1,ADMK
2001,Tamil Nadu,THONDAMUTHUR,SUKANYA.TMT. V.R.,F,DMK,68423,,191745,2,35.68%,0,DMK
2001,Tamil Nadu,THONDAMUTHUR,M.KRISHNASWAMY,M,MDMK,17282,,191745,3,9.01%,0,OTHERS
2001,Tamil Nadu,THONDAMUTHUR,N.R.HARIKUMAR,M,IND,5209,,191745,4,2.72%,0,OTHERS
2001,Tamil Nadu,THONDAMUTHUR,A.R.SAKTHIVEL,M,DFB,1442,,191745,5,0.75%,0,OTHERS
2001,Tamil Nadu,THONDAMUTHUR,K.SANGAN,M,IND,926,,191745,6,0.48%,0,OTHERS
2001,Tamil Nadu,THONDAMUTHUR,R.DHAMODARAN,M,CPI(ML)(L),803,,191745,7,0.42%,0,OTHERS
2001,Tamil Nadu,THONDAMUTHUR,K.RAJENDRAN,M,IND,701,,191745,8,0.37%,0,OTHERS
