id,year,statename,pcname,candidate,sex,age,category,party,symbol,general,postal,total,overelectors,overpolled,electors,rank,polled,win,runner,alliance,created_at,updated_at,,
2961,2014,Kerala,Thiruvananthapuram,KUNNIL SHAJAHAN,M,40,GEN,SDPI,Ceiling Fan,4820,0,4820,0.38,0.55,1272748,5,873441,0,0,OTHERS,,,,
2962,2014,Kerala,Thiruvananthapuram,M.SHAJAR KHAN,M,43,GEN,SUCI,Glass Tumbler,1689,0,1689,0.13,0.19,1272748,13,873441,0,0,OTHERS,,,,
2963,2014,Kerala,Thiruvananthapuram,ADV. PERURKADA HARIKUMAR,M,40,GEN,SHS,Bow & Arrow,902,0,902,0.07,0.10,1272748,15,873441,0,0,NDA,,,,
2964,2014,Kerala,Thiruvananthapuram,ANIL KUMAR Y,M,27,GEN,IND,Auto- Rickshaw,371,0,371,0.03,0.04,1272748,18,873441,0,0,OTHERS,,,,
2965,2014,Kerala,Thiruvananthapuram,V S JAYAKUMAR,M,31,GEN,IND,Gas Cylinder,447,0,447,0.04,0.05,1272748,17,873441,0,0,OTHERS,,,,
2966,2014,Kerala,Thiruvananthapuram,JAIN WILSON,M,54,SC,IND,Shuttle,2103,0,2103,0.17,0.24,1272748,10,873441,0,0,OTHERS,,,,
2967,2014,Kerala,Thiruvananthapuram,GEORGE MANKIDIYIL,M,72,GEN,IND,Camera,843,0,843,0.07,0.10,1272748,16,873441,0,0,OTHERS,,,,
2968,2014,Kerala,Thiruvananthapuram,O M JYOTHEENDRA NATH,M,45,GEN,IND,Telephone,2448,0,2448,0.19,0.28,1272748,9,873441,0,0,OTHERS,,,,
2969,2014,Kerala,Thiruvananthapuram,BENET BABU BENJAMIN,M,49,GEN,IND,Violin,4229,0,4229,0.33,0.48,1272748,6,873441,0,0,OTHERS,,,,
2970,2014,Kerala,Thiruvananthapuram,KUNNUKUZHI S MANI,M,70,SC,IND,Pot,1716,0,1716,0.13,0.20,1272748,12,873441,0,0,OTHERS,,,,
2971,2014,Kerala,Thiruvananthapuram,SYAMALAKUMARI,F,50,SC,IND,Ring,1851,0,1851,0.15,0.21,1272748,11,873441,0,0,OTHERS,,,,
2972,2014,Kerala,Thiruvananthapuram,FATHER STEPHEN,M,48,GEN,IND,Battery Torch,1271,0,1271,0.10,0.15,1272748,14,873441,0,0,OTHERS,,,,
2973,2014,Kerala,Thiruvananthapuram,None of the Above,,,,NOTA,NOTA,3340,6,3346,0.26,0.38,1272748,7,873441,0,0,OTHERS,,,,
2974,2014,Madhya Pradesh,MORENA,ANOOP MISHRA,M,57,GEN,BJP,Lotus,375526,41,375567,22.06,43.96,1702457,1,854279,1,0,NDA,,,,
2975,2014,Madhya Pradesh,MORENA,DR GOVIND SINGH,M,62,GEN,INC,Hand,184252,1,184253,10.82,21.57,1702457,3,854279,0,0,UPA,,,,
2976,2014,Madhya Pradesh,MORENA,BRINDAWAN SINGH SIKARWAR,M,52,GEN,BSP,Elephant,242586,0,242586,14.25,28.40,1702457,2,854279,0,1,OTHERS,,,,
2977,2014,Madhya Pradesh,MORENA,ARJUN SINGH (PAPPU KUSHWAH),M,40,GEN,RSMD,Kite,3006,0,3006,0.18,0.35,1702457,10,854279,0,0,OTHERS,,,,
2978,2014,Madhya Pradesh,MORENA,JAYANT SINGH TOMAR,M,33,GEN,LSWP,Candles,1429,0,1429,0.08,0.17,1702457,13,854279,0,0,OTHERS,,,,
2979,2014,Madhya Pradesh,MORENA,DEVENDRA KUMAR AGRVAL,M,33,GEN,AAAP,Broom,13806,0,13806,0.81,1.62,1702457,4,854279,0,0,OTHERS,,,,
2980,2014,Madhya Pradesh,MORENA,MANESH KUMAR RAWAT,M,36,ST,JMBP,Balloon,975,0,975,0.06,0.11,1702457,16,854279,0,0,OTHERS,,,,
2981,2014,Madhya Pradesh,MORENA,RAJESH KUSHWAH,M,28,GEN,SP,Bicycle,5554,0,5554,0.33,0.65,1702457,6,854279,0,0,OTHERS,,,,
2982,2014,Madhya Pradesh,MORENA,VISNU SHARMA VIRTHARE,M,43,GEN,AITC,Flowers and Grass,2114,0,2114,0.12,0.25,1702457,11,854279,0,0,OTHERS,,,,
2983,2014,Madhya Pradesh,MORENA,SHAKTI SINGH TOMAR,M,31,GEN,RAHM,FLUTE,1145,0,1145,0.07,0.13,1702457,14,854279,0,0,OTHERS,,,,
2984,2014,Madhya Pradesh,MORENA,ANOOP NAGAR,M,27,SC,IND,Almirah,852,0,852,0.05,0.10,1702457,17,854279,0,0,OTHERS,,,,
2985,2014,Madhya Pradesh,MORENA,AKASH GUPTA,M,28,GEN,IND,Bottle,809,0,809,0.05,0.09,1702457,18,854279,0,0,OTHERS,,,,
2986,2014,Madhya Pradesh,MORENA,KULDEEP SINGH,M,27,GEN,IND,Bat,1058,0,1058,0.06,0.12,1702457,15,854279,0,0,OTHERS,,,,
2987,2014,Madhya Pradesh,MORENA,CHHAVENDRA,M,33,GEN,IND,Air Conditioner,1969,0,1969,0.12,0.23,1702457,12,854279,0,0,OTHERS,,,,
2988,2014,Madhya Pradesh,MORENA,RAM NARESH,M,32,GEN,IND,Basket containing Fruits,3546,0,3546,0.21,0.42,1702457,9,854279,0,0,OTHERS,,,,
2989,2014,Madhya Pradesh,MORENA,SATANDRA SINGH (TONY TOMAR),M,30,GEN,IND,Battery Torch,4347,0,4347,0.26,0.51,1702457,8,854279,0,0,OTHERS,,,,
2990,2014,Madhya Pradesh,MORENA,SIYARAM SINGH CHOUDRI,M,46,SC,IND,Auto- Rickshaw,6471,0,6471,0.38,0.76,1702457,5,854279,0,0,OTHERS,,,,
2991,2014,Madhya Pradesh,MORENA,None of the Above,,,,NOTA,NOTA,4792,0,4792,0.28,0.56,1702457,7,854279,0,0,OTHERS,,,,
2992,2014,Madhya Pradesh,BHIND,IMARTI DEVI,F,38,SC,INC,Hand,244505,8,244513,15.28,33.52,1600137,2,729084,0,1,UPA,,,,
2993,2014,Madhya Pradesh,BHIND,DR. BHAGIRATH PRASAD,M,66,SC,BJP,Lotus,404417,57,404474,25.28,55.46,1600137,1,729084,1,0,NDA,,,,
2994,2014,Madhya Pradesh,BHIND,MANISH KATROLIYA,M,32,SC,BSP,Elephant,33802,1,33803,2.11,4.63,1600137,3,729084,0,0,OTHERS,,,,
2995,2014,Madhya Pradesh,BHIND,ANITA HITENDRA CHAUDHARY,F,38,SC,SP,Bicycle,5198,0,5198,0.32,0.71,1600137,7,729084,0,0,OTHERS,,,,
2996,2014,Madhya Pradesh,BHIND,KRISHNA DEVI,F,35,SC,AAAP,Broom,7730,0,7730,0.48,1.06,1600137,5,729084,0,0,OTHERS,,,,
2997,2014,Madhya Pradesh,BHIND,B.S. THANESWARIYA,M,39,SC,BMUP,Cot,1793,0,1793,0.11,0.25,1600137,10,729084,0,0,OTHERS,,,,
2998,2014,Madhya Pradesh,BHIND,PHOOLSINGH BARAIYA,M,51,SC,BA S D,Glass Tumbler,20402,1,20403,1.28,2.80,1600137,4,729084,0,0,OTHERS,,,,
2999,2014,Madhya Pradesh,BHIND,VIJAYSINGH KORI,M,34,SC,AIFB,Lion,2699,0,2699,0.17,0.37,1600137,9,729084,0,0,OTHERS,,,,
3000,2014,Madhya Pradesh,BHIND,HAKIM SINGH,M,46,SC,IND,Almirah,2899,0,2899,0.18,0.40,1600137,8,729084,0,0,OTHERS,,,,
3001,2014,Madhya Pradesh,BHIND,None of the Above,,,,NOTA,NOTA,5572,0,5572,0.35,0.76,1600137,6,729084,0,0,OTHERS,,,,
3002,2014,Madhya Pradesh,GWALIOR,AKHILESH YADAV,M,38,GEN,CPM,"Hammer, Sickle and Star",10292,5,10297,0.55,1.04,1876965,5,990912,0,0,OTHERS,,,,
3003,2014,Madhya Pradesh,GWALIOR,ASHOK SINGH,M,51,GEN,INC,Hand,412879,218,413097,22.01,41.68,1876965,2,990912,0,1,UPA,,,,
3004,2014,Madhya Pradesh,GWALIOR,ALOK SHARMA,M,42,GEN,BSP,Elephant,68155,41,68196,3.63,6.88,1876965,3,990912,0,0,OTHERS,,,,
3005,2014,Madhya Pradesh,GWALIOR,NARENDRA SINGH TOMAR,M,56,GEN,BJP,Lotus,442398,398,442796,23.59,44.68,1876965,1,990912,1,0,NDA,,,,
3006,2014,Madhya Pradesh,GWALIOR,C.L. KARODIYA (PRIJAPATI),M,67,GEN,JND,Coconut,4719,0,4719,0.25,0.48,1876965,8,990912,0,0,OTHERS,,,,
3007,2014,Madhya Pradesh,GWALIOR,K. P. KAMTE,M,69,SC,BRMD,Television,1605,2,1607,0.09,0.16,1876965,18,990912,0,0,OTHERS,,,,
3008,2014,Madhya Pradesh,GWALIOR,KISHAN LAL KUSHWAH,M,50,GEN,RSMD,Kite,1412,0,1412,0.08,0.14,1876965,20,990912,0,0,OTHERS,,,,
3009,2014,Madhya Pradesh,GWALIOR,GEETA RAJPUT,F,38,GEN,ALHP,Green Chilli,1067,0,1067,0.06,0.11,1876965,22,990912,0,0,OTHERS,,,,
3010,2014,Madhya Pradesh,GWALIOR,NEELAM AGRWAL,F,38,GEN,AAAP,Broom,11505,5,11510,0.61,1.16,1876965,4,990912,0,0,OTHERS,,,,
3011,2014,Madhya Pradesh,GWALIOR,BALWANT SINGH KUSHWAH ADVOCATE,M,62,GEN,SP,Bicycle,5326,1,5327,0.28,0.54,1876965,6,990912,0,0,OTHERS,,,,
3012,2014,Madhya Pradesh,GWALIOR,MADAN MOHAN URF MOHAN SINGH TOMAR,M,45,GEN,bjyp,Balloon,1475,2,1477,0.08,0.15,1876965,19,990912,0,0,OTHERS,,,,
3013,2014,Madhya Pradesh,GWALIOR,VIKAS SHARMA,M,38,GEN,BhNaP,Almirah,1408,0,1408,0.08,0.14,1876965,21,990912,0,0,OTHERS,,,,
3014,2014,Madhya Pradesh,GWALIOR,SHIV SINGH KUSHAWAH,M,40,GEN,MAHP,HOCKEY & BALL,2100,1,2101,0.11,0.21,1876965,14,990912,0,0,OTHERS,,,,
3015,2014,Madhya Pradesh,GWALIOR,COMRADE SUNIL GOPAL,M,41,GEN,SUCI,Battery Torch,2054,0,2054,0.11,0.21,1876965,15,990912,0,0,OTHERS,,,,
3016,2014,Madhya Pradesh,GWALIOR,HIRADAY NARAYAN SINGH TOMAR (GUDDU),M,33,GEN,ABHM,Bat,2244,0,2244,0.12,0.23,1876965,12,990912,0,0,OTHERS,,,,
3017,2014,Madhya Pradesh,GWALIOR,ASIF KHAN,M,48,GEN,IND,Telephone,4969,0,4969,0.26,0.50,1876965,7,990912,0,0,OTHERS,,,,
3018,2014,Madhya Pradesh,GWALIOR,DEEPAK KUMAR BANSAL RANGWALE (PRERAK),M,49,GEN,IND,Candles,2122,0,2122,0.11,0.21,1876965,13,990912,0,0,OTHERS,,,,
3019,2014,Madhya Pradesh,GWALIOR,NARAYAN SINGH KUSHWAH,M,62,GEN,IND,Ceiling Fan,3961,2,3963,0.21,0.40,1876965,10,990912,0,0,OTHERS,,,,
3020,2014,Madhya Pradesh,GWALIOR,PRAJESH CHOUDHARY,M,42,GEN,IND,Auto- Rickshaw,1980,1,1981,0.11,0.20,1876965,16,990912,0,0,OTHERS,,,,
3021,2014,Madhya Pradesh,GWALIOR,CAPTAN BABU LAL GOSWAMI,M,63,GEN,IND,Air Conditioner,2659,0,2659,0.14,0.27,1876965,11,990912,0,0,OTHERS,,,,
3022,2014,Madhya Pradesh,GWALIOR,RAM PATHWAR KORI (RAMSEBAK),M,44,SC,IND,Bread,1686,1,1687,0.09,0.17,1876965,17,990912,0,0,OTHERS,,,,
3023,2014,Madhya Pradesh,GWALIOR,None of the Above,,,,NOTA,NOTA,4214,5,4219,0.22,0.43,1876965,9,990912,0,0,OTHERS,,,,
3024,2014,Madhya Pradesh,GUNA,JAIBHANSINGH PAWAIYA,M,57,GEN,BJP,Lotus,395167,1077,396244,24.68,40.53,1605613,2,976629,0,1,NDA,,,,
3025,2014,Madhya Pradesh,GUNA,JYOTIRADITYA M SCINDIA,M,42,GEN,INC,Hand,516300,736,517036,32.20,52.89,1605613,1,976629,1,0,UPA,,,,
3026,2014,Madhya Pradesh,GUNA,LAKHAN SINGH BAGHEL,M,51,GEN,BSP,Elephant,27368,44,27412,1.71,2.80,1605613,3,976629,0,0,OTHERS,,,,
3027,2014,Madhya Pradesh,GUNA,SHAILENDRA SINGH KUSHWAH,M,45,GEN,AAAP,Broom,4062,11,4073,0.25,0.42,1605613,6,976629,0,0,OTHERS,,,,
3028,2014,Madhya Pradesh,GUNA,ANWAR KHAN,M,45,GEN,IND,Bat,1321,0,1321,0.08,0.14,1605613,12,976629,0,0,OTHERS,,,,
3029,2014,Madhya Pradesh,GUNA,GIRRAJ YADAV,M,30,GEN,IND,Glass Tumbler,3294,0,3294,0.21,0.34,1605613,7,976629,0,0,OTHERS,,,,
3030,2014,Madhya Pradesh,GUNA,CHANDRAPAL SINGH TOMAR,M,46,GEN,IND,Auto- Rickshaw,2195,2,2197,0.14,0.22,1605613,9,976629,0,0,OTHERS,,,,
3031,2014,Madhya Pradesh,GUNA,NAND KISHORE TYAGI,M,40,GEN,IND,Television,2066,6,2072,0.13,0.21,1605613,11,976629,0,0,OTHERS,,,,
3032,2014,Madhya Pradesh,GUNA,NARAYANRAO GUPCHUP,M,62,GEN,IND,Kite,2079,0,2079,0.13,0.21,1605613,10,976629,0,0,OTHERS,,,,
3033,2014,Madhya Pradesh,GUNA,MAHENDRA KUMAR,M,55,GEN,IND,Bottle,2844,1,2845,0.18,0.29,1605613,8,976629,0,0,OTHERS,,,,
3034,2014,Madhya Pradesh,GUNA,LALLI RAM RAI,M,40,SC,IND,Carrom Board,5574,1,5575,0.35,0.57,1605613,5,976629,0,0,OTHERS,,,,
3035,2014,Madhya Pradesh,GUNA,None of the Above,,,,NOTA,NOTA,12474,7,12481,0.78,1.28,1605613,4,976629,0,0,OTHERS,,,,
3036,2014,Madhya Pradesh,SAGAR,GOVIND SINGH RAJPUT,M,48,GEN,INC,Hand,361811,32,361843,23.80,40.57,1520322,2,891929,0,1,UPA,,,,
3037,2014,Madhya Pradesh,SAGAR,LAXMI NARAYAN YADAV,M,73,GEN,BJP,Lotus,482462,118,482580,31.74,54.10,1520322,1,891929,1,0,NDA,,,,
3038,2014,Madhya Pradesh,SAGAR,SAROJ KATIYAR KURMI,F,37,GEN,BSP,Elephant,19916,1,19917,1.31,2.23,1520322,3,891929,0,0,OTHERS,,,,
3039,2014,Madhya Pradesh,SAGAR,ATUL MISHRA,M,44,GEN,AAAP,Broom,6324,4,6328,0.42,0.71,1520322,5,891929,0,0,OTHERS,,,,
3040,2014,Madhya Pradesh,SAGAR,KASHIRAM PATEL,M,45,GEN,GGP,Saw,1128,0,1128,0.07,0.13,1520322,11,891929,0,0,OTHERS,,,,
3041,2014,Madhya Pradesh,SAGAR,VINAY KUMAR,M,34,GEN,BSCP,FLUTE,1565,0,1565,0.10,0.18,1520322,9,891929,0,0,OTHERS,,,,
3042,2014,Madhya Pradesh,SAGAR,BHARAT SEN ADVOCATE,M,40,GEN,IND,Coconut,1556,0,1556,0.10,0.17,1520322,10,891929,0,0,OTHERS,,,,
3043,2014,Madhya Pradesh,SAGAR,MAHENDRA KUMAR CHOUDHARY,M,31,SC,IND,Cot,1632,0,1632,0.11,0.18,1520322,8,891929,0,0,OTHERS,,,,
3044,2014,Madhya Pradesh,SAGAR,SHITIN KESHRWANI,M,37,GEN,IND,Almirah,2020,0,2020,0.13,0.23,1520322,7,891929,0,0,OTHERS,,,,
3045,2014,Madhya Pradesh,SAGAR,M. HANIF QURASHI,M,43,GEN,IND,Air Conditioner,3856,0,3856,0.25,0.43,1520322,6,891929,0,0,OTHERS,,,,
3046,2014,Madhya Pradesh,SAGAR,None of the Above,,,,NOTA,NOTA,9502,2,9504,0.63,1.07,1520322,4,891929,0,0,OTHERS,,,,
3047,2014,Madhya Pradesh,TIKAMGARH,AHIRWAR DR. KAMLESH VERMA,M,36,SC,INC,Hand,214198,50,214248,14.01,27.94,1528863,2,766321,0,1,UPA,,,,
3048,2014,Madhya Pradesh,TIKAMGARH,AHIRWAR SEWAK RAM,M,44,SC,BSP,Elephant,23964,11,23975,1.57,3.13,1528863,4,766321,0,0,OTHERS,,,,
3049,2014,Madhya Pradesh,TIKAMGARH,KHANGAR NEERAJ,M,26,SC,CPI,Ears of Corn And Sickle,15194,0,15194,0.99,1.98,1528863,5,766321,0,0,OTHERS,,,,
3050,2014,Madhya Pradesh,TIKAMGARH,DR. VIRENDRA KUMAR,M,60,SC,BJP,Lotus,422636,343,422979,27.67,55.16,1528863,1,766321,1,0,NDA,,,,
3051,2014,Madhya Pradesh,TIKAMGARH,DR. AMBESH KUMARI AHIRWAR,F,38,SC,SP,Bicycle,47492,5,47497,3.11,6.19,1528863,3,766321,0,0,OTHERS,,,,
3052,2014,Madhya Pradesh,TIKAMGARH,AHIRWAR RAMCHARAN,M,52,SC,PHRC,Auto- Rickshaw,3094,0,3094,0.20,0.40,1528863,13,766321,0,0,OTHERS,,,,
3053,2014,Madhya Pradesh,TIKAMGARH,RAMESH CHAND VERMA,M,62,SC,AAAP,Broom,4984,8,4992,0.33,0.65,1528863,8,766321,0,0,OTHERS,,,,
3054,2014,Madhya Pradesh,TIKAMGARH,GANESH KUMHAR,M,43,SC,IND,Almirah,2230,0,2230,0.15,0.29,1528863,14,766321,0,0,OTHERS,,,,
3055,2014,Madhya Pradesh,TIKAMGARH,GIRDHARI LAL KORI,M,38,SC,IND,Basket containing Fruits,5219,0,5219,0.34,0.68,1528863,7,766321,0,0,OTHERS,,,,
3056,2014,Madhya Pradesh,TIKAMGARH,CHATURBHUJ SNEHI,M,53,SC,IND,Air Conditioner,4035,0,4035,0.26,0.53,1528863,11,766321,0,0,OTHERS,,,,
3057,2014,Madhya Pradesh,TIKAMGARH,BHAGWAN DAS BANSHKAR,M,35,SC,IND,Funnel,4400,0,4400,0.29,0.57,1528863,10,766321,0,0,OTHERS,,,,
3058,2014,Madhya Pradesh,TIKAMGARH,LAKHAN LAL CHADHAR,M,43,SC,IND,Balloon,4548,0,4548,0.30,0.59,1528863,9,766321,0,0,OTHERS,,,,
3059,2014,Madhya Pradesh,TIKAMGARH,SHEEL CHANDRA AHIRWAR,M,38,SC,IND,Bat,3855,0,3855,0.25,0.50,1528863,12,766321,0,0,OTHERS,,,,
3060,2014,Madhya Pradesh,TIKAMGARH,None of the Above,,,,NOTA,NOTA,10055,0,10055,0.66,1.31,1528863,6,766321,0,0,OTHERS,,,,
3061,2014,Madhya Pradesh,DAMOH,DEVENDRA CHAOURASIA,M,52,GEN,BSP,Elephant,31508,11,31519,1.91,3.45,1651614,3,912080,0,0,OTHERS,,,,
3062,2014,Madhya Pradesh,DAMOH,PRAHALAD SINGH PATEL,M,54,GEN,BJP,Lotus,512770,309,513079,31.07,56.14,1651614,1,912080,1,0,NDA,,,,
3063,2014,Madhya Pradesh,DAMOH,CHOUDHARY MAHENDRA PRATAP SINGH,M,52,GEN,INC,Hand,299680,100,299780,18.15,32.80,1651614,2,912080,0,1,UPA,,,,
3064,2014,Madhya Pradesh,DAMOH,DIVAN UPENDR PRATAP SINGH (RAJA SAB),M,43,GEN,BSCP,FLUTE,16346,4,16350,0.99,1.79,1651614,4,912080,0,0,OTHERS,,,,
3065,2014,Madhya Pradesh,DAMOH,SANTOSH BHARTI,M,71,GEN,AAAP,Broom,11289,9,11298,0.68,1.24,1651614,6,912080,0,0,OTHERS,,,,
3066,2014,Madhya Pradesh,DAMOH,ANANT LAL BASOR,M,67,SC,IND,Auto- Rickshaw,2836,0,2836,0.17,0.31,1651614,10,912080,0,0,OTHERS,,,,
3067,2014,Madhya Pradesh,DAMOH,IRFAN KHAN,M,31,GEN,IND,Battery Torch,2580,0,2580,0.16,0.28,1651614,11,912080,0,0,OTHERS,,,,
3068,2014,Madhya Pradesh,DAMOH,DR.GULAB KHAN MASTER,M,71,GEN,IND,Kite,3429,0,3429,0.21,0.38,1651614,9,912080,0,0,OTHERS,,,,
3069,2014,Madhya Pradesh,DAMOH,PRAHLAD SINGH PATEL,M,36,GEN,IND,Basket containing Fruits,9259,7,9266,0.56,1.01,1651614,8,912080,0,0,OTHERS,,,,
3070,2014,Madhya Pradesh,DAMOH,PRAHLAD SINGH LODI,M,32,GEN,IND,Cauliflower,9343,0,9343,0.57,1.02,1651614,7,912080,0,0,OTHERS,,,,
3071,2014,Madhya Pradesh,DAMOH,None of the Above,,,,NOTA,NOTA,12598,2,12600,0.76,1.38,1651614,5,912080,0,0,OTHERS,,,,
3072,2014,Madhya Pradesh,KHAJURAHO,NAGENDRA SINGH,M,72,GEN,BJP,Lotus,474814,152,474966,27.89,54.31,1702833,1,874477,1,0,NDA,,,,
3073,2014,Madhya Pradesh,KHAJURAHO,RAJA PATERIA,M,54,GEN,INC,Hand,227455,21,227476,13.36,26.01,1702833,2,874477,0,1,UPA,,,,
3074,2014,Madhya Pradesh,KHAJURAHO,RAM LAKHAN SINGH,M,50,GEN,BSP,Elephant,60352,16,60368,3.55,6.90,1702833,3,874477,0,0,OTHERS,,,,
3075,2014,Madhya Pradesh,KHAJURAHO,AMIT BHATNAGAR,M,33,GEN,AAAP,Broom,8927,3,8930,0.52,1.02,1702833,7,874477,0,0,OTHERS,,,,
3076,2014,Madhya Pradesh,KHAJURAHO,AVNISH TIWARI,M,29,GEN,SHS,Bow & Arrow,2625,0,2625,0.15,0.30,1702833,14,874477,0,0,NDA,,,,
3077,2014,Madhya Pradesh,KHAJURAHO,IMRAN,M,29,GEN,PECP,Ceiling Fan,1484,0,1484,0.09,0.17,1702833,18,874477,0,0,OTHERS,,,,
3078,2014,Madhya Pradesh,KHAJURAHO,KRISHAN SHARAN BHAIYA RAJA BUNDELA,M,44,GEN,BBPSP,Batsman,1679,0,1679,0.10,0.19,1702833,17,874477,0,0,OTHERS,,,,
3079,2014,Madhya Pradesh,KHAJURAHO,JAGDEESH KUMAR PATEL,M,28,GEN,AD,Cup & Saucer,2549,0,2549,0.15,0.29,1702833,15,874477,0,0,OTHERS,,,,
3080,2014,Madhya Pradesh,KHAJURAHO,SMT. DURGA SHARMA / ALIAS MADHU KAPIL,F,51,GEN,BC,Almirah,1936,0,1936,0.11,0.22,1702833,16,874477,0,0,OTHERS,,,,
3081,2014,Madhya Pradesh,KHAJURAHO,MAHESH CHANDRA,M,47,GEN,RSMD,Kite,3012,0,3012,0.18,0.34,1702833,13,874477,0,0,OTHERS,,,,
3082,2014,Madhya Pradesh,KHAJURAHO,SIDDHARTH SUKHLAL KUSHWAHA,M,29,GEN,SP,Bicycle,40068,1,40069,2.35,4.58,1702833,4,874477,0,0,OTHERS,,,,
3083,2014,Madhya Pradesh,KHAJURAHO,SANJEEV KUMAR MISHRA,M,35,GEN,AIFB,Lion,3187,0,3187,0.19,0.36,1702833,12,874477,0,0,OTHERS,,,,
3084,2014,Madhya Pradesh,KHAJURAHO,ANWAR KHAN,M,38,GEN,IND,Balloon,3505,0,3505,0.21,0.40,1702833,11,874477,0,0,OTHERS,,,,
3085,2014,Madhya Pradesh,KHAJURAHO,AYENDRA  KUMAR SHARMA,M,33,GEN,IND,Battery Torch,4084,0,4084,0.24,0.47,1702833,10,874477,0,0,OTHERS,,,,
3086,2014,Madhya Pradesh,KHAJURAHO,JAYANT PRATAP SINGH / VIJAY SINGH,M,35,GEN,IND,Whistle,5906,0,5906,0.35,0.68,1702833,9,874477,0,0,OTHERS,,,,
3087,2014,Madhya Pradesh,KHAJURAHO,RAM NATH LODHEE,M,41,GEN,IND,Auto- Rickshaw,13826,0,13826,0.81,1.58,1702833,5,874477,0,0,OTHERS,,,,
3088,2014,Madhya Pradesh,KHAJURAHO,SHRIDHAR KHARE,M,60,GEN,IND,Basket containing Fruits,10996,1,10997,0.65,1.26,1702833,6,874477,0,0,OTHERS,,,,
3089,2014,Madhya Pradesh,KHAJURAHO,None of the Above,,,,NOTA,NOTA,7878,0,7878,0.46,0.90,1702833,8,874477,0,0,OTHERS,,,,
3090,2014,Madhya Pradesh,SATNA,AJAY  SINGH RAHUL BHAIYYA,M,58,GEN,INC,Hand,366567,33,366600,25.14,40.13,1458381,2,913444,0,1,UPA,,,,
3091,2014,Madhya Pradesh,SATNA,GANESH SINGH,M,51,GEN,BJP,Lotus,375169,119,375288,25.73,41.08,1458381,1,913444,1,0,NDA,,,,
3092,2014,Madhya Pradesh,SATNA,DHARMENDRA SINGH TIWARI,M,35,GEN,BSP,Elephant,124593,9,124602,8.54,13.64,1458381,3,913444,0,0,OTHERS,,,,
3093,2014,Madhya Pradesh,SATNA,JAGDISH SINGH,M,63,GEN,AAAP,Broom,7923,2,7925,0.54,0.87,1458381,6,913444,0,0,OTHERS,,,,
3094,2014,Madhya Pradesh,SATNA,DADHIBAL PRASAD PATEL,M,52,GEN,AD,Cup & Saucer,1503,0,1503,0.10,0.16,1458381,12,913444,0,0,OTHERS,,,,
3095,2014,Madhya Pradesh,SATNA,MAHGOO SINGH MUTHEL,M,49,SC,DaVP,Almirah,950,0,950,0.07,0.10,1458381,14,913444,0,0,OTHERS,,,,
3096,2014,Madhya Pradesh,SATNA,RAJ KUMAR GOTAM,M,44,GEN,BSCP,FLUTE,1202,0,1202,0.08,0.13,1458381,13,913444,0,0,OTHERS,,,,
3097,2014,Madhya Pradesh,SATNA,VINOD KUMAR RAVI,M,35,SC,BSDS,Ceiling Fan,924,0,924,0.06,0.10,1458381,15,913444,0,0,OTHERS,,,,
3098,2014,Madhya Pradesh,SATNA,SHYAM LAL KUSHWAHA,M,40,GEN,GGP,Saw,2155,0,2155,0.15,0.24,1458381,9,913444,0,0,OTHERS,,,,
3099,2014,Madhya Pradesh,SATNA,AJAY PRATAP SINGH,M,29,GEN,IND,Cauliflower,2021,0,2021,0.14,0.22,1458381,10,913444,0,0,OTHERS,,,,
3100,2014,Madhya Pradesh,SATNA,ASHOK KUMAR SAKET,M,27,SC,IND,BUCKET,1694,0,1694,0.12,0.19,1458381,11,913444,0,0,OTHERS,,,,
3101,2014,Madhya Pradesh,SATNA,KESHAV PRASAD TRIPATHI AD. K.P.,M,47,GEN,IND,Black Board,2253,0,2253,0.15,0.25,1458381,8,913444,0,0,OTHERS,,,,
3102,2014,Madhya Pradesh,SATNA,BIRENDRA BHAI PATEL,M,43,GEN,IND,Auto- Rickshaw,5305,0,5305,0.36,0.58,1458381,7,913444,0,0,OTHERS,,,,
3103,2014,Madhya Pradesh,SATNA,SHRI RAM SHUKLA RAJJAN,M,32,GEN,IND,Candles,7986,0,7986,0.55,0.87,1458381,5,913444,0,0,OTHERS,,,,
3104,2014,Madhya Pradesh,SATNA,None of the Above,,,,NOTA,NOTA,13035,1,13036,0.89,1.43,1458381,4,913444,0,0,OTHERS,,,,
3105,2014,Madhya Pradesh,REWA,JANARDAN MISHRA,M,58,GEN,BJP,Lotus,383246,74,383320,24.81,46.17,1544719,1,830002,1,0,NDA,,,,
3106,2014,Madhya Pradesh,REWA,DEORAJ SINGH PATEL,M,41,GEN,BSP,Elephant,175550,17,175567,11.37,21.15,1544719,3,830002,0,0,OTHERS,,,,
3107,2014,Madhya Pradesh,REWA,SUNDERLAL TIWARI,M,56,GEN,INC,Hand,214572,22,214594,13.89,25.85,1544719,2,830002,0,1,UPA,,,,
3108,2014,Madhya Pradesh,REWA,ABDUL WAFATI ANSARI URF YUVRAJ TAILORS,M,54,GEN,SAP,Air Conditioner,7527,0,7527,0.49,0.91,1544719,5,830002,0,0,OTHERS,,,,
3109,2014,Madhya Pradesh,REWA,PURNANAND TIWARI,M,35,GEN,AAAP,Broom,5834,1,5835,0.38,0.70,1544719,6,830002,0,0,OTHERS,,,,
