id,year,statename,pcname,candidate,sex,age,category,party,symbol,general,postal,total,overelectors,overpolled,electors,rank,polled,win,runner,alliance,created_at,updated_at,,
7530,2014,West Bengal,Jadavpur,PINTU SANPUI,M,39,SC,BMUP,Cot,1335,5,1340,0.08,0.11,1595746,13,1272362,0,0,OTHERS,,,,
7531,2014,West Bengal,Jadavpur,HASIBUL ISLAM MIR,M,39,GEN,RJNP,HOCKEY & BALL,1464,0,1464,0.09,0.11,1595746,12,1272362,0,0,OTHERS,,,,
7532,2014,West Bengal,Jadavpur,ASHOK KUMAR SHAW,M,38,GEN,IND,Bread,1294,0,1294,0.08,0.10,1595746,14,1272362,0,0,OTHERS,,,,
7533,2014,West Bengal,Jadavpur,KARTIK KAYAL,M,37,SC,IND,Battery Torch,2837,0,2837,0.18,0.22,1595746,11,1272362,0,0,OTHERS,,,,
7534,2014,West Bengal,Jadavpur,MANGAL KUMAR SARDAR,M,25,SC,IND,Slate,3405,1,3406,0.21,0.27,1595746,8,1272362,0,0,OTHERS,,,,
7535,2014,West Bengal,Jadavpur,SHAMALI DAS,F,56,GEN,IND,Table Lamp,2884,1,2885,0.18,0.23,1595746,10,1272362,0,0,OTHERS,,,,
7536,2014,West Bengal,Jadavpur,SUSANTA KUMAR NASKAR,M,59,SC,IND,Pen Stand,3066,1,3067,0.19,0.24,1595746,9,1272362,0,0,OTHERS,,,,
7537,2014,West Bengal,Jadavpur,None of the Above,,,,NOTA,NOTA,15633,34,15667,0.98,1.23,1595746,5,1272362,0,0,OTHERS,,,,
7538,2014,West Bengal,Kolkata Dakshin,MALA ROY,F,56,GEN,INC,Hand,113377,76,113453,6.73,9.71,1685296,4,1167986,0,0,UPA,,,,
7539,2014,West Bengal,Kolkata Dakshin,NANDINI MUKHERJEE,F,48,GEN,CPM,"Hammer, Sickle and Star",277706,708,278414,16.52,23.83,1685296,3,1167986,0,0,OTHERS,,,,
7540,2014,West Bengal,Kolkata Dakshin,OMPRAKASH PRAJAPATI,M,32,GEN,BSP,Elephant,4559,5,4564,0.27,0.39,1685296,6,1167986,0,0,OTHERS,,,,
7541,2014,West Bengal,Kolkata Dakshin,SUBRATA BAKSHI,M,64,GEN,AITC,Flowers and Grass,431119,596,431715,25.62,36.95,1685296,1,1167986,1,0,OTHERS,,,,
7542,2014,West Bengal,Kolkata Dakshin,TATHAGATA ROY,M,68,GEN,BJP,Lotus,295126,250,295376,17.53,25.28,1685296,2,1167986,0,1,NDA,,,,
7543,2014,West Bengal,Kolkata Dakshin,HITANGSHU BANERJEE,M,42,GEN,AMB,Kite,2918,3,2921,0.17,0.25,1685296,11,1167986,0,0,OTHERS,,,,
7544,2014,West Bengal,Kolkata Dakshin,KARAN SINGH,M,59,GEN,IJP,Gas Cylinder,1103,0,1103,0.07,0.09,1685296,15,1167986,0,0,NDA,,,,
7545,2014,West Bengal,Kolkata Dakshin,MD. HESHAMUDDIN,M,62,GEN,WPOI,Scissors,1553,1,1554,0.09,0.13,1685296,13,1167986,0,0,OTHERS,,,,
7546,2014,West Bengal,Kolkata Dakshin,K. P. MD. SHARIF,M,41,GEN,IUML,Ladder,3770,6,3776,0.22,0.32,1685296,9,1167986,0,0,UPA,,,,
7547,2014,West Bengal,Kolkata Dakshin,RAVEENDRAN. T.P (RAVI PALOOR),M,57,GEN,CPIM,Saw,874,1,875,0.05,0.07,1685296,16,1167986,0,0,OTHERS,,,,
7548,2014,West Bengal,Kolkata Dakshin,SYED MD WASIM RAZA,M,30,GEN,AIMF,Air Conditioner,1193,2,1195,0.07,0.10,1685296,14,1167986,0,0,OTHERS,,,,
7549,2014,West Bengal,Kolkata Dakshin,ZUBAIR RABBANI,M,51,GEN,SUCI,Glass Tumbler,3988,6,3994,0.24,0.34,1685296,8,1167986,0,0,OTHERS,,,,
7550,2014,West Bengal,Kolkata Dakshin,ASHOKE BISWAS,M,63,GEN,IND,Camera,4334,1,4335,0.26,0.37,1685296,7,1167986,0,0,OTHERS,,,,
7551,2014,West Bengal,Kolkata Dakshin,BADRI MONDAL,M,39,SC,IND,Pot,1844,0,1844,0.11,0.16,1685296,12,1167986,0,0,OTHERS,,,,
7552,2014,West Bengal,Kolkata Dakshin,SHAMALI DAS,F,56,GEN,IND,Candles,3356,0,3356,0.20,0.29,1685296,10,1167986,0,0,OTHERS,,,,
7553,2014,West Bengal,Kolkata Dakshin,None of the Above,,,,NOTA,NOTA,19472,39,19511,1.16,1.67,1685296,5,1167986,0,0,OTHERS,,,,
7554,2014,West Bengal,Kolkata Uttar,BAGCHI RUPA,F,48,GEN,CPM,"Hammer, Sickle and Star",195591,462,196053,13.67,20.50,1433985,3,955778,0,0,OTHERS,,,,
7555,2014,West Bengal,Kolkata Uttar,PHUL CHAND RAM,M,33,SC,BSP,Elephant,2125,2,2127,0.15,0.22,1433985,10,955778,0,0,OTHERS,,,,
7556,2014,West Bengal,Kolkata Uttar,RAHUL (BISWAJIT) SINHA,M,50,GEN,BJP,Lotus,247316,145,247461,17.26,25.88,1433985,2,955778,0,1,NDA,,,,
7557,2014,West Bengal,Kolkata Uttar,SOMENDRANATH MITRA,M,73,GEN,INC,Hand,130714,69,130783,9.12,13.68,1433985,4,955778,0,0,UPA,,,,
7558,2014,West Bengal,Kolkata Uttar,SUDIP BANDYOPADHYAY,M,62,GEN,AITC,Flowers and Grass,343389,298,343687,23.97,35.95,1433985,1,955778,1,0,OTHERS,,,,
7559,2014,West Bengal,Kolkata Uttar,ALOK CHATURVEDI,M,47,GEN,AAAP,Broom,4397,2,4399,0.31,0.46,1433985,7,955778,0,0,OTHERS,,,,
7560,2014,West Bengal,Kolkata Uttar,S.M. HABIBULLAH,M,57,GEN,GaAP,Bread,660,0,660,0.05,0.07,1433985,17,955778,0,0,OTHERS,,,,
7561,2014,West Bengal,Kolkata Uttar,MD. IBRAHIM KHAN,M,59,GEN,IUML,Ladder,749,0,749,0.05,0.08,1433985,15,955778,0,0,UPA,,,,
7562,2014,West Bengal,Kolkata Uttar,MITUL KUMAR SINGH,M,27,GEN,RAHM,FLUTE,548,0,548,0.04,0.06,1433985,18,955778,0,0,OTHERS,,,,
7563,2014,West Bengal,Kolkata Uttar,TARUN MUKHERJEE,M,37,GEN,RJNP,HOCKEY & BALL,708,0,708,0.05,0.07,1433985,16,955778,0,0,OTHERS,,,,
7564,2014,West Bengal,Kolkata Uttar,DEBAJYOTI SENGUPTA,M,51,GEN,IND,Candles,1435,0,1435,0.10,0.15,1433985,13,955778,0,0,OTHERS,,,,
7565,2014,West Bengal,Kolkata Uttar,DR. DEVENDRA PANDEY,M,49,GEN,IND,Pen Nib with Seven Rays,4168,0,4168,0.29,0.44,1433985,8,955778,0,0,OTHERS,,,,
7566,2014,West Bengal,Kolkata Uttar,KALI PADA JANA,M,63,GEN,IND,Balloon,1860,0,1860,0.13,0.19,1433985,11,955778,0,0,OTHERS,,,,
7567,2014,West Bengal,Kolkata Uttar,KAUSHIK BISWAS,M,40,GEN,IND,Kite,1810,0,1810,0.13,0.19,1433985,12,955778,0,0,OTHERS,,,,
7568,2014,West Bengal,Kolkata Uttar,RATHINDRA NATH ROY,M,47,GEN,IND,Batsman,1149,0,1149,0.08,0.12,1433985,14,955778,0,0,OTHERS,,,,
7569,2014,West Bengal,Kolkata Uttar,SANJOY SAHA,M,36,GEN,IND,Gas Stove,4808,0,4808,0.34,0.50,1433985,6,955778,0,0,OTHERS,,,,
7570,2014,West Bengal,Kolkata Uttar,SAUMEN MITRA,M,65,GEN,IND,Funnel,3752,0,3752,0.26,0.39,1433985,9,955778,0,0,OTHERS,,,,
7571,2014,West Bengal,Kolkata Uttar,SUNIRMAL BASU,M,49,GEN,IND,Battery Torch,518,0,518,0.04,0.05,1433985,19,955778,0,0,OTHERS,,,,
7572,2014,West Bengal,Kolkata Uttar,None of the Above,,,,NOTA,NOTA,9086,17,9103,0.63,0.95,1433985,5,955778,0,0,OTHERS,,,,
7573,2014,West Bengal,Howrah,GEORGE BAKER,M,68,GEN,BJP,Lotus,248055,65,248120,16.49,22.04,1505099,3,1125399,0,0,NDA,,,,
7574,2014,West Bengal,Howrah,PRASUN BANERJEE,M,59,GEN,AITC,Flowers and Grass,488339,122,488461,32.45,43.39,1505099,1,1125399,1,0,OTHERS,,,,
7575,2014,West Bengal,Howrah,MANOJ KUMAR PANDEY,M,42,GEN,INC,Hand,63245,9,63254,4.20,5.62,1505099,4,1125399,0,0,UPA,,,,
7576,2014,West Bengal,Howrah,SHIB CHANDRA RAM,M,54,SC,BSP,Elephant,3241,0,3241,0.22,0.29,1505099,7,1125399,0,0,OTHERS,,,,
7577,2014,West Bengal,Howrah,SRIDIP BHATTACHARYA,M,58,GEN,CPM,"Hammer, Sickle and Star",291345,160,291505,19.37,25.89,1505099,2,1125399,0,1,OTHERS,,,,
7578,2014,West Bengal,Howrah,GOBARDDHAN MANNA,M,62,GEN,IUC,Candles,2680,0,2680,0.18,0.24,1505099,8,1125399,0,0,OTHERS,,,,
7579,2014,West Bengal,Howrah,MOHAMMAD SIRAJUDDIN SEKH,M,41,GEN,GaAP,Bread,1079,0,1079,0.07,0.10,1505099,15,1125399,0,0,OTHERS,,,,
7580,2014,West Bengal,Howrah,SUKUMAR BARAL,M,50,GEN,BMUP,Cot,635,0,635,0.04,0.06,1505099,16,1125399,0,0,OTHERS,,,,
7581,2014,West Bengal,Howrah,SURAJ NARAYAN SINGH,M,49,GEN,AAAP,Broom,2184,2,2186,0.15,0.19,1505099,10,1125399,0,0,OTHERS,,,,
7582,2014,West Bengal,Howrah,SOUMITRA SENGUPTA,M,55,GEN,SUCI,Glass Tumbler,1813,1,1814,0.12,0.16,1505099,13,1125399,0,0,OTHERS,,,,
7583,2014,West Bengal,Howrah,DINESH KUMAR SHARMA,M,45,SC,IND,Coat,2343,0,2343,0.16,0.21,1505099,9,1125399,0,0,OTHERS,,,,
7584,2014,West Bengal,Howrah,MRITYUNJAY SARKAR,M,39,SC,IND,Brush,2034,0,2034,0.14,0.18,1505099,12,1125399,0,0,OTHERS,,,,
7585,2014,West Bengal,Howrah,SAJAL KUMAR DAS,M,34,SC,IND,Ceiling Fan,1572,0,1572,0.10,0.14,1505099,14,1125399,0,0,OTHERS,,,,
7586,2014,West Bengal,Howrah,SANJIB SARKAR,M,39,SC,IND,Dolli,2105,0,2105,0.14,0.19,1505099,11,1125399,0,0,OTHERS,,,,
7587,2014,West Bengal,Howrah,SONIA DAS,F,26,SC,IND,Ice Cream,4441,0,4441,0.30,0.39,1505099,6,1125399,0,0,OTHERS,,,,
7588,2014,West Bengal,Howrah,None of the Above,,,,NOTA,NOTA,9924,5,9929,0.66,0.88,1505099,5,1125399,0,0,OTHERS,,,,
7589,2014,West Bengal,Uluberia,ASIT MITRA,M,67,GEN,INC,Hand,67815,11,67826,4.68,5.71,1448632,4,1186027,0,0,UPA,,,,
7590,2014,West Bengal,Uluberia,RANJIT KISHORE MOHANTY,M,68,GEN,BJP,Lotus,137069,68,137137,9.47,11.55,1448632,3,1186027,0,0,NDA,,,,
7591,2014,West Bengal,Uluberia,REKHA DAS,F,38,SC,BSP,Elephant,3918,0,3918,0.27,0.33,1448632,9,1186027,0,0,OTHERS,,,,
7592,2014,West Bengal,Uluberia,SABIR UDDIN MOLLA,M,39,GEN,CPM,"Hammer, Sickle and Star",369393,170,369563,25.51,31.13,1448632,2,1186027,0,1,OTHERS,,,,
7593,2014,West Bengal,Uluberia,SULTAN AHMED,M,58,GEN,AITC,Flowers and Grass,570598,187,570785,39.40,48.08,1448632,1,1186027,1,0,OTHERS,,,,
7594,2014,West Bengal,Uluberia,ABUL QASEM,M,72,GEN,IUC,Candles,6607,0,6607,0.46,0.56,1448632,6,1186027,0,0,OTHERS,,,,
7595,2014,West Bengal,Uluberia,MINATI SARKAR,F,54,GEN,SUCI,Glass Tumbler,2899,3,2902,0.20,0.24,1448632,11,1186027,0,0,OTHERS,,,,
7596,2014,West Bengal,Uluberia,SUJATA DUTTA,F,39,GEN,BMUP,Cot,1400,0,1400,0.10,0.12,1448632,14,1186027,0,0,OTHERS,,,,
7597,2014,West Bengal,Uluberia,HASAN NAWAJ,M,61,GEN,AIUDF,Lock and Key,5708,1,5709,0.39,0.48,1448632,7,1186027,0,0,OTHERS,,,,
7598,2014,West Bengal,Uluberia,ASHIS KUMAR DAS,M,41,SC,IND,CHESS BOARD,2437,0,2437,0.17,0.21,1448632,13,1186027,0,0,OTHERS,,,,
7599,2014,West Bengal,Uluberia,DILIP KUMAR HAIT,M,49,SC,IND,Kite,3947,0,3947,0.27,0.33,1448632,8,1186027,0,0,OTHERS,,,,
7600,2014,West Bengal,Uluberia,RAMESH DHARA,M,58,SC,IND,Cauliflower,2529,0,2529,0.17,0.21,1448632,12,1186027,0,0,OTHERS,,,,
7601,2014,West Bengal,Uluberia,SUSANTA KUMAR DALUI,M,49,SC,IND,School Bag,2990,0,2990,0.21,0.25,1448632,10,1186027,0,0,OTHERS,,,,
7602,2014,West Bengal,Uluberia,None of the Above,,,,NOTA,NOTA,8274,3,8277,0.57,0.70,1448632,5,1186027,0,0,OTHERS,,,,
7603,2014,West Bengal,Srerampur,ABDUL MANNAN,M,62,GEN,INC,Hand,86043,56,86099,5.30,6.67,1624038,4,1290433,0,0,UPA,,,,
7604,2014,West Bengal,Srerampur,KALYAN BANERJEE,M,57,GEN,AITC,Flowers and Grass,514484,449,514933,31.71,39.88,1624038,1,1290433,1,0,OTHERS,,,,
7605,2014,West Bengal,Srerampur,TIRTHANKAR RAY,M,38,GEN,CPM,"Hammer, Sickle and Star",361744,663,362407,22.32,28.07,1624038,2,1290433,0,1,OTHERS,,,,
7606,2014,West Bengal,Srerampur,BAPPI LAHIRI,M,62,GEN,BJP,Lotus,287456,256,287712,17.72,22.28,1624038,3,1290433,0,0,NDA,,,,
7607,2014,West Bengal,Srerampur,NASIRUDDIN MIR,M,32,GEN,IUC,Candles,4240,0,4240,0.26,0.33,1624038,8,1290433,0,0,OTHERS,,,,
7608,2014,West Bengal,Srerampur,MANASA SEN,M,53,GEN,WPOI,BUCKET,3406,0,3406,0.21,0.26,1624038,9,1290433,0,0,OTHERS,,,,
7609,2014,West Bengal,Srerampur,MD. SHANAWAZ,M,56,GEN,SUCI,Glass Tumbler,2697,1,2698,0.17,0.21,1624038,10,1290433,0,0,OTHERS,,,,
7610,2014,West Bengal,Srerampur,KAILASH NASKAR,M,36,SC,IND,Pen Stand,2673,1,2674,0.16,0.21,1624038,11,1290433,0,0,OTHERS,,,,
7611,2014,West Bengal,Srerampur,RAJU DEY SARKAR,M,39,GEN,IND,CHESS BOARD,4277,0,4277,0.26,0.33,1624038,7,1290433,0,0,OTHERS,,,,
7612,2014,West Bengal,Srerampur,DR. SOMNATH GHOSH,M,32,GEN,IND,Stethoscope,6613,0,6613,0.41,0.51,1624038,6,1290433,0,0,OTHERS,,,,
7613,2014,West Bengal,Srerampur,None of the Above,,,,NOTA,NOTA,15350,24,15374,0.95,1.19,1624038,5,1290433,0,0,OTHERS,,,,
7614,2014,West Bengal,Hooghly,DR. CHANDAN MITRA,M,59,GEN,BJP,Lotus,220898,373,221271,13.57,16.38,1630042,3,1348870,0,0,NDA,,,,
7615,2014,West Bengal,Hooghly,PRADIP SAHA,M,53,SC,CPM,"Hammer, Sickle and Star",424060,1168,425228,26.09,31.48,1630042,2,1348870,0,1,OTHERS,,,,
7616,2014,West Bengal,Hooghly,PRITAM GHOSH,M,51,GEN,INC,Hand,42173,53,42226,2.59,3.13,1630042,4,1348870,0,0,UPA,,,,
7617,2014,West Bengal,Hooghly,VIJAY KUMAR MAHATO,M,41,SC,BSP,Elephant,5515,4,5519,0.34,0.41,1630042,8,1348870,0,0,OTHERS,,,,
7618,2014,West Bengal,Hooghly,DR. RATNA DE (NAG),F,62,GEN,AITC,Flowers and Grass,613118,1194,614312,37.69,45.47,1630042,1,1348870,1,0,OTHERS,,,,
7619,2014,West Bengal,Hooghly,PABAN MAZUMDER,M,37,SC,SUCI,Glass Tumbler,7676,6,7682,0.47,0.57,1630042,7,1348870,0,0,OTHERS,,,,
7620,2014,West Bengal,Hooghly,SHUKCHAND MURMU,M,34,ST,JDP,Cup & Saucer,3196,1,3197,0.20,0.24,1630042,10,1348870,0,0,OTHERS,,,,
7621,2014,West Bengal,Hooghly,SANGHAMITRA MUKHERJEE,F,33,GEN,RJNP,HOCKEY & BALL,3766,0,3766,0.23,0.28,1630042,9,1348870,0,0,OTHERS,,,,
7622,2014,West Bengal,Hooghly,SAJAL ADHIKARI,M,49,GEN,CPI(ML)(L),Flag with Three Stars,9146,6,9152,0.56,0.68,1630042,6,1348870,0,0,OTHERS,,,,
7623,2014,West Bengal,Hooghly,None of the Above,,,,NOTA,NOTA,16469,48,16517,1.01,1.22,1630042,5,1348870,0,0,OTHERS,,,,
7624,2014,West Bengal,Arambagh,APARUPA PODDAR (AFRIN ALI),F,28,SC,AITC,Flowers and Grass,748168,596,748764,46.79,54.94,1600293,1,1361934,1,0,OTHERS,,,,
7625,2014,West Bengal,Arambagh,MADHUSUDAN BAG,M,42,SC,BJP,Lotus,158311,169,158480,9.90,11.63,1600293,3,1361934,0,0,NDA,,,,
7626,2014,West Bengal,Arambagh,SAKTIMOHAN MALIK,M,54,SC,CPM,"Hammer, Sickle and Star",401291,628,401919,25.12,29.49,1600293,2,1361934,0,1,OTHERS,,,,
7627,2014,West Bengal,Arambagh,SAMBHUNATH MALIK,M,55,SC,INC,Hand,27850,22,27872,1.74,2.05,1600293,4,1361934,0,0,UPA,,,,
7628,2014,West Bengal,Arambagh,GANESH BAG,M,31,SC,JDP,Cup & Saucer,7061,1,7062,0.44,0.52,1600293,6,1361934,0,0,OTHERS,,,,
7629,2014,West Bengal,Arambagh,None of the Above,,,,NOTA,NOTA,17816,21,17837,1.11,1.31,1600293,5,1361934,0,0,OTHERS,,,,
7630,2014,West Bengal,Tamluk,ADHIKARI SUVENDU,M,44,GEN,AITC,Flowers and Grass,715556,1372,716928,46.94,53.57,1527273,1,1337684,1,0,OTHERS,,,,
7631,2014,West Bengal,Tamluk,ANWAR ALI SK,M,67,GEN,INC,Hand,29613,32,29645,1.94,2.22,1527273,4,1337684,0,0,UPA,,,,
7632,2014,West Bengal,Tamluk,KAMAL BAG,M,38,SC,BSP,Elephant,3109,1,3110,0.20,0.23,1527273,8,1337684,0,0,OTHERS,,,,
7633,2014,West Bengal,Tamluk,BADSHA ALAM,M,61,GEN,BJP,Lotus,86138,127,86265,5.65,6.45,1527273,3,1337684,0,0,NDA,,,,
7634,2014,West Bengal,Tamluk,SEKH IBRAHIM ALI,M,26,GEN,CPM,"Hammer, Sickle and Star",469425,1022,470447,30.80,35.15,1527273,2,1337684,0,1,OTHERS,,,,
7635,2014,West Bengal,Tamluk,BIBEKANANDA RAY,M,56,GEN,SUCI,Glass Tumbler,10176,21,10197,0.67,0.76,1527273,6,1337684,0,0,OTHERS,,,,
7636,2014,West Bengal,Tamluk,MANIK CHANDRA MONDAL,M,36,GEN,IUML,Ladder,1499,1,1500,0.10,0.11,1527273,11,1337684,0,0,UPA,,,,
7637,2014,West Bengal,Tamluk,ABDUR REZAK SK,M,34,GEN,IND,Battery Torch,1681,1,1682,0.11,0.13,1527273,10,1337684,0,0,OTHERS,,,,
7638,2014,West Bengal,Tamluk,KALISANKAR JANA,M,33,GEN,IND,Candles,2656,2,2658,0.17,0.20,1527273,9,1337684,0,0,OTHERS,,,,
7639,2014,West Bengal,Tamluk,RAJYASHREE CHAUDHURI,F,45,GEN,IND,Coconut,3604,5,3609,0.24,0.27,1527273,7,1337684,0,0,OTHERS,,,,
7640,2014,West Bengal,Tamluk,None of the Above,,,,NOTA,NOTA,11601,42,11643,0.76,0.87,1527273,5,1337684,0,0,OTHERS,,,,
7641,2014,West Bengal,Kanthi,ADHIKARI SISIR KUMAR,M,74,GEN,AITC,Flowers and Grass,675899,850,676749,45.41,52.37,1490409,1,1290811,1,0,OTHERS,,,,
7642,2014,West Bengal,Kanthi,ANSAR ALI SK,M,56,GEN,BSP,Elephant,8296,2,8298,0.56,0.64,1490409,6,1290811,0,0,OTHERS,,,,
7643,2014,West Bengal,Kanthi,KAMALENDU PAHARI,M,47,GEN,BJP,Lotus,110956,126,111082,7.45,8.60,1490409,3,1290811,0,0,NDA,,,,
7644,2014,West Bengal,Kanthi,KUNAL BANERJEE,M,40,GEN,INC,Hand,27210,20,27230,1.83,2.11,1490409,4,1290811,0,0,UPA,,,,
7645,2014,West Bengal,Kanthi,SINHA TAPAS,M,47,GEN,CPM,"Hammer, Sickle and Star",446568,691,447259,30.01,34.61,1490409,2,1290811,0,1,OTHERS,,,,
7646,2014,West Bengal,Kanthi,MANAS PRADHAN,M,40,GEN,SUCI,Glass Tumbler,7318,17,7335,0.49,0.57,1490409,7,1290811,0,0,OTHERS,,,,
7647,2014,West Bengal,Kanthi,SK GOLAM NABI AJAD,M,32,GEN,IND,Battery Torch,3260,0,3260,0.22,0.25,1490409,8,1290811,0,0,OTHERS,,,,
7648,2014,West Bengal,Kanthi,None of the Above,,,,NOTA,NOTA,9571,27,9598,0.64,0.74,1490409,5,1290811,0,0,OTHERS,,,,
7649,2014,West Bengal,Ghatal,ADHIKARI DEEPAK (DEV),M,32,GEN,AITC,Flowers and Grass,685122,574,685696,42.58,50.14,1610489,1,1366909,1,0,OTHERS,,,,
7650,2014,West Bengal,Ghatal,MD. ALAM,M,39,GEN,BJP,Lotus,94725,117,94842,5.89,6.93,1610489,4,1366909,0,0,NDA,,,,
7651,2014,West Bengal,Ghatal,MANAS RANJAN BHUNIA,M,63,GEN,INC,Hand,123018,110,123128,7.65,9.00,1610489,3,1366909,0,0,UPA,,,,
7652,2014,West Bengal,Ghatal,SANTOSH RANA,M,66,GEN,CPI,Ears of Corn And Sickle,424183,622,424805,26.38,31.06,1610489,2,1366909,0,1,OTHERS,,,,
7653,2014,West Bengal,Ghatal,ANJAN JANA,M,51,SC,SUCI,Glass Tumbler,8073,7,8080,0.50,0.59,1610489,6,1366909,0,0,OTHERS,,,,
7654,2014,West Bengal,Ghatal,GANGARAM SASMAL,M,65,GEN,PDS,Battery Torch,1758,0,1758,0.11,0.13,1610489,11,1366909,0,0,OTHERS,,,,
7655,2014,West Bengal,Ghatal,GOPAL MURMU,M,41,ST,JHAP,Dao,2154,0,2154,0.13,0.16,1610489,9,1366909,0,0,OTHERS,,,,
7656,2014,West Bengal,Ghatal,GOBARDHAN GHOSH,M,56,GEN,RaJSP,Electric Pole,1982,1,1983,0.12,0.14,1610489,10,1366909,0,0,OTHERS,,,,
7657,2014,West Bengal,Ghatal,GOUTAM KOURI,M,35,GEN,AMB,Candles,5546,1,5547,0.34,0.41,1610489,7,1366909,0,0,OTHERS,,,,
7658,2014,West Bengal,Ghatal,GOPAL MONDAL,M,30,GEN,IND,Ceiling Fan,4498,0,4498,0.28,0.33,1610489,8,1366909,0,0,OTHERS,,,,
7659,2014,West Bengal,Ghatal,None of the Above,,,,NOTA,NOTA,14406,12,14418,0.90,1.05,1610489,5,1366909,0,0,OTHERS,,,,
7660,2014,West Bengal,Jhargram,ANITA HANSDA,F,58,ST,INC,Hand,40489,24,40513,2.75,3.22,1475112,4,1257613,0,0,UPA,,,,
7661,2014,West Bengal,Jhargram,UMA SAREN,F,29,ST,AITC,Flowers and Grass,673798,706,674504,45.73,53.63,1475112,1,1257613,1,0,OTHERS,,,,
7662,2014,West Bengal,Jhargram,DR. PULIN BIHARI BASKE,M,46,ST,CPM,"Hammer, Sickle and Star",326236,385,326621,22.14,25.97,1475112,2,1257613,0,1,OTHERS,,,,
7663,2014,West Bengal,Jhargram,BIKASH MUDI,M,37,ST,BJP,Lotus,122321,138,122459,8.30,9.74,1475112,3,1257613,0,0,NDA,,,,
7664,2014,West Bengal,Jhargram,GOMASTA PRASAD SOREN,M,70,ST,AKBJHP,Scissors,8363,1,8364,0.57,0.67,1475112,9,1257613,0,0,OTHERS,,,,
7665,2014,West Bengal,Jhargram,CHUNIBALA HANSDA,F,48,ST,JKP(N),Basket containing Fruits,7604,4,7608,0.52,0.60,1475112,10,1257613,0,0,OTHERS,,,,
7666,2014,West Bengal,Jhargram,BUDDHADEB MANDI,M,49,ST,JMM,Bow & Arrow,15111,3,15114,1.02,1.20,1475112,6,1257613,0,0,UPA,,,,
7667,2014,West Bengal,Jhargram,MILAN MANDI,M,35,ST,JDP,Cup & Saucer,6011,2,6013,0.41,0.48,1475112,12,1257613,0,0,OTHERS,,,,
7668,2014,West Bengal,Jhargram,MURARI MOHAN BASKE,M,62,ST,JHAP,BUCKET,3877,0,3877,0.26,0.31,1475112,14,1257613,0,0,OTHERS,,,,
7669,2014,West Bengal,Jhargram,RAJIB MUDI,M,28,ST,SUCI,Glass Tumbler,5057,1,5058,0.34,0.40,1475112,13,1257613,0,0,OTHERS,,,,
7670,2014,West Bengal,Jhargram,RAMPADA HANSDA,M,41,ST,AMB,Candles,8478,0,8478,0.57,0.67,1475112,8,1257613,0,0,OTHERS,,,,
7671,2014,West Bengal,Jhargram,SUBODH KUMAR MANDI,M,43,ST,IND,Pot,7453,0,7453,0.51,0.59,1475112,11,1257613,0,0,OTHERS,,,,
7672,2014,West Bengal,Jhargram,HIRANMOY MAJHI,M,31,ST,IND,Bat,8613,3,8616,0.58,0.69,1475112,7,1257613,0,0,OTHERS,,,,
7673,2014,West Bengal,Jhargram,None of the Above,,,,NOTA,NOTA,22925,10,22935,1.55,1.82,1475112,5,1257613,0,0,OTHERS,,,,
7674,2014,West Bengal,Medinipur,KAVITA RANI,F,38,GEN,BSP,Elephant,8639,1,8640,0.58,0.68,1499673,7,1260748,0,0,OTHERS,,,,
7675,2014,West Bengal,Medinipur,PRABODH PANDA,M,68,GEN,CPI,Ears of Corn And Sickle,394903,410,395313,26.36,31.30,1499673,2,1260748,0,1,OTHERS,,,,
7676,2014,West Bengal,Medinipur,PRABHAKAR TEWARI,M,62,GEN,BJP,Lotus,179735,336,180071,12.01,14.26,1499673,3,1260748,0,0,NDA,,,,
7677,2014,West Bengal,Medinipur,DR. BIMAL KUMAR RAJ,M,57,GEN,INC,Hand,48883,31,48914,3.26,3.87,1499673,4,1260748,0,0,UPA,,,,
7678,2014,West Bengal,Medinipur,SANDHYA ROY,F,73,GEN,AITC,Flowers and Grass,579881,560,580441,38.70,45.95,1499673,1,1260748,1,0,OTHERS,,,,
7679,2014,West Bengal,Medinipur,ASHOK BERA,M,40,GEN,AMB,Battery Torch,7880,1,7881,0.53,0.62,1499673,8,1260748,0,0,OTHERS,,,,
7680,2014,West Bengal,Medinipur,TUSHAR JANA,M,55,GEN,SUCI,Glass Tumbler,9795,5,9800,0.65,0.78,1499673,6,1260748,0,0,OTHERS,,,,
7681,2014,West Bengal,Medinipur,MUKIM KHAN,M,60,GEN,JMM,Bow & Arrow,5338,1,5339,0.36,0.42,1499673,10,1260748,0,0,UPA,,,,
7682,2014,West Bengal,Medinipur,SOUMEN SAMANTA,M,40,GEN,PDS,Candles,6070,0,6070,0.40,0.48,1499673,9,1260748,0,0,OTHERS,,,,
7683,2014,West Bengal,Medinipur,RAMKRISNA SARKAR,M,69,GEN,IND,Bat,4661,2,4663,0.31,0.37,1499673,11,1260748,0,0,OTHERS,,,,
7684,2014,West Bengal,Medinipur,None of the Above,,,,NOTA,NOTA,13595,21,13616,0.91,1.08,1499673,5,1260748,0,0,OTHERS,,,,
7685,2014,West Bengal,Purulia,NARAHARI  MAHATO,M,59,GEN,AIFB,Lion,313169,1231,314400,21.36,26.06,1471933,2,1204675,0,1,OTHERS,,,,
7686,2014,West Bengal,Purulia,NEPAL MAHATA,M,52,GEN,INC,Hand,257396,527,257923,17.52,21.38,1471933,3,1204675,0,0,UPA,,,,
