Id,year,statename,pcname,candidate,sex,age,category,partydesc,party,symbol,evm,postal,total,overelectors,overpolled,electors,rank,polled,win,runner,alliance
4694,2019,NCT OF DELHI,New Delhi,BRIJESH GOYAL,,,GEN,Aam Aadmi Party,AAP,,150203,139,150342,,16.33,,3,920541,0,0,OTHERS
4695,2019,NCT OF DELHI,New Delhi,NOTA,,,GEN,None of the Above,NA,,6585,16,6601,,0.72,,4,920541,0,0,OTHERS
4696,2019,NCT OF DELHI,New Delhi,UPENDRA,,,GEN,Anjaan Aadmi Party,AAP-I,,1280,1,1281,,0.14,,5,920541,0,0,OTHERS
4697,2019,NCT OF DELHI,New Delhi,SUNIL KUMAR,,,GEN,Peoples Party of India (Democratic),PPI(D),,1272,0,1272,,0.14,,6,920541,0,0,OTHERS
4698,2019,NCT OF DELHI,New Delhi,SUNIL,,,GEN,Aapki Apni Party (Peoples),AAP(P),,1159,0,1159,,0.13,,7,920541,0,0,OTHERS
4699,2019,NCT OF DELHI,New Delhi,K SREEKRISHNA,,,GEN,Jammu & Kashmir National Panthers Party,J&KNPP,,919,1,920,,0.1,,8,920541,0,0,OTHERS
4700,2019,NCT OF DELHI,New Delhi,SURESH KUMAR,,,GEN,Independent,IND,,721,0,721,,0.08,,9,920541,0,0,OTHERS
4701,2019,NCT OF DELHI,New Delhi,SWADESH KUMAR OHRI,,,GEN,Atulya Bharat Party,ABP,,641,0,641,,0.07,,10,920541,0,0,OTHERS
4702,2019,NCT OF DELHI,New Delhi,AJAY KUMAR LAL,,,GEN,Independent,IND,,639,0,639,,0.07,,11,920541,0,0,OTHERS
4703,2019,NCT OF DELHI,New Delhi,HARKRISHAN DAS NIJHAWAN,,,GEN,Independent,IND,,609,1,610,,0.07,,12,920541,0,0,OTHERS
4704,2019,NCT OF DELHI,New Delhi,VIRENDRA SINGH BHARAT,,,GEN,Rashtriya Rashtrawadi Party,RRP,,530,0,530,,0.06,,13,920541,0,0,OTHERS
4705,2019,NCT OF DELHI,New Delhi,JITENDRA RAUT,,,GEN,Akhil Bharatiya Manavata Paksha,ABMP,,404,1,405,,0.04,,14,920541,0,0,OTHERS
4706,2019,NCT OF DELHI,New Delhi,RAJESH SATIYA,,,GEN,Sanatan Sanskriti Raksha Dal,SSRD,,332,1,333,,0.04,,15,920541,0,0,OTHERS
4707,2019,NCT OF DELHI,New Delhi,RAVINDER PAUL SEHGAL,,,GEN,Pyramid Party of India,PPI,,323,0,323,,0.04,,16,920541,0,0,OTHERS
4708,2019,NCT OF DELHI,New Delhi,LAL JI,,,GEN,Akhand Rashtrawadi Party,ARP,,307,0,307,,0.03,,17,920541,0,0,OTHERS
4709,2019,NCT OF DELHI,New Delhi,PRIYANKA,,,GEN,Independent,IND,,289,0,289,,0.03,,18,920541,0,0,OTHERS
4710,2019,NCT OF DELHI,New Delhi,UMESH CHANDRA GAUR,,,GEN,Republican Party of India (A),RPI(A),,284,1,285,,0.03,,19,920541,0,0,OTHERS
4711,2019,NCT OF DELHI,New Delhi,RAJ KARAN,,,GEN,Corruption Abolition Party,CAP,,275,0,275,,0.03,,20,920541,0,0,OTHERS
4712,2019,NCT OF DELHI,New Delhi,NAVEEN KUMAR,,,GEN,Rashtriya Samrasta Party,RSP-I,,257,0,257,,0.03,,21,920541,0,0,OTHERS
4713,2019,NCT OF DELHI,New Delhi,DILIP SINGH KOTHARI,,,GEN,Independent,IND,,255,0,255,,0.03,,22,920541,0,0,OTHERS
4714,2019,NCT OF DELHI,New Delhi,SREE NIVASAN RAMAMOORTHY,,,GEN,Independent,IND,,237,1,238,,0.03,,23,920541,0,0,OTHERS
4715,2019,NCT OF DELHI,New Delhi,RAMESH,,,GEN,Independent,IND,,200,0,200,,0.02,,24,920541,0,0,OTHERS
4716,2019,NCT OF DELHI,New Delhi,AASHISH S SAXENA,,,GEN,Independent,IND,,198,0,198,,0.02,,25,920541,0,0,OTHERS
4717,2019,NCT OF DELHI,New Delhi,NILANJAN BANERJEE,,,GEN,Bharat Lok Sewak Party,BLSP,,193,1,194,,0.02,,26,920541,0,0,OTHERS
4718,2019,NCT OF DELHI,New Delhi,KRIPASHANKAR C PANDEY,,,GEN,Independent,IND,,184,0,184,,0.02,,27,920541,0,0,OTHERS
4719,2019,NCT OF DELHI,New Delhi,RAJ SHEKHAR GUNTI,,,GEN,Prism,P,,174,0,174,,0.02,,28,920541,0,0,OTHERS
4720,2019,NCT OF DELHI,North East Delhi,MANOJ TIWARI,,,GEN,Bharatiya Janata Party,BJP,,785262,2537,787799,,53.9,,1,1461475,1,0,NDA
4721,2019,NCT OF DELHI,North East Delhi,SHEILA DIKSHIT,,,GEN,Indian National Congress,INC,,421293,404,421697,,28.85,,2,1461475,0,1,OTHERS
4722,2019,NCT OF DELHI,North East Delhi,DILIP PANDEY,,,GEN,Aam Aadmi Party,AAP,,190586,270,190856,,13.06,,3,1461475,0,0,OTHERS
4723,2019,NCT OF DELHI,North East Delhi,RAJVEER SINGH,,,GEN,Bahujan Samaj Party,BSP,,37630,201,37831,,2.59,,4,1461475,0,0,OTHERS
4724,2019,NCT OF DELHI,North East Delhi,NOTA,,,GEN,None of the Above,NA,,4578,11,4589,,0.31,,5,1461475,0,0,OTHERS
4725,2019,NCT OF DELHI,North East Delhi,SUNIL VISHVAKARMA,,,GEN,Ambedkar National Congress,ANC,,2147,1,2148,,0.15,,6,1461475,0,0,OTHERS
4726,2019,NCT OF DELHI,North East Delhi,AJAY BHAI,,,GEN,Right to Recall Party,RTRP,,1822,0,1822,,0.12,,7,1461475,0,0,OTHERS
4727,2019,NCT OF DELHI,North East Delhi,MANAGER CHAURASIYA,,,GEN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),SUCOI(C),,1749,0,1749,,0.12,,8,1461475,0,0,OTHERS
4728,2019,NCT OF DELHI,North East Delhi,MOHD. IRFAN,,,GEN,Bharat Prabhat Party,BPP,,1746,0,1746,,0.12,,9,1461475,0,0,OTHERS
4729,2019,NCT OF DELHI,North East Delhi,MUKESH,,,GEN,Aapki Apni Party (Peoples),AAP(P),,1472,3,1475,,0.1,,10,1461475,0,0,OTHERS
4730,2019,NCT OF DELHI,North East Delhi,MOHD. HASAN,,,GEN,Republican Party of India (A),RPI(A),,1342,1,1343,,0.09,,11,1461475,0,0,OTHERS
4731,2019,NCT OF DELHI,North East Delhi,ANIL KUMAR YADAV,,,GEN,Independent,IND,,1242,0,1242,,0.08,,12,1461475,0,0,OTHERS
4732,2019,NCT OF DELHI,North East Delhi,MD. AKRAM,,,GEN,Independent,IND,,805,0,805,,0.06,,13,1461475,0,0,OTHERS
4733,2019,NCT OF DELHI,North East Delhi,MAHENDER PASWAN,,,GEN,Mazdoor Kirayedar Vikas Party,MKVP,,792,0,792,,0.05,,14,1461475,0,0,OTHERS
4734,2019,NCT OF DELHI,North East Delhi,S N SINGH,,,GEN,Independent,IND,,742,0,742,,0.05,,15,1461475,0,0,OTHERS
4735,2019,NCT OF DELHI,North East Delhi,PRADESH KUMAR,,,GEN,Sarvodaya Prabhat Party,SPP-I,,740,0,740,,0.05,,16,1461475,0,0,OTHERS
4736,2019,NCT OF DELHI,North East Delhi,D. Durga Prasad,,,GEN,Challengers Party,CP,,684,0,684,,0.05,,17,1461475,0,0,OTHERS
4737,2019,NCT OF DELHI,North East Delhi,YOGESH SWAMY,,,GEN,Independent,IND,,544,0,544,,0.04,,18,1461475,0,0,OTHERS
4738,2019,NCT OF DELHI,North East Delhi,AMRENDER KUMAR,,,GEN,Independent,IND,,531,0,531,,0.04,,19,1461475,0,0,OTHERS
4739,2019,NCT OF DELHI,North East Delhi,J. K. JAIN,,,GEN,Jai Prakash Janata Dal,JPJD,,456,0,456,,0.03,,20,1461475,0,0,OTHERS
4740,2019,NCT OF DELHI,North East Delhi,DAN BAHADUR YADAV,,,GEN,Bhartiya Janta Dal (Integrated),BJD(I),,434,1,435,,0.03,,21,1461475,0,0,OTHERS
4741,2019,NCT OF DELHI,North East Delhi,ANURUDDH KUMAR DUBE,,,GEN,Bharat Lok Sewak Party,BLSP,,419,0,419,,0.03,,22,1461475,0,0,OTHERS
4742,2019,NCT OF DELHI,North East Delhi,AMIT KUMAR SHARMA,,,GEN,Sanjhi Virasat Party,SVP-II,,419,0,419,,0.03,,22,1461475,0,0,OTHERS
