id,year,statename,pcname,candidate,sex,age,PC Type,category,party,symbol,general,postal,total,overelectors,overpolled,electors,rank,polled,win,runner,alliance
2705,1998,PUNJAB,Ludhiana,BALWINDERJEET SINGH,M,,GEN,,AIGC,,,,1222,0.09%,0.16%,1416557,7,753990,0,0,OTHERS
2706,1998,PUNJAB,Ludhiana,JAGJEET SINGH,M,,GEN,,IND,,,,874,0.06%,0.12%,1416557,8,753990,0,0,OTHERS
2707,1998,PUNJAB,Ludhiana,KARNAIL SINGH,M,,GEN,,RJD,,,,867,0.06%,0.11%,1416557,9,753990,0,0,JAN MORCHA
2708,1998,PUNJAB,Ludhiana,NARINDER SINGH,M,,GEN,,PPVP,,,,576,0.04%,0.08%,1416557,10,753990,0,0,OTHERS
2709,1998,PUNJAB,Ludhiana,RAMESH KUMAR,M,,GEN,,IND,,,,478,0.03%,0.06%,1416557,11,753990,0,0,OTHERS
2710,1998,PUNJAB,Ludhiana,DARSHAN SINGH,M,,GEN,,IND,,,,452,0.03%,0.06%,1416557,12,753990,0,0,OTHERS
2711,1998,PUNJAB,Ludhiana,GURBAKSH SINGH,M,,GEN,,IND,,,,451,0.03%,0.06%,1416557,13,753990,0,0,OTHERS
2712,1998,PUNJAB,Ludhiana,CHANDER SHEAKER,M,,GEN,,IND,,,,425,0.03%,0.06%,1416557,14,753990,0,0,OTHERS
2713,1998,PUNJAB,Ludhiana,BHUPINDER YADAV,M,,GEN,,ABJS,,,,310,0.02%,0.04%,1416557,15,753990,0,0,OTHERS
2714,1998,PUNJAB,Sangrur,SURJIT SINGH BARNALA,M,,GEN,,SAD,,,,297393,26.43%,39.81%,1125284,1,747116,1,0,NDA
2715,1998,PUNJAB,Sangrur,SIMRANJIT SINGH MANN,M,,GEN,,SAD(M),,,,215228,19.13%,28.81%,1125284,2,747116,0,1,OTHERS
2716,1998,PUNJAB,Sangrur,GURCHARAN SINGH DADHABOOR,M,,GEN,,INC,,,,187711,16.68%,25.12%,1125284,3,747116,0,0,CONGRESS
2717,1998,PUNJAB,Sangrur,CHAND SINGH CHOPRA,M,,GEN,,CPM,,,,35380,3.14%,4.74%,1125284,4,747116,0,0,UNITED FRONT
2718,1998,PUNJAB,Sangrur,HARDEV SINGH,M,,GEN,,IND,,,,3225,0.29%,0.43%,1125284,5,747116,0,0,OTHERS
2719,1998,PUNJAB,Sangrur,JASBIR KAUR,F,,GEN,,IND,,,,361,0.03%,0.05%,1125284,6,747116,0,0,OTHERS
2720,1998,PUNJAB,Bhatinda,CHATIN SINGH SAMAON,M,,SC,,SAD,,,,359527,30.00%,52.52%,1198394,1,684531,1,0,NDA
2721,1998,PUNJAB,Bhatinda,BHAN SINGH BHAURA,M,,SC,,CPI,,,,309671,25.84%,45.24%,1198394,2,684531,0,1,UNITED FRONT
2722,1998,PUNJAB,Bhatinda,RAGHBIR SINGH,M,,SC,,IND,,,,3217,0.27%,0.47%,1198394,3,684531,0,0,OTHERS
2723,1998,PUNJAB,Bhatinda,BALVIR KAUR,F,,SC,,IND,,,,3143,0.26%,0.46%,1198394,4,684531,0,0,OTHERS
2724,1998,PUNJAB,Bhatinda,RADHEY SHYAM,M,,SC,,ABJS,,,,2625,0.22%,0.38%,1198394,5,684531,0,0,OTHERS
2725,1998,PUNJAB,Faridkot,SUKHBIR SINGH BADAL,M,,GEN,,SAD,,,,439749,36.58%,50.34%,1202148,1,873572,1,0,NDA
2726,1998,PUNJAB,Faridkot,JAGMEET SINGH BRAR,M,,GEN,,INC,,,,404790,33.67%,46.34%,1202148,2,873572,0,1,CONGRESS
2727,1998,PUNJAB,Faridkot,AVTAR SINGH,M,,GEN,,IND,,,,13568,1.13%,1.55%,1202148,3,873572,0,0,OTHERS
2728,1998,PUNJAB,Faridkot,SUKHPAL SINGH,M,,GEN,,IND,,,,5341,0.44%,0.61%,1202148,4,873572,0,0,OTHERS
2729,1998,PUNJAB,Faridkot,SUKHBVIR SINGH,M,,GEN,,IND,,,,2695,0.22%,0.31%,1202148,5,873572,0,0,OTHERS
2730,1998,PUNJAB,Ferozepur,ZORA SINGH,M,,GEN,,SAD,,,,389908,32.71%,51.93%,1191975,1,750895,1,0,NDA
2731,1998,PUNJAB,Ferozepur,MOHAN SINGH PHALIANWALA,M,,GEN,,BSP,,,,345441,28.98%,46.00%,1191975,2,750895,0,1,JAN MORCHA
2732,1998,PUNJAB,Ferozepur,AMRO BIBI,F,,GEN,,IND,,,,3634,0.30%,0.48%,1191975,3,750895,0,0,OTHERS
2733,1998,PUNJAB,Ferozepur,ANGREJ SINGH,M,,GEN,,IND,,,,1838,0.15%,0.24%,1191975,4,750895,0,0,OTHERS
2734,1998,PUNJAB,Ferozepur,DES RAJ,M,,GEN,,IND,,,,978,0.08%,0.13%,1191975,5,750895,0,0,OTHERS
2735,1998,PUNJAB,Ferozepur,KAWALJIT KAUR,F,,GEN,,IND,,,,595,0.05%,0.08%,1191975,6,750895,0,0,OTHERS
2736,1998,PUNJAB,Ferozepur,MOHAN SINGH,M,,GEN,,IND,,,,465,0.04%,0.06%,1191975,7,750895,0,0,OTHERS
2737,1998,RAJASTHAN,Ganganagar,ENG. SHANKAR PANNU,M,,SC,,INC,,,,335052,28.00%,46.17%,1196723,1,725690,1,0,CONGRESS
2738,1998,RAJASTHAN,Ganganagar,NIHAL CHAND,M,,SC,,BJP,,,,292291,24.42%,40.28%,1196723,2,725690,0,1,NDA
2739,1998,RAJASTHAN,Ganganagar,SHASHI DUTTA,F,,SC,,JD,,,,33193,2.77%,4.57%,1196723,3,725690,0,0,UNITED FRONT
2740,1998,RAJASTHAN,Ganganagar,RAWATARAM,M,,SC,,CPI,,,,27952,2.34%,3.85%,1196723,4,725690,0,0,UNITED FRONT
2741,1998,RAJASTHAN,Ganganagar,DHARAMPAL KATARIA,M,,SC,,BSP,,,,27596,2.31%,3.80%,1196723,5,725690,0,0,JAN MORCHA
2742,1998,RAJASTHAN,Ganganagar,DULICHAND,M,,SC,,SHS,,,,2026,0.17%,0.28%,1196723,6,725690,0,0,NDA
2743,1998,RAJASTHAN,Ganganagar,SARABATI,F,,SC,,IND,,,,909,0.08%,0.13%,1196723,7,725690,0,0,OTHERS
2744,1998,RAJASTHAN,Bikaner,BALRAM JAKHAR,M,,GEN,,INC,,,,560257,34.12%,53.90%,1642091,1,1039396,1,0,CONGRESS
2745,1998,RAJASTHAN,Bikaner,MAHENDRASINGH BHATI,M,,GEN,,BJP,,,,369632,22.51%,35.56%,1642091,2,1039396,0,1,NDA
2746,1998,RAJASTHAN,Bikaner,DILIP SINGH MARWAL,M,,GEN,,BSP,,,,39377,2.40%,3.79%,1642091,3,1039396,0,0,JAN MORCHA
2747,1998,RAJASTHAN,Bikaner,SHOPAT SINGH MAKKASAR,M,,GEN,,CPM,,,,29390,1.79%,2.83%,1642091,4,1039396,0,0,UNITED FRONT
2748,1998,RAJASTHAN,Bikaner,RAKESH,M,,GEN,,IND,,,,11077,0.67%,1.07%,1642091,5,1039396,0,0,OTHERS
2749,1998,RAJASTHAN,Bikaner,NEMICHAND MEGHWAL,M,,GEN,,IND,,,,5485,0.33%,0.53%,1642091,6,1039396,0,0,OTHERS
2750,1998,RAJASTHAN,Bikaner,RAM JEEWAN VYAS,M,,GEN,,IND,,,,2533,0.15%,0.24%,1642091,7,1039396,0,0,OTHERS
2751,1998,RAJASTHAN,Bikaner,SHYAMLAL,M,,GEN,,SP,,,,2516,0.15%,0.24%,1642091,8,1039396,0,0,OTHERS
2752,1998,RAJASTHAN,Bikaner,AHMED HASAN,M,,GEN,,IND,,,,1149,0.07%,0.11%,1642091,9,1039396,0,0,OTHERS
2753,1998,RAJASTHAN,Bikaner,ASHADEVI KILAWAT CHOUHAN,F,,GEN,,IND,,,,963,0.06%,0.09%,1642091,10,1039396,0,0,OTHERS
2754,1998,RAJASTHAN,Bikaner,LAXMAN RAM MEGHWAL,M,,GEN,,IND,,,,811,0.05%,0.08%,1642091,11,1039396,0,0,OTHERS
2755,1998,RAJASTHAN,Churu,NARENDRA BUDANIA,M,,GEN,,INC,,,,347690,30.46%,47.67%,1141518,1,729295,1,0,CONGRESS
2756,1998,RAJASTHAN,Churu,RAMSINGH,M,,GEN,,BJP,,,,317958,27.85%,43.60%,1141518,2,729295,0,1,NDA
2757,1998,RAJASTHAN,Churu,RADHERAM GODARA,M,,GEN,,JD,,,,41870,3.67%,5.74%,1141518,3,729295,0,0,UNITED FRONT
2758,1998,RAJASTHAN,Churu,LIKHAMI CHAND JANGIR,M,,GEN,,IND,,,,4534,0.40%,0.62%,1141518,4,729295,0,0,OTHERS
2759,1998,RAJASTHAN,Churu,UMARDEEN,M,,GEN,,BSP,,,,2622,0.23%,0.36%,1141518,5,729295,0,0,JAN MORCHA
2760,1998,RAJASTHAN,Churu,MAHESH FAGERIYA,M,,GEN,,RJD,,,,1577,0.14%,0.22%,1141518,6,729295,0,0,JAN MORCHA
2761,1998,RAJASTHAN,Churu,JAGEDISH PRASAD,M,,GEN,,SHS,,,,1523,0.13%,0.21%,1141518,7,729295,0,0,NDA
2762,1998,RAJASTHAN,Churu,MOHD. JAMAN ARIF,M,,GEN,,SP,,,,1397,0.12%,0.19%,1141518,8,729295,0,0,OTHERS
2763,1998,RAJASTHAN,Churu,SUMER SINGH,M,,GEN,,IND,,,,1241,0.11%,0.17%,1141518,9,729295,0,0,OTHERS
2764,1998,RAJASTHAN,Churu,NATHU SINGH,M,,GEN,,IND,,,,1012,0.09%,0.14%,1141518,10,729295,0,0,OTHERS
2765,1998,RAJASTHAN,Churu,PUNAM CHAND RAJPUROHIT,M,,GEN,,ABJS,,,,685,0.06%,0.09%,1141518,11,729295,0,0,OTHERS
2766,1998,RAJASTHAN,Jhunjhunu,SISRAM OLA,M,,GEN,,AIIC(S),,,,338526,29.35%,43.75%,1153561,1,773794,1,0,UNITED FRONT
2767,1998,RAJASTHAN,Jhunjhunu,MADAN LAL SAINI,M,,GEN,,BJP,,,,300667,26.06%,38.86%,1153561,2,773794,0,1,NDA
2768,1998,RAJASTHAN,Jhunjhunu,JAGDEEP DHANKHAR,M,,GEN,,INC,,,,94376,8.18%,12.20%,1153561,3,773794,0,0,CONGRESS
2769,1998,RAJASTHAN,Jhunjhunu,SATYAVEER KATEWA,M,,GEN,,BKKGP,,,,9152,0.79%,1.18%,1153561,4,773794,0,0,OTHERS
2770,1998,RAJASTHAN,Jhunjhunu,KHYALI RAM,M,,GEN,,IND,,,,7101,0.62%,0.92%,1153561,5,773794,0,0,OTHERS
2771,1998,RAJASTHAN,Jhunjhunu,JAWAHAR LAL MORYA,M,,GEN,,BSP,,,,6648,0.58%,0.86%,1153561,6,773794,0,0,JAN MORCHA
2772,1998,RAJASTHAN,Jhunjhunu,KAYYUM,M,,GEN,,RJVP,,,,3952,0.34%,0.51%,1153561,7,773794,0,0,OTHERS
2773,1998,RAJASTHAN,Jhunjhunu,MAHENDRA CHOUDHARY,M,,GEN,,CPI(ML)(L),,,,1279,0.11%,0.17%,1153561,8,773794,0,0,OTHERS
2774,1998,RAJASTHAN,Jhunjhunu,BIHARI LAL BHARTIYA,M,,GEN,,ABHM,,,,1149,0.10%,0.15%,1153561,9,773794,0,0,OTHERS
2775,1998,RAJASTHAN,Jhunjhunu,GULZARI LAL SHARMA,M,,GEN,,SAP,,,,1138,0.10%,0.15%,1153561,10,773794,0,0,NDA
2776,1998,RAJASTHAN,Jhunjhunu,JANARDAN SINGH SHEKHAWAT,M,,GEN,,AIRJP,,,,1082,0.09%,0.14%,1153561,11,773794,0,0,JAN MORCHA
2777,1998,RAJASTHAN,Sikar,SUBHASH MAHARIYA,M,,GEN,,BJP,,,,293502,23.59%,36.84%,1243952,1,796590,1,0,NDA
2778,1998,RAJASTHAN,Sikar,HARI SINGH,M,,GEN,,INC,,,,252180,20.27%,31.66%,1243952,2,796590,0,1,CONGRESS
2779,1998,RAJASTHAN,Sikar,AMRA RAM,M,,GEN,,CPM,,,,196432,15.79%,24.66%,1243952,3,796590,0,0,UNITED FRONT
2780,1998,RAJASTHAN,Sikar,CHATAR SINGH,M,,GEN,,AIRJP,,,,20268,1.63%,2.54%,1243952,4,796590,0,0,JAN MORCHA
2781,1998,RAJASTHAN,Sikar,MANOHAR SINGH,M,,GEN,,BSP,,,,11506,0.92%,1.44%,1243952,5,796590,0,0,JAN MORCHA
2782,1998,RAJASTHAN,Sikar,AJAY PAL,M,,GEN,,IND,,,,6039,0.49%,0.76%,1243952,6,796590,0,0,OTHERS
2783,1998,RAJASTHAN,Sikar,VINOD KUMAR YADAV,M,,GEN,,IND,,,,2962,0.24%,0.37%,1243952,7,796590,0,0,OTHERS
2784,1998,RAJASTHAN,Sikar,DEVI SAHAI,M,,GEN,,RJD,,,,2761,0.22%,0.35%,1243952,8,796590,0,0,JAN MORCHA
2785,1998,RAJASTHAN,Sikar,RAM LAL,M,,GEN,,IND,,,,1426,0.11%,0.18%,1243952,9,796590,0,0,OTHERS
2786,1998,RAJASTHAN,Sikar,SHASHI KANT,M,,GEN,,AJBP,,,,1039,0.08%,0.13%,1243952,10,796590,0,0,OTHERS
2787,1998,RAJASTHAN,Jaipur,GIRDHARI LAL BHARGAVA,M,,GEN,,BJP,,,,445608,27.46%,55.71%,1622629,1,799930,1,0,NDA
2788,1998,RAJASTHAN,Jaipur,M.SAYEED KHAN (GOODAGE),M,,GEN,,INC,,,,306637,18.90%,38.33%,1622629,2,799930,0,1,CONGRESS
2789,1998,RAJASTHAN,Jaipur,SUNITA CHATURVEDI,F,,GEN,,CPI,,,,13966,0.86%,1.75%,1622629,3,799930,0,0,UNITED FRONT
2790,1998,RAJASTHAN,Jaipur,ADVOCATE VIJAY SINGH PUNIA,M,,GEN,,JD,,,,6320,0.39%,0.79%,1622629,4,799930,0,0,UNITED FRONT
2791,1998,RAJASTHAN,Jaipur,RADHEY SHYAM SAINI,M,,GEN,,BSP,,,,4014,0.25%,0.50%,1622629,5,799930,0,0,JAN MORCHA
2792,1998,RAJASTHAN,Jaipur,P.C LUNIA,M,,GEN,,GIP,,,,2710,0.17%,0.34%,1622629,6,799930,0,0,OTHERS
2793,1998,RAJASTHAN,Jaipur,SHRAVAN SONI,M,,GEN,,IND,,,,2129,0.13%,0.27%,1622629,7,799930,0,0,OTHERS
2794,1998,RAJASTHAN,Jaipur,GANESH SAINI `MALI',M,,GEN,,SAP,,,,1913,0.12%,0.24%,1622629,8,799930,0,0,NDA
2795,1998,RAJASTHAN,Jaipur,DILEEP SINGH BENIWAL,M,,GEN,,SHS,,,,1894,0.12%,0.24%,1622629,9,799930,0,0,NDA
2796,1998,RAJASTHAN,Jaipur,ARUNA GAUR,F,,GEN,,SP,,,,1496,0.09%,0.19%,1622629,10,799930,0,0,OTHERS
2797,1998,RAJASTHAN,Jaipur,HARISHANKAR BAIRWA,M,,GEN,,IND,,,,1071,0.07%,0.13%,1622629,11,799930,0,0,OTHERS
2798,1998,RAJASTHAN,Jaipur,MD. IFTEKHAR KURESHI,M,,GEN,,IND,,,,942,0.06%,0.12%,1622629,12,799930,0,0,OTHERS
2799,1998,RAJASTHAN,Jaipur,NATWAR LAL JAIN,M,,GEN,,IND,,,,897,0.06%,0.11%,1622629,13,799930,0,0,OTHERS
2800,1998,RAJASTHAN,Dausa,RAJESH PILOT,M,,GEN,,INC,,,,415287,33.95%,50.79%,1223211,1,817676,1,0,CONGRESS
2801,1998,RAJASTHAN,Dausa,ROHITASHV KUMAR SHARMA,M,,GEN,,BJP,,,,354213,28.96%,43.32%,1223211,2,817676,0,1,NDA
2802,1998,RAJASTHAN,Dausa,BIRDI CHAND,M,,GEN,,JD,,,,20654,1.69%,2.53%,1223211,3,817676,0,0,UNITED FRONT
2803,1998,RAJASTHAN,Dausa,BALRAM,M,,GEN,,BSP,,,,7417,0.61%,0.91%,1223211,4,817676,0,0,JAN MORCHA
2804,1998,RAJASTHAN,Dausa,LAXMI NARAYAN SAINI,M,,GEN,,BKKGP,,,,4079,0.33%,0.50%,1223211,5,817676,0,0,OTHERS
2805,1998,RAJASTHAN,Dausa,CHEN SINGH SHEKHAWAT,M,,GEN,,SHS,,,,2572,0.21%,0.31%,1223211,6,817676,0,0,NDA
2806,1998,RAJASTHAN,Dausa,HAR SAHAI MEENA,M,,GEN,,SP,,,,1812,0.15%,0.22%,1223211,7,817676,0,0,OTHERS
2807,1998,RAJASTHAN,Dausa,RAMJILAL MEENA,M,,GEN,,RJVP,,,,1789,0.15%,0.22%,1223211,8,817676,0,0,OTHERS
2808,1998,RAJASTHAN,Dausa,BABULAL BAIRWA,M,,GEN,,IND,,,,630,0.05%,0.08%,1223211,9,817676,0,0,OTHERS
2809,1998,RAJASTHAN,Alwar,GHASI RAM YADAV,M,,GEN,,INC,,,,203574,18.09%,30.90%,1125267,1,658790,1,0,CONGRESS
2810,1998,RAJASTHAN,Alwar,MAHENDRA KUMARI,F,,GEN,,IND,,,,201013,17.86%,30.51%,1125267,2,658790,0,1,OTHERS
2811,1998,RAJASTHAN,Alwar,Dr. JASWANT SINGH YADAV,M,,GEN,,BJP,,,,176979,15.73%,26.86%,1125267,3,658790,0,0,NDA
2812,1998,RAJASTHAN,Alwar,RAM NARAIN,M,,GEN,,BSP,,,,23469,2.09%,3.56%,1125267,4,658790,0,0,JAN MORCHA
2813,1998,RAJASTHAN,Alwar,SATISH YADAV,M,,GEN,,JD,,,,14298,1.27%,2.17%,1125267,5,658790,0,0,UNITED FRONT
2814,1998,RAJASTHAN,Alwar,NARENDER KUMAR,M,,GEN,,SHS,,,,10411,0.93%,1.58%,1125267,6,658790,0,0,NDA
2815,1998,RAJASTHAN,Alwar,GHASIRAM YADAV,M,,GEN,,IND,,,,8588,0.76%,1.30%,1125267,7,658790,0,0,OTHERS
2816,1998,RAJASTHAN,Alwar,SHYAM SUNDER,M,,GEN,,IND,,,,2758,0.25%,0.42%,1125267,8,658790,0,0,OTHERS
2817,1998,RAJASTHAN,Alwar,KABUL CHAND,M,,GEN,,IND,,,,2550,0.23%,0.39%,1125267,9,658790,0,0,OTHERS
2818,1998,RAJASTHAN,Alwar,CHOTE LAL KOLI,M,,GEN,,IND,,,,2272,0.20%,0.34%,1125267,10,658790,0,0,OTHERS
2819,1998,RAJASTHAN,Alwar,MANJULA,F,,GEN,,RJD,,,,1894,0.17%,0.29%,1125267,11,658790,0,0,JAN MORCHA
2820,1998,RAJASTHAN,Alwar,SHRIRAM YADAV,M,,GEN,,SP,,,,1232,0.11%,0.19%,1125267,12,658790,0,0,OTHERS
2821,1998,RAJASTHAN,Alwar,PRAHLAD RAI GUPTA,M,,GEN,,IND,,,,1225,0.11%,0.19%,1125267,13,658790,0,0,OTHERS
2822,1998,RAJASTHAN,Alwar,MOOL CHAND,M,,GEN,,IND,,,,567,0.05%,0.09%,1125267,14,658790,0,0,OTHERS
2823,1998,RAJASTHAN,Alwar,RAM ADHAR,M,,GEN,,NPAP,,,,428,0.04%,0.06%,1125267,15,658790,0,0,OTHERS
2824,1998,RAJASTHAN,Bharatpur,K. NATWAR SINGH,M,,GEN,,INC,,,,252617,24.42%,38.11%,1034598,1,662892,1,0,CONGRESS
2825,1998,RAJASTHAN,Bharatpur,DR. DIGAMBER SINGH,M,,GEN,,BJP,,,,184164,17.80%,27.78%,1034598,2,662892,0,1,NDA
2826,1998,RAJASTHAN,Bharatpur,VED PRAKASH,M,,GEN,,BSP,,,,109817,10.61%,16.57%,1034598,3,662892,0,0,JAN MORCHA
2827,1998,RAJASTHAN,Bharatpur,KRISHENDRA KAUR (DEEPA),F,,GEN,,SP,,,,54503,5.27%,8.22%,1034598,4,662892,0,0,OTHERS
2828,1998,RAJASTHAN,Bharatpur,MASTER BIHARI LAL SAINI,M,,GEN,,RJD,,,,20428,1.97%,3.08%,1034598,5,662892,0,0,JAN MORCHA
2829,1998,RAJASTHAN,Bharatpur,HARUMAL,M,,GEN,,CPI,,,,14635,1.41%,2.21%,1034598,6,662892,0,0,UNITED FRONT
2830,1998,RAJASTHAN,Bharatpur,SARDAR SANTOKH SINGH,M,,GEN,,BKKGP,,,,3401,0.33%,0.51%,1034598,7,662892,0,0,OTHERS
2831,1998,RAJASTHAN,Bharatpur,MURARI LAL SAINI,M,,GEN,,SHS,,,,3313,0.32%,0.50%,1034598,8,662892,0,0,NDA
2832,1998,RAJASTHAN,Bharatpur,CHIRANJI LAL TANWAR JATAV,M,,GEN,,IND,,,,2885,0.28%,0.44%,1034598,9,662892,0,0,OTHERS
2833,1998,RAJASTHAN,Bharatpur,SANT SINGH,M,,GEN,,SAP,,,,2119,0.20%,0.32%,1034598,10,662892,0,0,NDA
2834,1998,RAJASTHAN,Bharatpur,SHIV KUMAR SINGH,M,,GEN,,IND,,,,2006,0.19%,0.30%,1034598,11,662892,0,0,OTHERS
2835,1998,RAJASTHAN,Bharatpur,GOPAL RAM BHAVARA,M,,GEN,,JD,,,,1865,0.18%,0.28%,1034598,12,662892,0,0,UNITED FRONT
2836,1998,RAJASTHAN,Bharatpur,VIJAY SINGH BHARTIYA JATAV,M,,GEN,,RJVP,,,,1723,0.17%,0.26%,1034598,13,662892,0,0,OTHERS
2837,1998,RAJASTHAN,Bharatpur,BHIM SINGH GURJAR ADVOCATE,M,,GEN,,AIRJP,,,,788,0.08%,0.12%,1034598,14,662892,0,0,JAN MORCHA
2838,1998,RAJASTHAN,Bharatpur,RAJENDRA KUMAR,M,,GEN,,IND,,,,624,0.06%,0.09%,1034598,15,662892,0,0,OTHERS
2839,1998,RAJASTHAN,Bharatpur,PHOOL SINGH,M,,GEN,,AJBP,,,,579,0.06%,0.09%,1034598,16,662892,0,0,OTHERS
2840,1998,RAJASTHAN,Bharatpur,SOHAN LAL GULPADIA,M,,GEN,,IND,,,,348,0.03%,0.05%,1034598,17,662892,0,0,OTHERS
2841,1998,RAJASTHAN,Bayana,GANGARAM KOLI,M,,SC,,BJP,,,,226249,21.47%,40.41%,1053793,1,559834,1,0,NDA
2842,1998,RAJASTHAN,Bayana,JAGANNATH PAHADIA,M,,SC,,INC,,,,221699,21.04%,39.60%,1053793,2,559834,0,1,CONGRESS
2843,1998,RAJASTHAN,Bayana,ROHITASHWA KUMAR,M,,SC,,BSP,,,,54538,5.18%,9.74%,1053793,3,559834,0,0,JAN MORCHA
2844,1998,RAJASTHAN,Bayana,THAN SINGH JATAV,M,,SC,,JD,,,,33262,3.16%,5.94%,1053793,4,559834,0,0,UNITED FRONT
2845,1998,RAJASTHAN,Bayana,LAKHAN SINGH MAURYA,M,,SC,,BKKGP,,,,10163,0.96%,1.82%,1053793,5,559834,0,0,OTHERS
2846,1998,RAJASTHAN,Bayana,SHYAMLAL CHHADI,M,,SC,,RJVP,,,,2704,0.26%,0.48%,1053793,6,559834,0,0,OTHERS
2847,1998,RAJASTHAN,Bayana,HARISH CHANDRA KHATIK,M,,SC,,SP,,,,2464,0.23%,0.44%,1053793,7,559834,0,0,OTHERS
2848,1998,RAJASTHAN,Bayana,GHANSHYAM BRIJVASI,M,,SC,,RJD,,,,1343,0.13%,0.24%,1053793,8,559834,0,0,JAN MORCHA
2849,1998,RAJASTHAN,Bayana,LAKHMI CHAND,M,,SC,,IND,,,,1124,0.11%,0.20%,1053793,9,559834,0,0,OTHERS
2850,1998,RAJASTHAN,Bayana,SRICHAND KOLI,M,,SC,,IND,,,,601,0.06%,0.11%,1053793,10,559834,0,0,OTHERS
2851,1998,RAJASTHAN,Sawai Madhopur,USHA,F,,ST,,INC,,,,282472,24.00%,47.62%,1177149,1,593166,1,0,CONGRESS
2852,1998,RAJASTHAN,Sawai Madhopur,RAMESH CHAND,M,,ST,,BJP,,,,220138,18.70%,37.11%,1177149,2,593166,0,1,NDA
2853,1998,RAJASTHAN,Sawai Madhopur,MOTI LAL,M,,ST,,JD,,,,53510,4.55%,9.02%,1177149,3,593166,0,0,UNITED FRONT
2854,1998,RAJASTHAN,Sawai Madhopur,RAJENDRA,M,,ST,,BSP,,,,16847,1.43%,2.84%,1177149,4,593166,0,0,JAN MORCHA
2855,1998,RAJASTHAN,Sawai Madhopur,RAMDAYAL,M,,ST,,SJP(R),,,,4605,0.39%,0.78%,1177149,5,593166,0,0,JAN MORCHA
2856,1998,RAJASTHAN,Sawai Madhopur,KAILASH,M,,ST,,SP,,,,4570,0.39%,0.77%,1177149,6,593166,0,0,OTHERS
2857,1998,RAJASTHAN,Sawai Madhopur,RAJARAM,M,,ST,,RJD,,,,2189,0.19%,0.37%,1177149,7,593166,0,0,JAN MORCHA
2858,1998,RAJASTHAN,Sawai Madhopur,RAMSAHAY,M,,ST,,BKKGP,,,,1830,0.16%,0.31%,1177149,8,593166,0,0,OTHERS
2859,1998,RAJASTHAN,Sawai Madhopur,MANPHOOL,M,,ST,,IND,,,,289,0.02%,0.05%,1177149,9,593166,0,0,OTHERS
2860,1998,RAJASTHAN,Ajmer,PRABHA THAKUR,F,,GEN,,INC,,,,290524,27.82%,47.20%,1044404,1,615561,1,0,CONGRESS
2861,1998,RAJASTHAN,Ajmer,RASA SINGH RAWAT,M,,GEN,,BJP,,,,284752,27.26%,46.26%,1044404,2,615561,0,1,NDA
2862,1998,RAJASTHAN,Ajmer,KUNAL RAWAT,M,,GEN,,CPI,,,,10950,1.05%,1.78%,1044404,3,615561,0,0,UNITED FRONT
2863,1998,RAJASTHAN,Ajmer,MANJU SINGH GURJAR,F,,GEN,,BSP,,,,8140,0.78%,1.32%,1044404,4,615561,0,0,JAN MORCHA
2864,1998,RAJASTHAN,Ajmer,ALAM,M,,GEN,,RJD,,,,7433,0.71%,1.21%,1044404,5,615561,0,0,JAN MORCHA
2865,1998,RAJASTHAN,Ajmer,ABDUL MANNAN,M,,GEN,,SP,,,,3263,0.31%,0.53%,1044404,6,615561,0,0,OTHERS
2866,1998,RAJASTHAN,Ajmer,BABU LAL TELI,M,,GEN,,IND,,,,496,0.05%,0.08%,1044404,7,615561,0,0,OTHERS
2867,1998,RAJASTHAN,Ajmer,NARAINDAS SINDHI,M,,GEN,,IND,,,,433,0.04%,0.07%,1044404,8,615561,0,0,OTHERS
2868,1998,RAJASTHAN,Tonk,DOWARKA PARSHAD BAIRWA,M,,SC,,INC,,,,312307,28.16%,51.68%,1109239,1,604325,1,0,CONGRESS
2869,1998,RAJASTHAN,Tonk,SHAMBHU DAYAL BADGUJAR,M,,SC,,BJP,,,,254838,22.97%,42.17%,1109239,2,604325,0,1,NDA
2870,1998,RAJASTHAN,Tonk,RAMKANWAR BERWA,M,,SC,,JD,,,,15289,1.38%,2.53%,1109239,3,604325,0,0,UNITED FRONT
2871,1998,RAJASTHAN,Tonk,SUGAN CHAND,M,,SC,,BSP,,,,9524,0.86%,1.58%,1109239,4,604325,0,0,JAN MORCHA
2872,1998,RAJASTHAN,Tonk,Dr.KIRAN SOLANKI,F,,SC,,IND,,,,1713,0.15%,0.28%,1109239,5,604325,0,0,OTHERS
2873,1998,RAJASTHAN,Tonk,TOLA CHANDA MORYA,M,,SC,,SHS,,,,1638,0.15%,0.27%,1109239,6,604325,0,0,NDA
2874,1998,RAJASTHAN,Kota,RAM NARAIN MEENA,M,,GEN,,INC,,,,364183,31.42%,48.91%,1159032,1,744610,1,0,CONGRESS
2875,1998,RAJASTHAN,Kota,RAGHUVEER SINGH KAUSHAL,M,,GEN,,BJP,,,,346755,29.92%,46.57%,1159032,2,744610,0,1,NDA
2876,1998,RAJASTHAN,Kota,HAJI MOHAMMED RAFIQ,M,,GEN,,BSP,,,,5443,0.47%,0.73%,1159032,3,744610,0,0,JAN MORCHA
2877,1998,RAJASTHAN,Kota,MAHANDRA SINGH GURJAR,M,,GEN,,JD,,,,5111,0.44%,0.69%,1159032,4,744610,0,0,UNITED FRONT
